,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
2389,C-12020-57542,2012-02-16,2012-01-20,CERTIFIED,H-2B,AL,2012-02-01,2012-07-31,"DIAMOND CONCRETE & SLABS, INC.",1141 NEWELL PARKWAY,,MONTGOMERY,AL,36110,SAYDE M. LEONEL DE CERVANTES / INFINITY LABOR SOUR,BUDA,TX,860.381-022,Carpenter,472031.0,Carpenters,CARPENTER,30.0,30,10.15,HR,10.15,HR
2390,C-12023-57584,2012-02-16,2012-01-23,CERTIFIED,H-2B,ME,2012-05-03,2012-11-18,WITHAM FAMILY LIMITED PARTNERSHIP DBA BAR HARBOR I,P.O. BOX 7,,BAR HARBOR,ME,4609,"JANE NICHOLS BISHOP/ PEAK SEASON WORKFORCE, A DIVI",MASHPEE,MA,915.473-010,Parking-Lot Attendant,536021.0,Parking Lot Attendants,PARKING LOT ATTENDANT,4.0,4,9.16,HR,9.16,HR
2391,C-12023-57592,2012-02-16,2012-01-23,CERTIFIED,H-2B,NY,2012-03-20,2012-12-20,"PETE'S LAWN CARE, INC.",42 CURTIS DR.,,SOUND BEACH,NY,11789,DANIEL J. SULLIVAN,FARMINGVILLE,NY,899.684-046,"Maintenance Worker, Municipal",472061.0,Construction Laborers,"MAINTENANCE WORKER, MUNICIPAL",2.0,2,16.0,HR,16.0,HR
2392,C-12023-57597,2012-02-16,2012-01-23,CERTIFIED,H-2B,DE,2012-03-15,2012-12-15,A. FERRIS ALLEN III,13330 LONG LEAF DRIVE,,CLARKSV ILLE,MD,21029,JEREMY ALAN SCHROEDER/ LAW OFFICES OF JEREMY A. SC,FLOURTOWN,PA,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,7.0,7,10.02,HR,10.02,HR
2393,C-12025-57672,2012-02-16,2012-01-25,CERTIFIED,H-2B,TX,2012-04-09,2012-10-31,HORSESHOE BAY RESORT AND CONFERENCE CENTER,200 HI CIRCLE NORTH,,HORSESHOE BAY,TX,78657,VERONICA T. STRICKLAND-BIRKENSTOCK / PRACTICAL EMP,DALLAS,TX,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,6.0,6,8.58,HR,8.58,HR
2394,C-12025-57680,2012-02-16,2012-01-25,CERTIFIED,H-2B,TX,2012-04-09,2012-10-31,HORSESHOE BAY RESORT AND CONFERENCE CENTER,200 HI CIRCLE NORTH,,HORSESHOE BAY,TX,78657,VERONICA T. STRICKLAND-BIRKENSTOCK / PRACTICAL EMP,DALLAS,TX,323.687-018,Housecleaner,372012.0,Maids and Housekeeping Cleaners,HOUSECLEANER,18.0,18,8.74,HR,8.74,HR
2395,C-12025-57683,2012-02-16,2012-01-25,CERTIFIED,H-2B,TX,2012-04-09,2012-10-31,HORSESHOE BAY RESORT AND CONFERENCE CENTER,200 HI CIRCLE NORTH,,HORSESHOE BAY,TX,78657,VERONICA T. STRICKLAND-BIRKENSTOCK / PRACTICAL EMP,DALLAS,TX,350.677-030,Waiter/Waitress,353031.0,Waiters and Waitresses,WAITER/WAITRESS,14.0,14,8.35,HR,8.35,HR
2396,C-12025-57685,2012-02-16,2012-01-25,CERTIFIED,H-2B,VA,2012-03-01,2012-12-01,"BASNIGHT LAND & LAWN, INC.",225 SIGN PINE ROAD,,CHESAPEAKE,VA,23322,"BARRY ROWELL/ VALVERDE & ROWELL, PC",VIRGINIA BEACH,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",80.0,80,8.13,HR,8.13,HR
2397,C-12026-57724,2012-02-16,2012-01-26,CERTIFIED,H-2B,LA,2012-03-01,2012-12-31,"ROCLAN SERVICES, INC.",115 CHARBONNET RD.,,DUSON,LA,70529,LINDA PEREZ,BROWNSVILLE,TX,922.687-102,Yard Laborer,519198.0,Helpers--Production Workers,YARD LABORER,50.0,50,11.72,HR,11.72,HR
2398,C-12027-57770,2012-02-16,2012-01-27,CERTIFIED,H-2B,CO,2012-04-01,2012-09-30,"AMBER WAVES ADVENTURES, LLC DBA AMERICAN ADVENTURE",3299 LOWELL BLVD #303,,DENVER,CO,80211,"JEFF JOSEPH/JOSEPH LAW FIRM, P.C",AURORA,CO,353.167-010,"Guide, Travel",396022.0,Travel Guides,"GUIDE, TRAVEL",3.0,3,17.75,HR,17.75,HR
2399,C-12027-57771,2012-02-16,2012-01-27,DENIED,H-2B,NY,2012-03-01,2012-12-15,MCHUGH GROUP LTD,109 WESTERLO ST.,P.O. BOX 417,RAVENA,NY,12143,STEVEN ALAN MCKAY/H2 EXPRESS,HUDSON,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",5.0,0,14.31,HR,14.31,HR
2400,C-12027-57778,2012-02-16,2012-01-27,CERTIFIED,H-2B,TX,2012-03-01,2012-10-31,"ORTIZ PADILLA FAMILY, LLC DBA PALETERIA SAN MARCOS",2740 VALWOOD PKWY STE 130,,FARMERS BRANCH,TX,75234,LORI ANN WHITTEN OR DANIELLE RENE CLARK / ACTION V,WYLIE,TX,291.457-022,Vendor,419091.0,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",VENDOR,20.0,20,8.16,HR,8.16,HR
2401,C-12030-57780,2012-02-16,2012-01-30,CERTIFIED,H-2B,DE,2012-04-01,2012-12-24,D.F. DISTRIBUTION INC DBA CLOUDBURST LAWN SPRINKLE,6603 GOVERNOR PRINTZ BLVD. SUITE A,,WILMINGTON,DE,19809,CARL A. HEMPHILL/MJC LABOR SOLUTIONS LLC,UPPER DARBY,PA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",6.0,6,9.54,HR,9.54,HR
2402,C-12030-57788,2012-02-16,2012-01-30,CERTIFIED,H-2B,OH,2012-04-01,2012-12-01,"RODRIGUEZ YARD CARE, INC.",1063 ELM STREET,,PAINESVILLE,OH,44077,COLLEEN M. O'TOOLE/ LAW OFFICES OF COLLEEN O'TOOLE,PAINESVILLE,OH,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8.0,8,9.0,HR,9.0,HR
2403,C-12030-57790,2012-02-16,2012-01-30,CERTIFIED,H-2B,FL,2012-01-02,2012-04-30,SOUTHEAST THOROUGHBRED RACING LLC,58 SW PALM COVE DRIVE,,PALM CITY,FL,34990,"RON KATIRAEI, ESQ./ LAW OFFICES OF RON KATIRAEI",NEW YORK,NY,410.674-022,Stable Attendant,392021.0,Nonfarm Animal Caretakers,STABLE ATTENDANT,30.0,30,9.34,HR,9.34,HR
2404,C-12030-57794,2012-02-16,2012-01-30,PARTIAL CERTIFIED,H-2B,TX,2012-02-02,2012-12-01,"THE WILTSHIRE BROTHERS, INC. DBA PERFECT LAWNS AND",2521 CUERNAVACA,,AUSTIN,TX,78733,"DANIEL MARK KOWALSKI / THE FOWLER LAW FIRM, PC",AUSTIN,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",22.0,21,8.17,HR,8.17,HR
2405,C-12030-57803,2012-02-16,2012-01-30,CERTIFIED,H-2B,WA,2012-04-01,2012-11-30,"UK ELITE SOCCER, INC.",210 MALAPARDIS ROAD,SUITE 201,CEDAR KNOLLS,NJ,7927,"KENDRA S. ELLIOTT, ESQ. / LAW OFFICES OF KENDRA S.",ENOLA,PA,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,5.0,5,10.94,HR,10.94,HR
2406,C-12030-57812,2012-02-16,2012-01-30,PARTIAL CERTIFIED,H-2B,SC,2012-04-02,2012-12-31,"PIEDMONT LANDSCAPE CONTRACTORS, LLC",3235 NORTH STATE STREET,P.O. BOX 849,BUNNELL,FL,32110,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",32.0,30,8.3,HR,8.3,HR
2407,C-12030-57816,2012-02-16,2012-01-30,DENIED,H-2B,TN,,,"PEARL MARKETING TECHNOLOGIES, LLC",9648 KINGSTON PIKE,SUITE 8,KNOXVILLE,TN,37922,,,,169.167-010,Administrative Assistant,436011.0,Executive Secretaries and Administrative Assistants,ADMINISTRATIVE ASSISTANT,1.0,0,9.0,HR,9.0,HR
2408,C-12030-57833,2012-02-16,2012-01-30,CERTIFIED,H-2B,AL,2012-03-01,2012-12-31,"MESQUITE CONSTRUCTION, CORP.",21611 STATE HWY 181,,FAIRHOPE,AL,36532,LINDA PEREZ,BROWNSVILLE,TX,921.664-010,Line Mover,519198.0,Helpers--Production Workers,LINE MOVER,25.0,25,10.79,HR,10.79,HR
2409,C-12032-57888,2012-02-16,2012-02-01,CERTIFIED,H-2B,TX,2012-02-15,2012-11-30,"MID-AMERICAN CARNIVAL, LLC",2813 ELSWORTH LN,,HARLINGEN,TX,78550,"ALEX TREVINO/ ATJ LABOR CONSULTING, LLC",MCALLEN,TX,349.664-010,Amusement Park Worker,393091.0,Amusement and Recreation Attendants,AMUSEMENT PARK WORKER,8.0,8,325.0,WK,325.0,WK
2410,C-12041-58107,2012-02-16,2012-02-10,CERTIFIED,H-2B,WV,2012-04-02,2012-12-31,FAIRMAN BUILDING COMPONENTS LLC,8544 WV HWY 5 EAST,,LINN,WV,26384,ELIZABETH D. WHITLEY/MAS LABOR H2A. LLC,LOVINGSTON,VA,860.381-022,Carpenter,472031.0,Carpenters,CARPENTER,9.0,9,8.1,HR,8.1,HR
2411,C-12041-58109,2012-02-16,2012-02-10,CERTIFIED,H-2B,MA,2012-05-20,2012-11-15,BRASS LANTERN LLC DBA BRASS LANTERN INN,11 N WATER STREET,,NANTUCKET,MA,2554,"JANE NICHOLS BISHOP / PEAK SEASON WOERFORCE, A DIV",MASHPEE,MA,321.137-010,Housekeeper,371011.0,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,2.0,2,9.55,MTH,9.55,MTH
2412,C-12041-58111,2012-02-16,2012-02-10,PARTIAL CERTIFIED,H-2B,MS,2012-03-01,2012-12-15,PRO LAWN LANDSCAPE & MAINTENANCE,146 REFLECTION COVE,PO BOX 1098,MADISON,MS,39046,ELIZABETH D. WHITLEY,LOVINSTON,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15.0,11,8.11,HR,8.11,HR
2413,C-12041-58112,2012-02-16,2012-02-10,CERTIFIED,H-2B,TX,2012-02-15,2012-12-15,"TWIN MOUNTAIN SUPPLY COMPANY, INC DBA TWIN MOUNTAI",7513 US HWY 67 SOUTH,,SAN ANGELO,TX,76902,NICOLE E MERRITT/AZARMEHR & ASSOCIATES PC,AUSTIN,TX,869.684-022,Fence Erector,474031.0,Fence Erectors,FENCE ERECTOR,40.0,40,8.15,HR,8.15,HR
2414,C-12041-58113,2012-02-16,2012-02-10,CERTIFIED,H-2B,MA,2012-05-15,2012-10-15,"SANKATY HEAD GOLF CLUB, INC. DBA SANKATY HEAD GOLF",100 SANKATY ROAD,PO BOX 293,NANTUCKET,MA,2564,JANE NICHOLS BISHOP,MASHPEE,MA,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,13.0,13,12.9,HR,12.9,HR
2415,C-12041-58115,2012-02-16,2012-02-10,PARTIAL CERTIFIED,H-2B,VA,2012-04-02,2012-12-16,"AVERY ENTERPRISES, INC. DBA AVERY LANDSCAPE & IRRI",9021 BARRETTA LANE,,CHESTERLAND,VA,23838,"ELIZABETH D. WHITLEY/ MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10.0,9,8.76,HR,8.76,HR
2416,C-12041-58119,2012-02-16,2012-02-10,CERTIFIED,H-2B,NY,2012-05-01,2012-10-31,"SUNNINGDALE COUNTRY CLUB, INC.","300 UNDERHILL RD., PO BOX 249",,SCARSDALE,NY,10583,"PETER PETRINA/ PGI, INC.",GARNERVILLE,NY,350.677-030,Waiter/Waitress,353031.0,Waiters and Waitresses,WAITER/WAITRESS,15.0,15,11.0,HR,11.0,HR
2417,C-12041-58124,2012-02-16,2012-02-10,CERTIFIED,H-2B,AK,2012-05-08,2012-12-15,"NOMURA TRADING CO., LDT. DBA NOMURA TRADING CO., L",10940 NE 33RD PLACE,SUITE 111,BELLEVUE,WA,98004,"SATORU ISOHATA - KOTOKAWA & ISOHATA, PS",BELLEVUE,WA,522.384-010,Fish Roe Technician,452041.0,"Graders and Sorters, Agricultural Products",FISH ROE TECHNICIAN,7.0,7,11.06,HR,11.06,HR
2418,C-12041-58125,2012-02-16,2012-02-10,CERTIFIED,H-2B,CA,2012-01-23,2012-11-20,FAIRBANKS RIDING,12467 RUETTE ALLIANTE,,SAN DIEGO,CA,92130,MARTIN J ARBURUA,SOLANA BEACH,CA,153.674-010,"Exerciser, Horse",392021.0,Nonfarm Animal Caretakers,"EXERCISER, HORSE",12.0,12,10.64,HR,10.64,HR
2419,C-12041-58126,2012-02-16,2012-02-10,CERTIFIED,H-2B,AK,2012-05-08,2012-12-15,"NOMURA TRADING CO., LTD. DBA NOMURA TRADING CO., S",10940 NE 33RD PLACE,SUITE 111,BELLEVUE,WA,98004,"SATORU ISOHATA / KOTOKAWA & ISOHATA, PS",BELLEVUE,WA,522.384-010,Fish Roe Technician,452041.0,"Graders and Sorters, Agricultural Products",FISH ROE TECHNICIAN,3.0,3,10.21,HR,10.21,HR
2420,C-12041-58127,2012-02-16,2012-02-10,CERTIFIED,H-2B,MA,2012-05-01,2012-12-15,SHIP'S INN NANTUCKET INCORP DBA SHIP'S INN,13 FAIR STREET,,NANTUCKET,MA,2554,MAYDENE ANNMARIE MASON/MMG ASSOCIATE NANTUCKET,NANTUCKET,MA,321.137-010,Housekeeper,371011.0,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,6.0,6,10.84,HR,10.84,HR
2421,C-12044-58131,2012-02-16,2012-02-13,CERTIFIED,H-2B,NY,2012-04-01,2012-12-31,OGDEN'S DESIGN AND PLANTINGS INC,650 NORTH COUNTRY ROAD,,ST. JAMES,NY,11780,MELINDA RUBIN RUBIN/ MELINDA A. RUBIN ESQ.,HAMPTON BAYS,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",5.0,5,9.2,HR,9.2,HR
2422,C-12044-58132,2012-02-16,2012-02-13,CERTIFIED,H-2B,PR,2012-03-15,2012-12-01,DGS LANDSCAPING LLC,2622B WEST 4TH STREET,,CHESTER,PA,19013,"CRAIG MCDOUGAL / WILLIAM VELIE, ATTORNEY AT LAW, P",NORMAN,OK,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",4.0,4,9.54,HR,9.54,HR
2423,C-12044-58133,2012-02-16,2012-02-13,CERTIFIED,H-2B,MA,2012-04-15,2012-10-28,SEA COAST INN,33 OCEAN STREET,,HYANNIS,MA,2601,MICHAEL DAVID HEFNER / RESOURCE STAFFING INTERNATI,PITTSFIELD,VT,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",5.0,5,11.25,HR,11.25,HR
2424,C-12044-58134,2012-02-16,2012-02-13,PARTIAL CERTIFIED,H-2B,ME,2012-04-12,2012-10-31,RIVERSIDE MOTEL & HOTEL,50 RIVERSIDE LANE,P.O. BOX 2244,OGUNQUIT,ME,3907,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",10.0,8,8.38,HR,8.38,HR
2425,C-12044-58135,2012-02-16,2012-02-13,CERTIFIED,H-2B,VA,2012-04-01,2012-10-31,"BAY SEAFOOD COMPANY, LLC",P.O. BOX 43,,LIVELY,VA,22507,"EVELYN AMANDA WRIGHT / THE LABOR COMPANY, LLC (TLC",ROSELAND,VA,522.384-010,Fish Roe Technician,452041.0,"Graders and Sorters, Agricultural Products",FISH ROE TECHNICIAN,30.0,30,7.79,HR,7.79,HR
2426,C-12044-58136,2012-02-16,2012-02-13,CERTIFIED,H-2B,MA,2012-05-15,2012-11-01,"MARSPEC, INC. DBA MARINE SPECIALTIES",PO BOX 638,235 COMMERCIAL STREET,PROVINCETOWN,MA,2657,"JANE NICHOLS BISHOP/PEAK SEASON WORKFORCE, A DIVIS",MASHPEE,MA,290.477-014,Sales Clerk,412031.0,Retail Salespersons,SALES CLERK,6.0,6,,,,
2427,C-12044-58137,2012-02-16,2012-02-13,PARTIAL CERTIFIED,H-2B,ME,2012-05-10,2012-11-10,"COASTAL BREEZES, INC. DBA KENNEBUNKPORT INN",1 DOCK SQUARE,,KENNEBUNKPORT,ME,4046,,,,350.677-030,Waiter/Waitress,353031.0,Waiters and Waitresses,WAITER/WAITRESS,5.0,4,9.45,HR,9.45,HR
2428,C-12044-58138,2012-02-16,2012-02-13,CERTIFIED,H-2B,TX,2012-03-01,2012-12-15,CALEB STEVEN HARTLEY,1402 N. LOOP 250,1000 W KANSAS,MIDLAND,TX,79701,BRANDI COWAN / FEDERATION OF EMPLOYERS AND WORKERS,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",4.0,4,8.96,HR,8.96,HR
2429,C-12044-58139,2012-02-16,2012-02-13,CERTIFIED,H-2B,NY,2012-05-01,2012-10-31,"FISHERS ISLAND CLUB, INC.","1 MAIN ST., PO BOX 605",,FISHERS ISLAND,NY,6390,"PETER PETRINA/ PGI, INC.",GARNERVILLE,NY,350.677-030,Waiter/Waitress,353031.0,Waiters and Waitresses,WAITER/WAITRESS,9.0,9,10.0,HR,10.0,HR
2430,C-12044-58140,2012-02-16,2012-02-13,CERTIFIED,H-2B,VA,2012-04-01,2012-12-31,"J & W SEAFOOD OF VA, INC.",PO BOX 1109,,DELTAVILLE,VA,23043,"EVELYN AMANDA WRIGHT/ THE LABOR COMPANY, LLC (TLC)",ROSELAND,VA,525.684-054,"Trimmer, Meat",513022.0,"Meat, Poultry, and Fish Cutters and Trimmers","TRIMMER, MEAT",50.0,50,7.45,HR,7.45,HR
2431,C-12044-58141,2012-02-16,2012-02-13,PARTIAL CERTIFIED,H-2B,VA,2012-04-01,2012-10-31,"C.W. O'BIER & SONS, INC. DBA PRIDE OF VIRGINIA SEA",2980 MUNDY POINT ROAD,,CALLAO,VA,22435,"EVELYN AMANDA WRIGHT / THE LABOR COMPANY, LLC (TLC",ROSELAND,VA,920.687-086,Fish Packer,537064.0,"Packers and Packagers, Hand",FISH PACKER,15.0,13,7.79,HR,7.79,HR
2432,C-12044-58142,2012-02-16,2012-02-13,CERTIFIED,H-2B,TX,2012-03-15,2013-01-15,ALPHA K-9 PET SERVICES,17611 BAMWOOD RD,,HOUSTON,TX,77090,"JAMES KENDRICK JUDKINS / JKJ WORKFORCE AGENCY, INC",RIO HONDO,TX,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,5.0,5,8.01,HR,8.01,HR
2433,C-12044-58143,2012-02-16,2012-02-13,PARTIAL CERTIFIED,H-2B,NY,2012-04-01,2012-11-30,LAVENDER BY THE BAY,100 GREENWAY TERRACE,,FOREST HILLS,NY,11375,MELINDA RUBIN RUBIN,HAMPTON BAYS,NY,180.167-042,"Manager, Nursery",119011.0,"Farm, Ranch, and Other Agricultural Managers","MANAGER, NURSERY",2.0,1,9.29,HR,9.29,HR
2434,C-12044-58144,2012-02-16,2012-02-13,CERTIFIED,H-2B,ME,2012-05-20,2012-10-26,WC INC. DBA PENTAGOET INN,PO BOX 4,26 MAIN STREET,CASTINE,ME,4421,"JANE NICHOLS BISHOP / PEAK SEASON WORKFORCE, A DIV",MASHPEE,MA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",3.0,3,8.34,HR,8.34,HR
2435,C-12044-58145,2012-02-16,2012-02-13,PARTIAL CERTIFIED,H-2B,LA,2012-04-01,2012-12-15,"BNL ENTERPRISES, LLC DBA U.S. LAWNS OF NEW ORLEANS","PO BOX 10223, NEW ORLEANS, LA 70181",,JEFFERSON,LA,70121,EVELYN AMANDA WRIGHT / THE LABOR COMPANY LLC,ROSELAND,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15.0,6,8.05,HR,8.05,HR
2436,C-12044-58146,2012-02-16,2012-02-13,CERTIFIED,H-2B,MA,2012-05-01,2012-10-20,ISLAND GOURMET CORP DBA CLUB CAR,1 MAIN STREET,PO BOX 838,NANTUCKET,MA,2554,,,,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,4.0,4,,,,
2437,C-12044-58147,2012-02-16,2012-02-13,PARTIAL CERTIFIED,H-2B,SC,2012-04-01,2012-11-01,HILTON WORLDWIDE/DBA KINGSTON PLANTATION A  HILTON,9800 QUEENSWAY BOULEVARD,,MYRTLE BEACH,SC,29572,VERONICA T. STRICKLAND-BIRKENSTOCK / PRACTICAL EMP,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",10.0,3,9.76,HR,9.76,HR
2438,C-12044-58150,2012-02-16,2012-02-13,PARTIAL CERTIFIED,H-2B,CO,2012-04-02,2012-11-30,"SUMMIT SERVICES, INC.",4510 S. FEDERAL,PO BOX 732,ENGLEWOOD,CO,80110,"ELIZABETH D. WHITLEY/MASLABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25.0,23,9.15,HR,9.15,HR
2439,C-12044-58151,2012-02-16,2012-02-13,PARTIAL CERTIFIED,H-2B,SC,2012-04-01,2012-11-01,HILTON WORLDWIDE DBA KINGSTON PLANTATION A HILTON,9800 QUEENSWAY BLVD.,,MYRTLE BEACH,SC,29572,VERONICA T. STRICKLAND-BIRKENSTOCK / PRACTICAL EMP,DALLAS,TX,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",65.0,61,8.65,HR,8.65,HR
2440,C-12044-58152,2012-02-16,2012-02-13,CERTIFIED,H-2B,IA,2012-04-01,2012-10-01,LYNN CHLEBORAD RACING,RT 4 BOX 2280,,STILLWELL,OK,74960,"CRAIG DAVID MCDOUGAL / WILLIAM VELIE, ATTORNEYS AT",NORMAN,OK,418.674-010,Dog Groomer,392021.0,Nonfarm Animal Caretakers,DOG GROOMER,14.0,14,8.85,HR,8.85,HR
2441,C-12044-58153,2012-02-16,2012-02-13,CERTIFIED,H-2B,ME,2012-05-15,2012-11-15,CAMDEL CORP. DBA BAR HARBOR RECENCY HOLIDAY INN,1000 MARKET STREET,SUITE 300,PORTSMOUTH,NH,3801,,,,313.361-014,Cook,352014.0,"Cooks, Restaurant",COOK,15.0,15,10.0,HR,10.0,HR
2442,C-12044-58154,2012-02-16,2012-02-13,CERTIFIED,H-2B,ME,2012-05-15,2012-11-15,CAMDEL CORP. DBA BAR HARBOR RECENCY HOLIDAY INN,1000 MARKET STREET,SUITE 300,PORTSMOUTH,NH,3801,,,,350.677-030,Waiter/Waitress,353031.0,Waiters and Waitresses,WAITER/WAITRESS,10.0,10,8.76,HR,8.76,HR
2443,C-12044-58155,2012-02-16,2012-02-13,CERTIFIED,H-2B,ME,2012-05-15,2012-11-15,CAMDEL CORP. DBA BAR HARBOR RECENCY HOLIDAY INN,1000 MARKET STREET,SUITE 300,PORTSMOUTH,NH,3801,,,,361.687-030,"Washer, Hand",519198.0,Helpers--Production Workers,"WASHER, HAND",11.0,11,9.0,HR,9.0,HR
2444,C-12044-58156,2012-02-16,2012-02-13,CERTIFIED,H-2B,MD,2012-04-01,2012-12-01,HAMILTON A. SMITH,13613 BRIARWOOD DR.,,LAUREL,MD,20708,"CRAIG DAVID MCDOUGAL / WILLIAM VELIE, ATTORNEYS AT",NORMAN,OK,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,6.0,6,9.84,HR,9.84,HR
2445,C-12044-58157,2012-02-16,2012-02-13,CERTIFIED,H-2B,NY,2012-04-01,2012-11-30,DAVID DUGGAN RACING,P.O. BOX 935,,NEW HYDE PARK,NY,11040,"RON KATIRAEI, ESQ. / LAW OFFICES OF RON KATI RAEI",NEW YORK,NY,410.674-022,Stable Attendant,392021.0,Nonfarm Animal Caretakers,STABLE ATTENDANT,9.0,9,9.99,HR,9.99,HR
2446,C-12044-58158,2012-02-16,2012-02-13,PARTIAL CERTIFIED,H-2B,ME,2012-05-15,2012-11-15,CAMDEL CORP. DBA BAR HARBOR RECENCY HOLIDAY INN,1000 MARKET STREET,SUITE 300,PORTSMOUTH,NH,3801,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",30.0,29,9.0,HR,9.0,HR
2447,C-12044-58160,2012-02-16,2012-02-13,CERTIFIED,H-2B,ME,2012-05-15,2012-11-01,ASTIKIM CORP DBA ASTICOU INN,127 OCEAN AVENUE,P O BOX 560C,KENNEBUNKPORT,ME,4046,,,,318.687-010,Kitchen Helper,359021.0,Dishwashers,KITCHEN HELPER,5.0,5,10.0,HR,10.0,HR
2448,C-12044-58162,2012-02-16,2012-02-13,CERTIFIED,H-2B,NY,2012-04-01,2012-11-30,TOM BUSH STABLES,93 WALNUT AVENUE,,FLORAL PARK,NY,11001,"RON KATIRAEI, ESQ.",NEW YORK,NY,410.674-022,Stable Attendant,392021.0,Nonfarm Animal Caretakers,STABLE ATTENDANT,18.0,18,9.99,HR,9.99,HR
2449,C-12044-58163,2012-02-16,2012-02-13,CERTIFIED,H-2B,MA,2012-05-16,2012-11-01,BARTLETT'S OCEAN VIEW FARM,33 BARTLETT FARM ROAD,,NANTUCKET,MA,2554,"JANE NICHOLS BISHOP / PEAK SEASON WORKFORCE, A DIV",MASHPEE,MA,313.374-014,"Cook, Short Order",352015.0,"Cooks, Short Order","COOK, SHORT ORDER",5.0,5,12.9,HR,12.9,HR
2450,C-12044-58164,2012-02-16,2012-02-13,CERTIFIED,H-2B,ME,2012-05-15,2012-11-01,ASTIKIM CORP DBA ASTICOU INN,127 OCEAN AVENUE,P O BOX 560C,KENNEBUNKPORT,ME,4046,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",5.0,5,10.0,HR,10.0,HR
