,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
2495,C-08322-41755,2008-12-19 13:24:47,2008-11-17 00:00:00,CERTIFIED,KY,2009-02-01 00:00:00,2009-11-30 00:00:00,"TUCKER MARBLE & TILE,LLC",264 WALTON AVENUE,,LEXINGTON,KY,40502,"ELIZABETH CONLEY-MORGAN, ATTORNEY AT LAW",901 N. BROADWAY,LEXINGTON,KY,"LABORER, GENERAL",2,8.44,HR,8.44,HR
2496,C-08322-41756,2009-01-09 12:37:58,2008-11-17 00:00:00,CERTIFIED,FL,2009-01-20 00:00:00,2009-11-20 00:00:00,"CASTILLO LAWN SERVICE, INC. (ATTN: CARMELO CASTILL",621 20TH STREET NORTHEAST,,NAPLES,FL,34120,SAM HADDAD ATTORNEY AT LAW,P.O. BOX 5085,AUSTIN,TX,"LABORER, LANDSCAPE",6,8.42,HR,8.45,HR
2497,C-08322-41757,2009-01-12 12:13:58,2008-11-17 00:00:00,CERTIFIED,FL,2009-02-01 00:00:00,2009-12-01 00:00:00,"SEASONAL SOLUTIONS, LLC",4652 BRIAR GATE DRIVE,,ST. CHARLES,MO,63304,WILLIAM P. VELIE,210 EAST MAIN STREET,NORMAN,OK,HOUSECLEANER,25,7.38,HR,7.38,HR
2498,C-08322-41758,2009-02-12 10:35:31,2008-11-17 00:00:00,DENIED,MT,2009-01-02 00:00:00,2009-10-31 00:00:00,"MONTANA ROCK PRODUCTS, INC.",42099 TOWER ROAD,,POLSON,MT,59860,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,QUARRY PLUG AND FEATHER DRILLER,0,9.9,HR,10.0,HR
2499,C-08322-41759,2009-01-09 10:25:47,2008-11-17 00:00:00,CERTIFIED,FL,2009-02-20 00:00:00,2009-12-01 00:00:00,"KELT, INC. DBA US LAWNS OF ORLANDO",PO BOX 446,,PLYMOUTH,FL,32768,"THE LABOR COMPANY, AMANDA WRIGHT",P.O. BOX 1254,AMHERST,VA,"LABORER, LANDSCAPE",15,8.79,HR,8.79,HR
2500,C-08322-41760,2009-01-07 12:41:36,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,LAWN SERVICES INC.,2296 EBERT LN.,,WENTZVILLE,MO,63385,"SUZANNE BROWN LAW OFFICES OF SUZANNE BROWN, P.C.",9300 OLIVE BLVD.,ST. LOUIS,MO,"LABORER, LANDSCAPE",15,8.65,HR,8.65,HR
2501,C-08322-41761,2009-01-20 12:59:31,2008-11-17 00:00:00,PARTIAL CERTIFIED,MT,2009-02-01 00:00:00,2009-12-01 00:00:00,"GLACIER STONE SUPPLY, LLC",955 WHITEFISH STAGE ROAD,,KALISPELL,MT,59901,"USAMEX LTD CO., DAVID DONALDSON, MANAGER",572 STRAWBERRY ROAD,BALD KNOB,AR,MATERIAL HANDLER,150,7.87,HR,10.0,HR
2502,C-08322-41762,2008-12-19 15:11:18,2008-11-17 00:00:00,CERTIFIED,CO,2009-02-02 00:00:00,2009-12-01 00:00:00,"SWINGLE TREE, LAWN & CHRISTMAS DECOR",8585 E. WARREN AVE.,,DENVER,CO,80231,WORKFORCE ADVANTAGE / FERNANDO SAENZ,P.O. BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",50,8.92,HR,8.92,HR
2503,C-08322-41763,2008-12-19 13:33:23,2008-11-17 00:00:00,PARTIAL CERTIFIED,NC,2008-12-15 00:00:00,2009-10-01 00:00:00,"HUMPHREY MECHANICAL, INC.",2421-A NORTH MARINE BOULEVARD,,JACKSONVILLE,NC,28546,"USAMEX LTD CO., DAVID DONALDSON, MANAGER",572 STRAWBERRY ROAD,BALD KNOB,AR,CONSTRUCTION WORKER I,70,7.08,HR,7.08,HR
2504,C-08322-41764,2008-12-31 17:50:51,2008-11-17 00:00:00,DENIED,NC,2009-01-02 00:00:00,2009-10-31 00:00:00,JANITZIO MEXICAN RESTAURANT,1053 SPARTANBURG HIGHWAY,,HENDERSONVILLE,NC,28791,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,"FOOD ASSEMBLER, KITCHEN",0,6.74,HR,6.99,HR
2505,C-08322-41765,2009-02-13 10:09:09,2008-11-17 00:00:00,DENIED,MT,2009-01-15 00:00:00,2009-11-15 00:00:00,MONTANA ROCKWORKS,1107 ROSE CROSSING,,KALISPELL,MT,59901,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,QUARRY WORKER,0,9.9,HR,10.0,HR
2506,C-08322-41766,2009-01-09 09:43:33,2008-11-17 00:00:00,CERTIFIED,IN,2009-02-15 00:00:00,2009-11-30 00:00:00,"DEAN'S LAWN & LANDSCAPING, INC.",238 KENNEDY AVE,,SCHEREVILLE,IN,46375,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",11,7.53,HR,7.54,HR
2507,C-08322-41767,2009-01-07 12:54:57,2008-11-17 00:00:00,CERTIFIED,WA,2009-02-01 00:00:00,2009-12-01 00:00:00,"INTERNATIONAL SOCCER SCHOOLS, LLC",1223 17TH AVENUE EAST,,SEATTLE,WA,98112,AGNES RUDINSKY,"AMERICAN SERVICES NETWORK, PC",CHICAGO,IL,HEAD COACH,10,10.74,HR,22340.0,HR
2508,C-08322-41768,2009-03-06 16:40:35,2008-11-17 00:00:00,DENIED,NC,2009-02-02 00:00:00,2009-12-02 00:00:00,SANDSCAPES INC.,P.O. BOX 1664,,KITTY HAWK,NC,27949,TAMMY ALECIO,BILINGUAL HR CONSULTANTS INC.,CARY,NC,"LABORER, LANDSCAPE",0,8.09,HR,8.1,HR
2509,C-08322-41769,2008-12-18 15:24:57,2008-11-17 00:00:00,CERTIFIED,CA,2009-02-01 00:00:00,2009-11-15 00:00:00,ESTATE LANDSCAPE & IRRIGATION INC,8461 BROOK AVE,,KINGS BEACH,CA,96143,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",35,9.51,HR,9.51,HR
2510,C-08322-41770,2009-01-05 16:20:31,2008-11-17 00:00:00,CERTIFIED,OH,2009-02-10 00:00:00,2009-11-30 00:00:00,RODRIGUEZ YARD CARE,1063 ELM STREET,,PAINESVILLE,OH,44077,"BRANISLAV HRUZ CO, LPA","1900 SUPERIOR AVE, STE#307",CLEVELAND,OH,"LABORER, LANDSCAPE",16,8.12,HR,8.12,HR
2511,C-08322-41771,2008-11-18 15:08:21,2008-11-17 00:00:00,CERTIFIED,MT,2009-01-02 00:00:00,2009-10-31 00:00:00,LAS MARGARITAS INC. CORP. DBA LOS CAPORALES 4,535 NUCLEUS AVE.,,COLUMBIA FALLS,MT,59912,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,"FOOD ASSEMBLER, KITCHEN",12,7.43,HR,7.43,HR
2512,C-08322-41772,2008-12-17 13:34:16,2008-11-17 00:00:00,CERTIFIED,NC,2009-02-02 00:00:00,2009-12-02 00:00:00,MARTINEZ LAWN CARE ASSOCIATES INC,"3755, OLD US HWY 1",,NEW HILL,NC,27562,TAMMY V. ALECIO,PO BOX 5644,CARY,NC,"LABORER, LANDSCAPE",25,8.24,HR,8.24,HR
2513,C-08322-41773,2008-12-31 14:25:04,2008-11-17 00:00:00,PARTIAL CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,STEIDLE LAWN & LANDSCAPE,6 MCCLUER CT,,O'FALLEN,MO,63366,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",12,8.65,HR,8.66,HR
2514,C-08322-41774,2009-01-21 15:47:43,2008-11-17 00:00:00,CERTIFIED,MA,2009-02-25 00:00:00,2009-10-25 00:00:00,"GANNON & BENJAMIN COMPANY, INC.",30A BEACH ROAD,,VINEYARD HAVEN,MA,2568,MARILYN H. VUKOTA,46 MAIN STREET,EDGARTOWN,MA,"PAINTER HELPER, SHIPYARD",2,11.72,HR,12.0,HR
2515,C-08322-41775,2009-01-12 12:26:32,2008-11-17 00:00:00,CERTIFIED,MA,2009-02-27 00:00:00,2009-12-12 00:00:00,"MURDICK'S FUDGE COMPANY OF MASS., INC.",21 N. WATER STREET,P.O. BOX 1275,EDGARTOWN,MA,2539,MARILYN H. VUKOTA,46 MAIN ST.,EDGARTOWN,MA,FAST FOODS WORKER,15,8.87,HR,9.0,HR
2516,C-08322-41776,2009-01-02 09:47:27,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,"COOPER OUTDOOR SERVICES, INC.",215 SPRING DRIVE,,ST. CHARLES,MO,63301,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",20,8.65,HR,8.66,HR
2517,C-08322-41777,2009-01-26 10:33:21,2008-11-17 00:00:00,CERTIFIED,CA,2009-01-15 00:00:00,2009-11-15 00:00:00,7-ELEVEN,3041 RIVER RD,,OLYMPIC VALLEY,CA,96145,JAMES ALCALA,"ALCALA LAW FIRM, PC.",SALT LAKE CITY,UT,MATERIAL HANDLER,2,8.83,HR,8.83,HR
2518,C-08322-41778,2008-12-31 15:38:50,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,"T.J.'S LAWN   AND LANDSCAPING, INC.",95 MAIN STREET,,ST. CHARLES,MO,63301,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",18,8.65,HR,8.66,HR
2519,C-08322-41779,2009-01-07 14:40:34,2008-11-17 00:00:00,PARTIAL CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,"ATCHESON LAWN & LANDSCAPING, INC.",1725 NE RICE ROAD,,LEE'S SUMMIT,MO,64086,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",35,8.53,HR,8.54,HR
2520,C-08322-41780,2008-12-31 16:06:41,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,"RUNYON LANDSCAPE MANAGEMENT, INC.",17517 ORRIVILLE RD.,,WILDWOOD,MO,63005,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",33,8.65,HR,8.66,HR
2521,C-08322-41781,2009-02-20 13:48:16,2008-11-17 00:00:00,DENIED,OH,2009-02-02 00:00:00,2009-11-30 00:00:00,LANHAN CONTRACTORS,1361 CHARDON ROAD,,EUCLID,OH,44121,INTERNATIONAL LABOR MANAGEMENT SARAH FARRELL ET. A,234 CAMERON AVE / PO BOX 630,VASS,NC,"LABORER, LANDSCAPE",0,8.12,HR,8.12,HR
2522,C-08322-41782,2008-12-04 09:51:53,2008-11-17 00:00:00,CERTIFIED,NJ,2009-02-01 00:00:00,2009-12-01 00:00:00,"FOX HOLLOW LANDSCAPING & DESIGN, INC.",121 HAWKINS PLACE,SUITE 173,BOONTON,NJ,7005,LUISA RAMIREZ,"H-2B LABOR SOLUTIONS, LLC",PINE BROOK,NJ,"LABORER, LANDSCAPE",12,9.44,HR,9.6,HR
2523,C-08322-41783,2008-12-16 15:42:17,2008-11-17 00:00:00,CERTIFIED,NJ,2009-02-01 00:00:00,2009-12-01 00:00:00,FULLERTON GROUNDS MAINTENANCE,5 HOWARD BLVD,,LEDGEWOOD,NJ,7852,"LUISA RAMIREZ H-2B LABOR SOLUTIONS, LLC",57 STILES LN,PINE BROOK,NJ,"LABORER, LANDSCAPE",50,9.44,HR,9.5,HR
2524,C-08322-41784,2009-01-22 16:21:32,2008-11-17 00:00:00,DENIED,MD,2009-02-16 00:00:00,2009-12-19 00:00:00,POOLE LANDSCAPING INC.,7802 BIGGS FORD ROAD,,FREDERICK,MD,21701,,,,,"LABORER, LANDSCAPE",0,8.67,HR,9.15,HR
2525,C-08322-41785,2009-01-09 10:48:56,2008-11-17 00:00:00,PARTIAL CERTIFIED,PA,2009-02-16 00:00:00,2009-12-16 00:00:00,B.P. CULLEN CONSTRUCTION,114 RIDGEFIELD RD,,NEWTOWN SQAURE,PA,19073,"ANNA & ANNA P.C. DANIEL G. ANNA, ESQ.",533-A DARLINGTON RD,MEDIA,PA,STONEMASON,10,12.29,HR,12.29,HR
2526,C-08322-41787,2009-01-09 12:08:08,2008-11-17 00:00:00,CERTIFIED,TN,2009-02-15 00:00:00,2009-12-15 00:00:00,C & G TURF MANAGEMENT LLC DBA COLORBURST LANDSCAPE,P.O. BOX 1783,,BRENTWOOD,TN,37027,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",10,8.75,HR,8.75,HR
2527,C-08322-41788,2009-01-26 12:00:51,2008-11-17 00:00:00,PARTIAL CERTIFIED,PA,2009-02-16 00:00:00,2009-12-15 00:00:00,TURN KEY FOUNDATION,40 MURDOCK ST,,CANONSBURG,PA,15317,SARAH FARRELL ET AL INTERNATIONAL LABOR MANAGEMENT,PO BOX 630 / 234 CAMERON AVE,VASS,NC,CONSTRUCTION WORKER I,40,10.21,HR,10.21,HR
2528,C-08322-41789,2009-01-07 12:36:01,2008-11-17 00:00:00,PARTIAL CERTIFIED,FL,2009-02-15 00:00:00,2009-12-15 00:00:00,"CYPRESS LANDSCAPE MANAGEMENT, INC.",13984 WEBB RD,,JACKSONVILLE,FL,32218,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",32,8.06,HR,8.08,HR
2529,C-08322-41790,2008-12-31 15:04:40,2008-11-17 00:00:00,PARTIAL CERTIFIED,NV,2009-02-10 00:00:00,2009-12-10 00:00:00,CONNORS DRILLING LLC-NV,2990 N. TOWNSEND AVE,,MONTROSE,CO,80401,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,DRILLING MACHINE OPERATOR,50,19.23,HR,21.45,HR
2530,C-08322-41791,2009-01-27 11:04:16,2008-11-17 00:00:00,DENIED,IL,2009-02-15 00:00:00,2009-11-30 00:00:00,GLC LAWNCARE,625 R AYMOND STREET,,ELGIN,IL,60120,SARAH FARRELL ET AL INTERNATIONAL LABOR MANAGEMENT,PO BOX 630 / 234 CAMERON AVE,VASS,NC,"LABORER, LANDSCAPE",0,8.53,HR,8.55,HR
2531,C-08322-41792,2008-12-31 15:32:45,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,"SFP LANDSCAPING, INC.",9800 GRAVOIS ROAD,,ST. LOUIS,MO,63123,SEASONAL NEEDS,72 HUMMINGBIRD ROAD,ELDON,MO,"LABORER, LANDSCAPE",20,8.65,HR,8.65,HR
2532,C-08322-41793,2008-12-17 11:21:13,2008-11-17 00:00:00,CERTIFIED,NC,2009-02-02 00:00:00,2009-12-02 00:00:00,"NEW LEAF LANDSCAPING, INC.",3200 SANDY CREEK DR.,,DURHAM,NC,27705,TAMMY V. ALECIO,PO BOX 5644,CARY,NC,"LABORER, LANDSCAPE",20,8.12,HR,8.12,HR
2533,C-08322-41794,2008-12-11 09:49:54,2008-11-17 00:00:00,CERTIFIED,TN,2009-02-01 00:00:00,2009-12-01 00:00:00,BLUE HAWAIIAN POOLS,135 NORTHSTAR DRIVE,,JACKSON,TN,38305,DENNY L. LYNES OR LORI L. WHITTEN,ACTION VISA ASSISTANCE,WYLIE,TX,CONSTRUCTION WORKER I,10,9.36,HR,9.36,HR
2534,C-08322-41795,2008-12-31 15:37:55,2008-11-17 00:00:00,PARTIAL CERTIFIED,AL,2009-02-01 00:00:00,2009-11-30 00:00:00,"PCH HOTELS & RESORTS, INC DBA RENAISSANCE MONTGOME",201 TALLAPOOSA STREET,,MONTGOMERY,AL,36104,PRACTICAL EMPLOYEE SOLUTIONS VERONICA T. STRICKLAN,"8809 SWAMP FOX HIGHWAY  WEST,  SUITE 102",TABOR CITY,NC,HOUSEKEEPER,13,6.55,HR,8.5,HR
2535,C-08322-41796,2009-01-13 15:03:22,2008-11-17 00:00:00,DENIED,MO,2009-02-01 00:00:00,2009-12-01 00:00:00,"HOSPITALITY & CATERING MANAGEMENT SERVICES, INC.",980 N. MICHIGAN AVE. SUITE 1080,,CHICAGO,IL,60611,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC","40-12 31ST AVE, SUITE 1",ASTORIA,NY,FAST FOODS WORKER,0,7.0,HR,7.0,HR
2536,C-08322-41797,2008-12-29 15:28:30,2008-11-17 00:00:00,CERTIFIED,NC,2009-02-02 00:00:00,2009-12-02 00:00:00,SOUTHERNSCAPES INC.,309 ROGERS LANE,,RALEIGH,NC,27610,TAMMY ALECIO BILINGUAL HR CONSULTANTS INC.,PO BOX 5644,CARY,NC,"LABORER, LANDSCAPE",25,8.12,HR,8.12,HR
2537,C-08322-41798,2008-12-17 12:26:44,2008-11-17 00:00:00,PARTIAL CERTIFIED,NC,2009-02-02 00:00:00,2009-12-02 00:00:00,"BAREFOOT & ASSOCIATES, INC.",2500 CLEVELAND RD.,,SMITHFIELD,NC,27577,TAMMY V. ALECIO,PO BOX 5644,CARY,NC,"LABORER, LANDSCAPE",25,7.96,HR,7.96,HR
2538,C-08322-41799,2008-12-22 15:43:34,2008-11-17 00:00:00,CERTIFIED,MI,2009-01-25 00:00:00,2009-11-20 00:00:00,"GRAND TRAVERSE RESORT & SPA, LLC",6300 US 31 NORTH,P.O. BOX 404,ACME,MI,49610,MEHRON P. AZARMEHR/RACHEL L. BUS,2720 BEE CAVES ROAD,AUSTIN,TX,HOUSEKEEPER,45,7.81,HR,7.81,HR
2539,C-08322-41800,2008-12-31 15:09:51,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,"BLUE GRASS SOD, INC.",2896 HWY K,,O'FALLON,MO,63366,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",8,8.65,HR,8.66,HR
2540,C-08322-41801,2008-12-31 14:44:00,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,"PROFESSIONAL IRRIGATION SYSTEMS, INC.",111 AVALON INDUSTRIAL PKWY.,,WENTZVILLE,MO,63385,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",18,8.65,HR,8.66,HR
2541,C-08322-41802,2009-01-05 15:52:05,2008-11-17 00:00:00,PARTIAL CERTIFIED,MI,2008-11-15 00:00:00,2009-04-30 00:00:00,"BEAR RIVER HOSPITALITY, INC. DBA HOLIDAY INN EXPRE",1751 US 131 S.,,PETOSKEY,MI,49770,"TIMOTHY J. O'LEARY TIMOTHY J. O'LEARY,  ATTORNEY A","1101 17TH ST, NW, SUITE 201",WASHINGTON,DC,HOUSEKEEPER,10,7.81,HR,7.81,HR
2542,C-08322-41803,2009-01-21 10:13:45,2008-11-17 00:00:00,CERTIFIED,NY,2009-02-20 00:00:00,2009-12-15 00:00:00,"CALLANDER'S NURSERY, INC.",2308 ROUTE 203,P.O. BOX 308,CHATHAM,NY,12037,"STEVE MCKAY, MICOSTA",3007 ROUTE 20,HUDSON,NY,"LABORER, LANDSCAPE",12,8.44,HR,8.8,HR
2543,C-08322-41804,2009-01-09 16:20:00,2008-11-17 00:00:00,CERTIFIED,FL,2009-02-01 00:00:00,2009-11-01 00:00:00,SUNCOAST HOSPITALITY AND MANAGEMENT INC.,100 BROWNING AVE,#202,DAYTONA BEACH,FL,32118,YULIYA PAVLUSENKO,640 N. DELMONTE CT,KISSIMMEE,FL,HOUSEKEEPER,145,7.36,HR,7.5,HR
2544,C-08322-41805,2008-12-29 15:50:53,2008-11-17 00:00:00,CERTIFIED,VA,2009-02-09 00:00:00,2009-12-09 00:00:00,S.B. BALLARD CONSTRUCTION,2828 SHIPPS CORNER RD.,,VIRGINIA BEACH,VA,23453,HUGO R. VALVERDE,3500 VIRGINIA BEACH BLVD.,VIRGINIA BEACH,VA,CONSTRUCTION WORKER I,20,8.52,HR,8.52,HR
2545,C-08322-41806,2009-01-12 12:16:12,2008-11-17 00:00:00,CERTIFIED,VA,2009-02-23 00:00:00,2009-12-08 00:00:00,"HIGH SIERRA POOLS, INC.",1012 S. CLEVELAND STREET,,ARLINGTON,VA,22204,,,,,JANITOR,165,7.75,HR,11.0,HR
2546,C-08322-41807,2009-01-06 09:38:24,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,"CUTTING EDGE LAWN & LANDSCAPE, INC.",1211 HWY 109,,WILDWOOD,MO,63038,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",12,8.65,HR,8.66,HR
2547,C-08322-41808,2008-11-25 10:05:33,2008-11-17 00:00:00,PARTIAL CERTIFIED,AZ,2009-01-01 00:00:00,2009-10-31 00:00:00,"ISS GROUNDS CONTROL, INC.",2960 E. ELWOOD ST.,,PHOENIX,AZ,85040,C. JAN THURGOOD,21 E 6TH STREET #515,TEMPE,AZ,"LABORER, LANDSCAPE",50,7.93,HR,8.0,HR
2548,C-08322-41809,2008-11-25 10:19:15,2008-11-17 00:00:00,CERTIFIED,AZ,2009-01-28 00:00:00,2009-11-27 00:00:00,"NATIVE RESOURCES INTERNATIONAL, INC.",1540 W. HAPPY VALLEY RD.,,PHOENIX,AZ,85085,C. JAN THURGOOD,21 E 6TH STREET #515,TEMPE,AZ,"LABORER, LANDSCAPE",80,7.93,HR,8.0,HR
2549,C-08322-41810,2009-01-12 13:30:20,2008-11-17 00:00:00,CERTIFIED,MA,2009-02-27 00:00:00,2009-11-15 00:00:00,PAUL J. PERTILE D/B/A M.V. TENNIS,49 BOLD MEDOW ROAD,,EDGARTOWN,MA,2539,MARILYN H. VUKOTA,46 MAIN ST.,EDGARTOWN,MA,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",2,10.43,HR,12.0,HR
2550,C-08322-41811,2009-01-22 12:41:29,2008-11-17 00:00:00,PARTIAL CERTIFIED,VA,2009-02-15 00:00:00,2009-12-31 00:00:00,PREMIER PAINTING CONTRACTOR LLC,3811 CENTRALIA ROAD,,CHESTER,VA,23831,ARTURAS OVERAS  HYDER & OVERAS,5516 FALMOUTH STREET # 100,RICHMOND,VA,"PAINTER HELPER, SHIPYARD",4,7.91,HR,9.0,HR
2551,C-08322-41812,2008-12-18 15:43:55,2008-11-17 00:00:00,PARTIAL CERTIFIED,AZ,2009-01-15 00:00:00,2009-11-15 00:00:00,"APODACA WALL SYSTEMS, INC.",5740 W. BUCKEYE RD.,,PHOENIX,AZ,85043,JESUS RAUL LEON,SUAME CORP,PHOENIX,AZ,"LABORER, LANDSCAPE",100,11.85,HR,11.85,HR
2552,C-08322-41813,2009-01-06 15:31:15,2008-11-17 00:00:00,PARTIAL CERTIFIED,MI,2009-02-15 00:00:00,2009-12-15 00:00:00,"LITZENBURGER LANDSCAPE, LTD.",7132 HEDRICK,,HARBOR SPRINGS,MI,49740,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",34,8.27,HR,8.3,HR
2553,C-08322-41814,2009-01-21 13:00:29,2008-11-17 00:00:00,CERTIFIED,NY,2009-02-15 00:00:00,2009-12-25 00:00:00,"BRICKHOUSE MASONRY, LLC",77 OAKLAWN AVENUE,,FARMINGVILLE,NY,11738,"MARIO DEMARCO, ESQ.","3275 VETERANS MEMORIAL HIGHWAY, SUITE B-12",RONKONKOMA,NY,STONEMASON,15,9.26,HR,9.26,HR
2554,C-08322-41815,2008-12-31 15:29:38,2008-11-17 00:00:00,CERTIFIED,MO,2009-02-15 00:00:00,2009-12-15 00:00:00,PRECISION IRRIGATION,18390 WINGS CORPORATE DR.,,CHESTERFIELD,MO,63005,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",36,8.65,HR,8.66,HR
2555,C-08322-41816,2009-01-07 15:17:17,2008-11-17 00:00:00,CERTIFIED,VA,2009-02-15 00:00:00,2009-12-15 00:00:00,SUNRISE LAWN LANDSCAPING SERVICES INC.,43813 BEAVER MEADOW RD,SUITE 100,STERLING,VA,20166,FEDERATION OF EMPLOYERS AND WORKERS  OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",45,8.49,HR,8.49,HR
2556,C-08322-41817,2008-11-25 08:53:53,2008-11-17 00:00:00,CERTIFIED,NJ,2009-02-01 00:00:00,2009-12-01 00:00:00,"HOFF, INC.",57 STILES LANE,,PINE BROOK,NJ,7058,"H2B LABOR SOLUTIONS, LLC.",LUISA RAMIREZ,PINE BROOK,NJ,"LABORER, LANDSCAPE",10,9.44,HR,9.5,HR
2557,C-08322-41818,2009-01-07 12:18:19,2008-11-17 00:00:00,PARTIAL CERTIFIED,FL,2009-02-15 00:00:00,2009-12-15 00:00:00,HEATON BROTHERS CONSTRUCTION COMPANY,5805 SAULFLEY FIELD RD.,,PENSACOLA,FL,32526,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD ST., SUITE 440",DALLAS,TX,CONSTRUCTION WORKER I,10,8.64,HR,8.66,HR
2558,C-08322-41819,2009-01-15 14:16:30,2008-11-17 00:00:00,CERTIFIED,NY,2009-02-23 00:00:00,2009-11-30 00:00:00,RADICAL ROOTS LANDSCAPING,P.O. BOX 1468,,MONTAUK,NY,11954,MELINDA A RUBIN,1 JACKSON AVE SOUTH BUILD 1,HAMPTON BAYS,NY,"LABORER, LANDSCAPE",7,8.46,HR,8.46,HR
2559,C-08322-41820,2009-02-06 15:59:07,2008-11-17 00:00:00,DENIED,NY,2009-02-15 00:00:00,2009-12-25 00:00:00,STRIKER MASONRY / CORD ANDERSON,33 RITA CRESCENT,,COMMACK,NY,11725,"MARIO DEMARCO, ESQ.",815 HORSEBLOCK ROAD,FARMINGVILLE,NY,"BRICKLAYER HELPER, FIREBRICK AND REFRACTORY TILE",0,9.26,HR,9.26,HR
2560,C-08322-41821,2009-01-09 12:51:43,2008-11-17 00:00:00,DENIED,MO,2009-02-01 00:00:00,2009-12-01 00:00:00,"HOSPITALITY & CATERING MANAGEMENT SERVICES, INC.",980 N. MICHIGAN AVE,SUITE 1080,CHICAGO,IL,60611,"MICHAEL X. HARTOFELIS, ESQ. LOMA USA, INC.","40-12 31ST AVE, SUITE 1",ASTORIA,NY,FAST FOODS WORKER,0,7.0,HR,7.0,HR
