,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
4572,A-07347-32078,2008-01-11 09:50:25,2007-12-11 00:00:00,CERTIFIED,RI,2008-03-15 00:00:00,2008-12-15 00:00:00,THE NEWPORT HARBOR  HOTEL AND MARINA,49 AMERICA'S CUP AVENUE,,NEWPORT,RI,2840,DOROTHY NICHOLSON,WALKERS CONSULTING INC.,ROSEDALE,NY,DINING ROOM ATTENDANT,15.0,7.53,HR,8.0,HR
4573,A-07352-32306,2008-01-11 09:51:55,2007-12-17 00:00:00,CERTIFIED,VA,2008-03-01 00:00:00,2008-12-31 00:00:00,"R&B WELDING, INC.",2 WATSONS LANE,,HAMPTON,VA,23669,NORMA LINDA VEGA,1516 EAST TROPICANA STE 275,LAS VEGAS,NV,PIPE FITTER,5.0,12.49,HR,13.19,HR
4574,A-07354-32527,2008-01-11 09:53:40,2007-12-19 00:00:00,CERTIFIED,NY,2008-03-15 00:00:00,2008-11-30 00:00:00,"J.J. B. M., LLC",P.O. BOX 230,,AMAGANSETT,NY,11930,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",6.0,8.46,HR,8.46,HR
4575,A-07347-32050,2008-01-11 10:03:32,2007-12-11 00:00:00,CERTIFIED,RI,2008-03-15 00:00:00,2008-12-15 00:00:00,NEWPORT HARBOR HOTEL AND MARINA,49 AMERICA'S CUP AVENUE,,NEWPORT,RI,2840,"WALKERS CONSULTING INC., DOROTHY NICHOLSON","1 CROSS ISLAND PLAZA, SUITE LL8",ROSEDALE,NY,"CLEANER, HOUSEKEEPING",15.0,7.99,HR,9.43,HR
4576,A-07351-32230,2008-01-11 10:05:23,2007-12-13 00:00:00,CERTIFIED,NJ,2008-03-15 00:00:00,2008-12-15 00:00:00,"SEAVIEW RESORT & SPA, A MARRIOTT RESORT AND FAIRWA",401 S. NEW YORK ROAD,,GALLOWAY,NJ,8205,"PRACTICAL EMPLOYEE SOLUTIONS, VERONICA T. STRICKLA",8809 SWAMP FOX HIGHWAY WEST,TABOR CITY,NC,"LABORER, LANDSCAPE",11.0,8.83,HR,9.75,HR
4577,A-07354-32528,2008-01-11 10:11:47,2007-12-19 00:00:00,CERTIFIED,KY,2008-03-01 00:00:00,2008-11-30 00:00:00,STEELE BLADES LAWN & LANDSCAPING SERVICES,7413 CRABTREE DR.,,LOUISVILLE,KY,40228,THE LABOR COMPANY,A. WRIGHT,AMHERST,VA,"LABORER, LANDSCAPE",10.0,8.04,HR,8.04,HR
4578,A-07340-31403,2008-01-11 10:30:25,2007-12-04 00:00:00,DENIED,NJ,2008-03-05 00:00:00,2008-12-19 00:00:00,"LIPINSKI LANDSCAPE IRRIGATION CONTRACTORS, INC.",100 SHARP ROAD,,MARLTON,NJ,8053,,,,,"LABORER, LANDSCAPE",0.0,8.38,HR,9.5,HR
4579,A-07365-33186,2008-01-11 10:37:54,2007-12-26 00:00:00,CERTIFIED,PA,2008-03-15 00:00:00,2008-11-30 00:00:00,"J & J LAWN AND LANDSCAPING, INC.",206 RAVENWOOD ROAD,,EXTON,PA,19341,MICHAEL GLAH,PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",12.0,8.79,HR,8.79,HR
4580,A-07340-31389,2008-01-11 10:48:40,2007-12-04 00:00:00,DENIED,NJ,2008-03-05 00:00:00,2008-12-19 00:00:00,"LIPINSKI LANDSCAPE IRRIGATION CONTRACTORS, INC.",100 SHARP ROAD,,MARLTON,NJ,8053,,,,,"LABORER, LANDSCAPE",0.0,8.38,HR,10.5,HR
4581,A-08008-33784,2008-01-11 10:54:32,2007-12-31 00:00:00,CERTIFIED,MA,2008-03-15 00:00:00,2008-12-15 00:00:00,"COOPER LANDSCAPING, INC.",P.O. BOX 1048,,SOUTH YARMOUTH,MA,2664,JANE NICHOLS BISHOP,"CHIP BISHOP COMMUNICATIONS & MANAGEMENT, INC DBA P",WEST DENNIS,MA,"LABORER, LANDSCAPE",5.0,10.73,HR,10.73,HR
4582,A-08008-33763,2008-01-11 10:55:31,2007-12-31 00:00:00,CERTIFIED,MA,2008-03-15 00:00:00,2008-11-30 00:00:00,"MAFFEI LANDSCAPE CONTRACTORS, INC.",28 NICOLETTA'S WAY,,MASHPEE,MA,2649,"LAW OFFICE OF BRIAN T. O'NEILL, P.C.","MARY ELLEN RYAN, BRIAN T. O'NEILL, AND OR BRIAN T.",BOSTON,MA,"LABORER, LANDSCAPE",35.0,10.73,HR,10.73,HR
4583,A-07347-32073,2008-01-11 11:19:03,2007-12-11 00:00:00,CERTIFIED,CT,2008-03-01 00:00:00,2008-12-31 00:00:00,"ANDERSON TURF IRRIGATION, INC.",5 CRONK ROAD,,PLAINVILLE,CT,6062,AZTEC FOREIGN LABOR SOLUTION,300 BROADLEAF PLACE,LEXINGTON,KY,"LABORER, LANDSCAPE",7.0,9.66,HR,9.66,HR
4584,A-07365-33211,2008-01-11 11:22:37,2007-12-26 00:00:00,CERTIFIED,PA,2008-03-15 00:00:00,2008-12-15 00:00:00,"CLAUSER LANDSCAPING, LLC",629 GALLEN ROAD,,HORSHAM,PA,19044,"INTERNATIONAL PERSONNEL RESOURCES, INC",P.O. BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",6.0,8.79,HR,8.79,HR
4585,A-07351-32182,2008-01-11 11:23:39,2007-12-13 00:00:00,PARTIAL CERTIFIED,MD,2008-03-07 00:00:00,2008-11-15 00:00:00,PHILLIPS SEAFOOD RESTAURANTS,2004 PHILADELPHIA AVENUE,,OCEAN CITY,MD,21842,,,,,COOK HELPER,65.0,6.78,HR,6.78,HR
4586,A-07351-32201,2008-01-11 11:31:45,2007-12-13 00:00:00,PARTIAL CERTIFIED,MD,2008-03-07 00:00:00,2008-11-15 00:00:00,PHILLIPS SEAFOOD RESTAURANTS,2004 PHILADELPHIA AVENUE,,OCEAN CITY,MD,21842,,,,,"COOK, SHORT ORDER",40.0,6.86,HR,6.86,HR
4587,A-07346-31919,2008-01-11 11:57:27,2007-12-10 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,BELLOWS GARDENS INC,52 LEWIS STREET,,SOUTHHAMPTON,NY,11968,"U.S. AMERICANS, INC",888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",6.0,338.4,WK,340.0,WK
4588,A-07345-31819,2008-01-11 12:00:30,2007-12-10 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,FINESSE LANDSCAPE DESIGN INC,PO BOX 711,,ST. JAMES,NY,11780,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",3.0,338.0,WK,340.0,WK
4589,A-07345-31823,2008-01-11 12:03:07,2007-12-10 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,JOHN COWEN LANDSCAPE ASSOCIATES LTD,44 TYDALL ROAD,,SAG HARBOR,NY,11963,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",2.0,338.0,WK,340.0,WK
4590,A-07332-30642,2008-01-11 12:05:40,2007-11-27 00:00:00,CERTIFIED,MA,2008-02-15 00:00:00,2008-09-30 00:00:00,"CONTINENTAL POOLS, INC.",8520 CORRIDOR ROAD,SUITE B,SAVAGE,MD,20763,MR. KASEY M. SIMON,11408 CRONRIDGE DRIVE,OWINGS MILLS,MD,LIFEGUARD,8.0,11.38,HR,11.38,HR
4591,A-07346-31874,2008-01-11 12:08:05,2007-12-10 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,HARTE LANDSCAPING CORP,400 MIDDLE COUNTRY ROAD,,RIDGE,NY,11961,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",2.0,338.4,WK,340.0,WK
4592,A-07347-32080,2008-01-11 12:11:30,2007-12-11 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,HOWARD LANDSCAPE & WATERGARDEN LLC,321 CROLL ROAD,,VALLEY FALLS,NY,12185,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",7.0,8.39,HR,336.0,HR
4593,A-07347-32023,2008-01-11 12:17:15,2007-12-11 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,BINKIS LANDSCAPE INC.,249 HUBBARD AVENUE,,RIVERHEAD,NY,11901,U.S. AMERICANS INC.,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",6.0,8.46,HR,340.0,HR
4594,A-07347-32049,2008-01-11 12:19:40,2007-12-13 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-15 00:00:00,LEE HANSON SPRINKLER SYSTEMS IN.,68 VANDEWATER STREET,,FARMINGDALE,NY,11735,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",4.0,8.46,HR,340.0,HR
4595,A-07346-31892,2008-01-11 12:21:52,2007-12-10 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,AMI INC.,10 MAGENTA LANE,,EAST NORTHPORT,NY,11731,U.S. AMERICANS INC.,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",4.0,338.4,WK,340.0,WK
4596,C-08009-34103,2008-01-11 12:34:42,2008-01-04 00:00:00,CERTIFIED,TX,2008-03-20 00:00:00,2008-10-31 00:00:00,SIX FLAGS FIESTA TEXAS,1700 1H 10,,SAN ANTONIO,TX,78257,"JOHN W. VINSON, ATTORNEY-AT-LAW",3625 MANCHACA ROAD,AUSTIN,TX,AMUSEMENT PARK WORKER,40.0,7.0,HR,7.0,HR
4597,C-07352-32305,2008-01-11 12:37:49,2007-12-14 00:00:00,CERTIFIED,WY,2008-02-15 00:00:00,2008-12-01 00:00:00,LAKESIDE LODGE,FS ROAD 111,,PINEDALE,WY,82941,MICHAELENE ROWE,GLOBAL RESOURCES INC,RUPERT,ID,HOUSEKEEPER,4.0,7.36,HR,9.0,HR
4598,C-07360-32828,2008-01-11 12:43:33,2007-12-18 00:00:00,CERTIFIED,ND,2007-02-15 00:00:00,2008-11-30 00:00:00,DAKOTA AG COOPERATIVE,405 FRONT STREET,,MOORETON,ND,58061,KEVIN OPP,"EMPLOYMENT USA, LLC",ABERDEEN,SD,TRACTOR TRAILER TRUCK DRIVER,8.0,11.6,HR,11.6,HR
4599,C-07345-31840,2008-01-11 12:52:28,2007-12-10 00:00:00,CERTIFIED,AR,2008-02-01 00:00:00,2008-11-07 00:00:00,"GLASS ERECTORS, LLC",10900 OTTER CREEK E. BLVD,,MABELVALE,AR,72103,GINNY MUILENBURG/LABOR CONSULTANTS INTERNATIONAL,1810 E. SCHNEIDMILLER AVE. #350,POST FALLS,ID,GLAZIER,5.0,8.72,HR,8.72,HR
4600,C-08002-33269,2008-01-11 12:55:25,2007-12-28 00:00:00,PARTIAL CERTIFIED,TX,2008-02-15 00:00:00,2008-12-15 00:00:00,ROMO'S POOLS AND PLASTERING,10103 A GARDNER RD,,DALLAS,TX,75220,ERIN L. MARTINEZ,"MARTINEZ & MARTINEZ, PLLC",DALLAS,TX,PLASTERER,35.0,12.62,HR,12.62,HR
4601,C-08002-33271,2008-01-11 12:56:50,2007-12-28 00:00:00,CERTIFIED,TX,2008-03-01 00:00:00,2008-10-30 00:00:00,VF TRASH SERVICE,8626 PAGEWOOD LN,,HOUSTON,TX,77063,ADAN G. VEGA,"LAW OFFICES OF ADAN G. VEGA & ASSOCIATES, PLLC",HOUSTON,TX,GARBAGE COLLECTOR,11.0,8.81,HR,9.0,HR
4602,C-08002-33272,2008-01-11 12:58:03,2007-12-28 00:00:00,CERTIFIED,IL,2008-03-17 00:00:00,2008-11-01 00:00:00,"EAGLE RIDGE RESORT, LLC",444 EAGLE RIDGE DRIVE,,GALENA,IL,61036,VERONICA T. STRICKLAND,PRACTICAL EMPLOYEE SOLUTIONS,TABOR CITY,NC,"WAITER/WAITRESS, FORMAL",22.0,6.84,HR,6.84,HR
4603,C-08002-33275,2008-01-11 12:59:26,2007-12-28 00:00:00,CERTIFIED,IL,2008-03-17 00:00:00,2008-11-01 00:00:00,"EAGLE RIDGE RESORT, LLC",444 EAGLE RIDGE DRIVE,,GALENA,IL,61036,VERONICA T. STRICKLAND,PRACTICAL EMPLOYEE SOLUTIONS,TABOR CITY,NC,DINING ROOM ATTENDANT,10.0,6.86,HR,6.86,HR
4604,C-08002-33277,2008-01-11 13:00:53,2007-12-28 00:00:00,CERTIFIED,IL,2008-03-17 00:00:00,2008-11-01 00:00:00,"EAGLE RIDGE RESORT, LLC",444 EAGLE RIDGE DRIVE,,GALENA,IL,61036,VERONICA T. STRICKLAND,PRACTICAL EMPLOYEE SOLUTIONS,TABOR CITY,NC,COOK,15.0,7.41,HR,8.0,HR
4605,C-08002-33280,2008-01-11 13:02:12,2007-12-28 00:00:00,CERTIFIED,IL,2008-03-17 00:00:00,2008-11-01 00:00:00,"EAGLE RIDGE RESORT, LLC",444 EAGLE RIDGE DRIVE,,GALENA,IL,61036,VERONICA T. STRICKLAND,PRACTICAL EMPLOYEE SOLUTIONS,TABOR CITY,NC,KITCHEN HELPER,15.0,6.88,HR,7.5,HR
4606,C-07346-31911,2008-01-11 14:38:08,2007-12-10 00:00:00,CERTIFIED,MT,2008-02-01 00:00:00,2008-11-30 00:00:00,FIESTA EN  JALISCO,"3701 BROOKS ST., #A",,MISSOULA,MT,59801,JAMES ALCALA,"ALCALA LAW FIRM, P.C.",SALT LAKE CITY,UT,COOK HELPER,10.0,6.32,HR,6.32,HR
4607,C-07361-32847,2008-01-11 14:40:57,2007-12-20 00:00:00,PARTIAL CERTIFIED,CO,2008-03-15 00:00:00,2008-10-31 00:00:00,A-1 CHIPSEAL CO.,P.O. BOX 1000,1935 SNOWY OWL DRIVE,BROOMFIELD,CO,80020,FEWA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,FLAGGER,30.0,8.51,HR,8.51,HR
4608,C-07361-32843,2008-01-11 14:44:29,2007-12-20 00:00:00,PARTIAL CERTIFIED,OK,2008-03-01 00:00:00,2008-11-01 00:00:00,THE TERRITORY GOLF CLUB,R.R. #1 BOX 218,,DUNCAN,OK,73533,AMIGOS LABOR SOLUTIONS,3141 HOOD STREET,DALLAS,TX,"LABORER, LANDSCAPE",18.0,6.83,HR,6.85,HR
4609,C-07361-32851,2008-01-11 14:45:49,2007-12-20 00:00:00,CERTIFIED,AZ,2008-03-01 00:00:00,2008-12-19 00:00:00,"PROGRESSIVE SERVICES, INC. DBA PROGRESSIVE ROOFING",23 N. 35TH AVE,,PHOENIX,AZ,85009,"INTERNATIONAL PERSONNEL RESOURCES, INC",P.O. BOX 1507,WEST CHESTER,PA,CONSTRUCTION WORKER II,65.0,7.53,HR,7.53,HR
4610,C-07360-32788,2008-01-11 15:10:33,2007-12-18 00:00:00,CERTIFIED,ID,2008-03-15 00:00:00,2008-11-30 00:00:00,LAWLESS LANDSCAPE,600 S. 170 W,P.O. BOX 930,DRIGGS,ID,83422,ESTELA MARTINEZ,ESTEL SYSTEMS,VICTOR,ID,"LABORER, LANDSCAPE",10.0,7.81,HR,8.0,HR
4611,C-08010-34155,2008-01-11 15:32:30,2008-01-07 00:00:00,CERTIFIED,MO,2008-03-01 00:00:00,2008-12-20 00:00:00,C. WILSON LAND MAINTENANCE,14628 OLD HALLSFERRY ROAD,,FLORISSANT,MO,63034,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",2.0,7.88,HR,316.0,HR
4612,A-07348-32110,2008-01-11 17:16:41,2007-12-12 00:00:00,CERTIFIED,NY,2008-02-15 00:00:00,2008-12-25 00:00:00,ISLAND HARDSCAPES LTD.,"3771 NESCONSET HWY, STE.  213",,S. SETAUKET,NY,11720,"MARIO DEMARCO, ESQ.",815 HORSEBLOCK ROAD,FARMINGVILLE,NY,"BRICKLAYER HELPER, FIREBRICK AND REFRACTORY TILE",18.0,8.2,HR,8.2,HR
4613,A-07360-32698,2008-01-15 06:52:47,2007-12-21 00:00:00,CERTIFIED,MA,2008-03-15 00:00:00,2008-12-15 00:00:00,"G & M LANDSCAPE SERVICES, INC.",53 DUKES ROAD,,NANTUCKET,MA,2554,JANE NICHOLS BISHOP,CHIP BISHOP COMMUNICATIONS & MANAGEMENT DBA PEAK S,WEST DENNIS,MA,"LABORER, LANDSCAPE",18.0,12.2,HR,12.2,HR
4614,A-07346-31869,2008-01-15 07:03:08,2007-12-10 00:00:00,CERTIFIED,NJ,2008-03-10 00:00:00,2008-12-10 00:00:00,DEBOER BROTHERS LANDSCAPING INC.,15 TERHUNE ST.,,OAKLAND,NJ,7436,BRENDA RIHA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",32.0,8.55,HR,8.55,HR
4615,A-07362-33058,2008-01-15 07:13:30,2007-12-26 00:00:00,CERTIFIED,TN,2008-03-15 00:00:00,2008-12-15 00:00:00,"KERRVILLE MARBLE, INC.",6165 OLD TIPTON RD.,,MILLINGTON,TN,38053,"AMIGOS LABOR SOLUTIONS, INC",3141 HOOD STREET,DALLAS,TX,CONSTRUCTION WORKER I,5.0,7.6,HR,8.86,HR
4616,A-07348-32136,2008-01-15 07:16:04,2007-12-12 00:00:00,CERTIFIED,NJ,2008-03-15 00:00:00,2008-12-15 00:00:00,JR LAND INC.,19-A MINNEAKONING ROAD,,FLEMINGTON,NJ,8822,FEDERATION OF EMPLOYERS AND,WORKERS  OF AMERICA,BAY CITY,TX,"LABORER, LANDSCAPE",10.0,9.05,HR,9.05,HR
4617,A-08010-34162,2008-01-15 07:27:56,2008-01-08 00:00:00,CERTIFIED,MD,2008-02-15 00:00:00,2008-12-15 00:00:00,"PERRECA NURSERY & LANDSCAPING, INC.",PO BOX 445,,BARNESVILLE,MD,20838,"KENDRA S KEMBEL, ESQ",1300 BENT CREEK BLVD.,MECHANICSBURG,PA,"LABORER, LANDSCAPE",10.0,8.68,HR,10.5,HR
4618,A-07346-31975,2008-01-15 07:30:31,2007-12-11 00:00:00,PARTIAL CERTIFIED,FL,2008-02-13 00:00:00,2008-12-15 00:00:00,"NANAK'S LANDSCAPING GROUNDS MAINTENANCE, INC.","1174 FLORIDA CENTRAL PARKWAY, (PO BOX 521085)",,LONGWOOD,FL,32750,"MAS LABOR H2B, LLC/ELIZABETH D. WHITLEY",650 FRONT STREET/PO BOX 507,LOVINGSTON,VA,"LABORER, LANDSCAPE",85.0,8.3,HR,8.3,HR
4619,A-08010-34153,2008-01-15 07:32:57,2008-01-08 00:00:00,CERTIFIED,MD,2008-03-15 00:00:00,2008-11-15 00:00:00,CHESTNUT RIDGE COUNTRY CLUB,11700 FALLS ROAD,,LUTHERVILLE,MD,21093,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",7.0,8.45,HR,8.45,HR
4620,A-08010-34167,2008-01-15 07:34:29,2008-01-08 00:00:00,CERTIFIED,MD,2008-03-15 00:00:00,2008-12-10 00:00:00,ATLANTIC LIGHTING & IRRIGATION,1392 DEFENSE HIGHWAY,,GAMBRILLS,MD,21054,A. WRIGHT-THE LABOR COMPANY,"417 S. MAIN STREET, SUITE 107",AMHERST,VA,IRRIGATION SYSTEM INSTALLER,15.0,8.45,HR,8.65,HR
4621,A-08010-34307,2008-01-15 07:35:55,2008-01-08 00:00:00,CERTIFIED,DC,2008-03-15 00:00:00,2008-12-15 00:00:00,"CHESAPEAKE TREASURES, INC.",4846 LAURIE LANE,,WOOLFORD,MD,21677,,,,,"FISHER, NET",4.0,8.43,HR,8.43,HR
4622,A-08010-34314,2008-01-15 07:38:20,2008-01-08 00:00:00,PARTIAL CERTIFIED,MD,2008-03-15 00:00:00,2008-11-30 00:00:00,MONTANO & SON'S TILE AND COPING,613 WENBERG COURT,,WOODSBORO,MD,21798,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,CONSTRUCTION WORKER I,7.0,10.26,HR,10.26,HR
4623,A-07353-32394,2008-01-15 07:38:34,2007-12-18 00:00:00,CERTIFIED,VA,2008-02-25 00:00:00,2008-12-20 00:00:00,SASPY'S LANDSCAPING,740 MURRY LANE,,CHARLOTTESVILLE,VA,22903,"MAS LABOR H2B, LLC, ELIZABETH D. WHITLEY",650 FRONT STREET,LOVINGSTON,VA,"LABORER, LANDSCAPE",15.0,8.89,HR,8.89,HR
4624,A-08011-34361,2008-01-15 07:40:23,2007-12-04 00:00:00,CERTIFIED,PA,2008-03-15 00:00:00,2008-12-10 00:00:00,"GARDENIQUE LANDSCAPING, INC.",P.O. BOX 340,,OREFIELD,PA,18069,"INTERNATIONAL PERSONNEL RESOURCES, INC.",PO BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",6.0,7.69,HR,7.69,HR
4625,A-08011-34414,2008-01-15 07:44:03,2008-01-11 00:00:00,PARTIAL CERTIFIED,MD,2008-03-15 00:00:00,2008-12-15 00:00:00,BOXWOOD FARMS NURSERY & LANDSCAPING,704 SHUCKS ROAD,,BEL AIR,MD,21015,"INTERNATIONAL PERSONNEL RESOURCES, INC",P.O. BOX 1507,WEST CHESTER,PA,"LABORER, LANDSCAPE",7.0,8.45,HR,8.45,HR
4626,A-07346-31872,2008-01-15 08:18:14,2007-12-10 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,JASON SPIELBERG LANDSCAPE ASSOCIATES,500 MONTAUK HWY.,,E. HAMPTON,NY,11937,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",24.0,338.0,WK,340.0,WK
4627,A-07339-31350,2008-01-15 08:19:29,2007-12-04 00:00:00,CERTIFIED,NJ,2008-03-01 00:00:00,2008-12-20 00:00:00,ROLLING HILLS LANDSCAPE LTD,245 HIRISHFIELD PLACE,,NEW MILFORD,NJ,7646,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",5.0,342.0,WK,342.0,WK
4628,A-07346-31889,2008-01-15 08:20:44,2007-12-10 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,FUSCHETTO & SON INC,153 OLD COUNTRY ROAD,,MELVILLE,NY,11747,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",20.0,338.4,WK,340.0,WK
4629,A-07334-30863,2008-01-15 08:24:53,2007-11-29 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,ARCADIA HOLDING COMPANY LLC,1300 BAPTIST CHURCH ROAD,,YORKTOWN HEIGHTS,NY,10598,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",4.0,342.0,WK,342.0,WK
4630,A-07351-32216,2008-01-15 08:25:43,2007-12-12 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,SOUTHAMPTON GOLF CLUB INC.,1005 COUNTY ROAD 39,,SOUTHAMPTON,NY,11968,U.S. AMERICANS INC.,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",10.0,338.4,WK,340.0,WK
4631,A-07340-31381,2008-01-15 08:26:23,2007-12-04 00:00:00,CERTIFIED,NJ,2008-03-01 00:00:00,2008-12-20 00:00:00,J. LIEBERMAN LANDSCAPING,700 WILLIAM BLISS DRIVE,,NEW MILFORD,NJ,7646,U.S. AMERICANS INC.,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",5.0,342.0,WK,342.0,WK
4632,A-07346-31876,2008-01-15 08:27:01,2007-12-10 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,BUTTERCUP FARM & GARDEN INC,PO BOX 43,,SHELTER ISLAND HTS,NY,11965,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",5.0,338.4,WK,340.0,WK
4633,A-07348-32139,2008-01-15 08:27:41,2007-12-12 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-11-30 00:00:00,JIM FIELD & SONS PAINTING INC.,64 MONTAUK HIGHWAY,,AMAGANSETT,NY,11930,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"PAINTER HELPER, SHIPYARD",5.0,352.0,WK,352.0,WK
4634,A-07348-32140,2008-01-15 08:28:30,2007-12-12 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,ASCAPE LANDSCAPE & CONSTRUCTION CORP,P.O. BOX 679,,NEW CITY,NY,10956,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",30.0,342.0,WK,342.0,WK
4635,A-07346-31910,2008-01-15 08:29:02,2007-12-10 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-20 00:00:00,INTEGRITY LANDSCAPING PLUS,PO BOX 2427,,MONTAUK,NY,11954,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"LABORER, LANDSCAPE",5.0,338.4,WK,340.0,WK
4636,A-07334-30841,2008-01-15 08:29:42,2007-11-29 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-11-30 00:00:00,BRUCE ADAMS ROOFING CONTRACTING INC.,865 BROADWAY,,RENSSELAER,NY,12144,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,ROOFER APPRENTICE,5.0,7.63,HR,306.0,HR
4637,A-07331-30501,2008-01-15 08:30:21,2007-11-26 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-11-30 00:00:00,J & P POOL SERVICE,9 S. DEVON PLACE,,MONTAUK,NY,11954,"U.S. AMERICANS, INC",888 BALDWIN DRIVE,WESTBURY,NY,JANITOR,3.0,8.02,HR,321.0,HR
4638,A-07351-32210,2008-01-15 08:31:09,2007-12-12 00:00:00,CERTIFIED,NY,2008-03-01 00:00:00,2008-12-15 00:00:00,CIFARELLI'S CRYSTAL CLEAR CLEANING CORP,PO BOX 1476,,MATTITUCK,NY,11952,U.S. AMERICANS INC,888 BALDWIN DRIVE,WESTBURY,NY,"CLEANER, HOUSEKEEPING",15.0,320.8,WK,321.0,WK
4639,A-07347-32101,2008-01-15 08:31:28,2007-12-13 00:00:00,CERTIFIED,NJ,2008-02-01 00:00:00,2008-11-30 00:00:00,CHRISTOPHER BOLASH LANDSCAPING LLC,P.O. BOX 204,,MILLINGTON,NJ,7946,ANAYANCY R. HOUSMAN/LAW FIRM OF ANAYANCY R. HOUSMA,"333 NORTH BROAD ST., SUITE 4",ELIZABETH,NJ,"LABORER, LANDSCAPE",6.0,9.05,HR,9.05,HR
