,CASE_NUMBER,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
2806,H-400-13022-502580,2013-02-19 00:00:00,2013-01-24 00:00:00,Withdrawn,H-2B,NJ,2013-03-23 00:00:00,2013-10-27 00:00:00,"SIX FLAGS GREAT ADVENTURE, LLC",1 SIX FLAGS BOULEVARD,,JACKSON,NJ,08527,KIMBERLY MAGLIN,OWINGS MILLS,MD,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee S",Food Service Worker,0,8.83,Hour,8.83,Hour
2807,H-400-13022-501378,2013-02-19 00:00:00,2013-01-22 00:00:00,Certified,H-2B,SD,2013-04-01 00:00:00,2013-12-30 00:00:00,"AL'S OASIS, INC.",1000 EAST HIGHWAY 16,,OACOMA,SD,57356,KEVIN OPP,ABERDEEN,SD,35-3021,"Combined Food Preparation and Serving Workers,",KITCHEN HELPER,20,8.19,Hour,8.19,Hour
2808,H-400-13022-708986,2013-02-19 00:00:00,2013-01-22 00:00:00,Partial Certified,H-2B,FL,2013-04-01 00:00:00,2013-07-31 00:00:00,"Alpha Services, LLC",1141 N. 3rd St.,,Coeur d'Alene,ID,83814,Stephen Ward,Coeru d'Alene,ID,45-4011,Forest and Conservation Workers,General Forestry Laborer (SCA 08250),107,11.35,Hour,11.35,Hour
2809,H-400-13022-535942,2013-02-19 00:00:00,2013-01-23 00:00:00,Certified,H-2B,SC,2013-04-15 00:00:00,2013-12-13 00:00:00,SONESTA RESORT HILTON HEAD ISLAND,130 SHIPYARD DRIVE,,HILTON HEAD ISLAND,SC,29928,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,35-3031,Waiters and Waitresses,Server,25,8.98,Hour,8.98,Hour
2810,H-400-13022-109731,2013-02-19 00:00:00,2013-01-22 00:00:00,Partial Certified,H-2B,AK,2013-04-01 00:00:00,2013-10-28 00:00:00,"Frontier Landscaping, Inc.",4518 Virgo Ave,,Anchorage,AK,99516,,,,37-3011,Landscaping and Groundskeeping Workers,Landscaping & Groundskeeping Worker,6,9.94,Hour,9.94,Hour
2811,H-400-13023-838213,2013-02-19 00:00:00,2013-01-23 00:00:00,Certified,H-2B,ME,2013-04-15 00:00:00,2013-12-20 00:00:00,Jonathan's Inc,P.O.Box757,,Ogunquit,ME,03907,linda Turner,clinton,MD,35-2014,"Cooks, Restaurant",Line cook,2,12.64,Hour,12.64,Hour
2812,H-400-13023-934781,2013-02-19 00:00:00,2013-01-30 00:00:00,Certified,H-2B,MA,2013-05-01 00:00:00,2013-11-01 00:00:00,"Jerope, Inc.",3580 State Highway,,Eastham,MA,02642,KENDRA ELLIOTT,ENOLA,PA,35-2021,Food Preparation Workers,Prep Cooks,10,9.22,Hour,9.22,Hour
2813,H-400-13023-543786,2013-02-19 00:00:00,2013-01-23 00:00:00,Certified,H-2B,MO,2013-04-01 00:00:00,2014-01-03 00:00:00,Big Cedar LLC,612 Devils Pool Rd,,Ridgedale,MO,65739,JOSEPH YOUNG,GOFFSTOWN,NH,35-2014,"Cooks, Restaurant","cook, restaurant",10,8.45,Hour,8.45,Hour
2814,H-400-13023-683362,2013-02-19 00:00:00,2013-01-23 00:00:00,Withdrawn,H-2B,ME,2013-04-15 00:00:00,2014-01-02 00:00:00,Hartstone Inn & Hideway,41 Elm Street,,Camden,ME,04843,linda Turner,clinton,MD,37-2012,Maids and Housekeeping Cleaners,Housekeeper,0,9.39,Hour,9.39,Hour
2815,H-400-13024-105712,2013-02-19 00:00:00,2013-01-24 00:00:00,Certified,H-2B,LA,2013-03-28 00:00:00,2013-12-15 00:00:00,Bart Keller Company LLC,3256 Nicholson Drive,,Baton Rouge,LA,70802,LINDA WHITE,LIVINGSTON,LA,47-2061,Construction Laborers,Lanscaping & Grounds Keeping Workers,5,9.0,Hour,9.0,Hour
2816,H-400-13025-668608,2013-02-19 00:00:00,2013-01-25 00:00:00,Certified,H-2B,TX,2013-02-19 00:00:00,2013-10-31 00:00:00,PAU CONSTRUCTION,7373 HIGHLAND PINE,,BROWNSVILLE,TX,78526,LINDA PEREZ,BROWNSVILLE,TX,53-7062,"Laborers and Freight, Stock, and Material Movers,",MATERIAL HANDLER,25,8.700000000000001,Hour,8.700000000000001,Hour
2817,H-400-13025-294209,2013-02-19 00:00:00,2013-01-25 00:00:00,Denied,H-2B,AR,2013-02-01 00:00:00,2014-01-31 00:00:00,"FIDMED, LLC",1315 Scout Trail,,SILOAM SPRINGS,AR,72761,,,,31-9093,Medical Equipment Preparers,Medical Assets Coordinator,0,25000.0,Year,25000.0,Year
2818,H-400-13031-994523,2013-02-19 00:00:00,2013-01-31 00:00:00,Partial Certified,H-2B,SD,2013-04-01 00:00:00,2013-12-15 00:00:00,SOUTH DAKOTA WHEAT GROWERS,110 6TH AVENUE SE,,ABERDEEN,SD,57401,KEVIN OPP,ABERDEEN,SD,53-7011,Conveyor Operators and Tenders,GRAIN/AG LABORER,49,11.17,Hour,11.17,Hour
2819,H-400-13035-626957,2013-02-19 00:00:00,2013-02-04 00:00:00,Certified,H-2B,NJ,2013-03-04 00:00:00,2013-10-30 00:00:00,"PALADIN AMUSEMENTS, INC.",9 MAPLE AVE.,,BERKELEY HEIGHTS,NJ,07922-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,11,322.0,Week,322.0,Week
2820,H-400-13035-768979,2013-02-19 00:00:00,2013-02-04 00:00:00,Certified,H-2B,VA,2013-04-01 00:00:00,2013-12-31 00:00:00,"Shoreline Development, Inc",9809 Ditch Bank Road,463 Mill Point Road  Hudgins VA 23076,Maryus,VA,23107,Elizabeth Whitley,Lovingston,VA,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Crab Pickers/Processors,35,7.45,Hour,7.45,Hour
2821,H-400-13035-726349,2013-02-19 00:00:00,2013-02-04 00:00:00,Certified,H-2B,ME,2013-05-01 00:00:00,2013-10-31 00:00:00,"RUPUNUNI, INC",119 MAIN STREET,,BAR HARBOR,ME,04609,,,,35-2014,"Cooks, Restaurant",COOK,18,10.0,Hour,10.0,Hour
2822,H-400-13035-038552,2013-02-19 00:00:00,2013-02-04 00:00:00,Certified,H-2B,ME,2013-05-01 00:00:00,2013-10-31 00:00:00,"RUPUNUNI, INC",119 MAIN STREET,,BAR HARBOR,ME,04609,,,,35-9021,Dishwashers,DISHWASHER,8,8.22,Hour,8.22,Hour
2823,H-400-13035-801079,2013-02-19 00:00:00,2013-02-04 00:00:00,Partial Certified,H-2B,PA,2013-04-01 00:00:00,2013-12-01 00:00:00,East Coast Erosion Blankets LLC,443 Bricker Road,,Bernville,PA,19506,Sarah Farrell,Vass,NC,51-9111,Packaging and Filling Machine Operators and,Production Worker,19,9.61,Hour,9.61,Hour
2824,H-400-13035-586378,2013-02-19 00:00:00,2013-02-04 00:00:00,Certified,H-2B,TX,2013-04-22 00:00:00,2013-11-26 00:00:00,"DEMAS ENTERPRISES, INC",7919 ENCLAVE WAY,"[MAIL: 7324 Gaston Ave., #124-362, Dallas, TX 75214",DALLAS,TX,75218-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,18,323.2,Week,323.2,Week
2825,H-400-13035-738408,2013-02-19 00:00:00,2013-02-04 00:00:00,Certified,H-2B,CA,2013-03-15 00:00:00,2013-12-31 00:00:00,"PURE FOREST, LLC.",70E 2125 SOUTH,,OAKLEY,ID,83346,SAYDE LEONEL DE CERVANTES,BUDA,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,25,9.92,Hour,9.92,Hour
2826,H-400-13035-547709,2013-02-19 00:00:00,2013-02-04 00:00:00,Partial Certified,H-2B,MD,2013-04-01 00:00:00,2013-11-01 00:00:00,PHILLIPS SEAFOOD RESTAURANTS,2004 PHILADELPHIA AVENUE,,OCEAN CITY,MD,21842,,,,35-2015,"Cooks, Short Order",Line Cook,40,8.94,Hour,8.94,Hour
2827,H-400-13035-137179,2013-02-19 00:00:00,2013-02-04 00:00:00,Certified,H-2B,MD,2013-04-15 00:00:00,2013-11-15 00:00:00,Select Event Rentals,8610 Cherry Lane,Suite 30,Laurel,MD,20707,Stephen Ward,Coeur d'Alene,ID,39-3091,Amusement and Recreation Attendants,Recreation Attendants,85,8.44,Hour,8.44,Hour
2828,H-400-13035-783787,2013-02-19 00:00:00,2013-02-04 00:00:00,Certified,H-2B,MA,2013-05-15 00:00:00,2013-10-15 00:00:00,TRESSES CORPORATION,117 PLESANT STREET,,NANTUCKET,MA,02554,JANE BISHOP,MASHPEE,MA,31-9011,Massage Therapists,MASSAGE THERAPISTS,6,12.790000000000001,Hour,12.790000000000001,Hour
2829,H-400-13035-705611,2013-02-19 00:00:00,2013-02-04 00:00:00,Partial Certified,H-2B,SC,2013-04-01 00:00:00,2013-11-30 00:00:00,Renaissance Jantiorial LLC,1510 Coastal LN,Unit 205,Myrtle Beach,SC,29577,,,,37-2012,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,54,8.08,Hour,8.08,Hour
2830,H-400-13035-473075,2013-02-19 00:00:00,2013-02-04 00:00:00,Certified,H-2B,OH,2013-03-17 00:00:00,2013-10-07 00:00:00,BATES BROS AMUSEMENT CO.,1506 FERNWOOD RD.,,WINTERSVILLE,OH,43953-7640,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,50,322.40000000000003,Week,322.40000000000003,Week
2831,H-400-13035-816475,2013-02-19 00:00:00,2013-02-04 00:00:00,Certified,H-2B,NY,2013-04-15 00:00:00,2013-12-10 00:00:00,John Hertler Stable Inc.,5 Sandy Court,,Garden City,NY,11530,Tatiana Cevallos,Corona,NY,39-2021,Nonfarm Animal Caretakers,Stable Attendant,8,10.35,Hour,10.35,Hour
2832,H-400-13035-122724,2013-02-19 00:00:00,2013-02-04 00:00:00,Partial Certified,H-2B,MI,2013-04-01 00:00:00,2013-11-30 00:00:00,Oakland Hills Country Club,3951 West Maple Road,,Bloomfield Hills,MI,48301,Otieno Ombok,White Plains,NY,35-9011,Dining Room and Cafeteria Attendants and Bartender,Food Preparation and Server,16,9.41,Hour,9.41,Hour
2833,H-400-12313-698114,2013-02-20 00:00:00,2013-02-06 00:00:00,Certified,H-2B,,2013-04-01 00:00:00,2013-11-30 00:00:00,MEM Landscaping LLC,5170 West Teal Road,,Fairburn,GA,30213,Thomas Robinson,Wellington,FL,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,9.25,Hour,9.25,Hour
2834,H-400-12338-152648,2013-02-20 00:00:00,2013-01-22 00:00:00,Denied,H-2B,TX,2013-03-01 00:00:00,2014-01-01 00:00:00,"Texas Tree and Landscape, LTD",276 Antler Rd.,,Waco,TX,76712,DANIEL KOWALSKI,AUSTIN,TX,37-3011,Landscaping and Groundskeeping Workers,Laborer,0,9.33,Hour,9.33,Hour
2835,H-400-12349-565933,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MI,2013-05-01 00:00:00,2013-11-01 00:00:00,"MACKINAC ISLAND CARRIAGE TOURS, INC.",100 MARKET STREET,,MACKINAC ISLAND,MI,49757,LOAN HUYNH,MINNEAPOLIS,MN,37-2011,"Janitors and Cleaners, Except Maids and",Night Street Flushers,10,8.41,Hour,8.41,Hour
2836,H-400-13004-425188,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,TX,2013-04-01 00:00:00,2013-11-01 00:00:00,Premier Lawn Care,1900 W Loop 340,,Waco,TX,76712,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,25,8.19,Hour,8.19,Hour
2837,H-400-13004-609726,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MA,2013-04-15 00:00:00,2013-12-15 00:00:00,Crowne Pointe Historic Inn & Spa,82 Bradford St.,,Provincetown,MA,02657,BRANDI COWAN,BAY CITY,TX,37-2012,Maids and Housekeeping Cleaners,Housekeeper,9,9.91,Hour,9.91,Hour
2838,H-400-13005-605117,2013-02-20 00:00:00,2013-01-24 00:00:00,Denied,H-2B,FL,2013-01-31 00:00:00,2013-04-30 00:00:00,NEW YORK TAX FACTORY LLC,534 10TH ST N,,NAPLES,FL,34102,,,,27-3091,Interpreters and Translators,Translator,0,12.0,Hour,12.0,Hour
2839,H-400-13015-386496,2013-02-20 00:00:00,2013-02-06 00:00:00,Certified,H-2B,TX,2013-02-20 00:00:00,2013-12-01 00:00:00,"Dirt Road, Inc.",101 CR 124,,Georgetown,TX,78626,Daniel Kowalski,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,landscape/sprinkler system installation laborer,30,8.42,Hour,8.42,Hour
2840,H-400-13015-757197,2013-02-20 00:00:00,2013-02-05 00:00:00,Partial Certified,H-2B,LA,2013-05-01 00:00:00,2014-01-31 00:00:00,L'AUBERGE CASINO RESORT LAKE CHARLES,777 AVENUE LAUBERGE,,LAKE CHARLES,LA,70601,EMILIO MARTINEZ,MIAMI,FL,37-2012,Maids and Housekeeping Cleaners,Housekeeper,42,8.15,Hour,8.15,Hour
2841,H-400-13016-139857,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MA,2013-04-15 00:00:00,2013-12-15 00:00:00,Brass Key Hospitality Group,67 Bradford St,,Provincetown,MA,02657,BRANDI COWAN,BAY CITY,TX,37-2012,Maids and Housekeeping Cleaners,Housekeepers,8,9.91,Hour,9.91,Hour
2842,H-400-13018-532228,2013-02-20 00:00:00,2013-01-24 00:00:00,Certified,H-2B,SD,2013-04-15 00:00:00,2013-10-15 00:00:00,RECREATIONAL ADVENTURES CO.,P.O. 295,,HILL CITY,SD,57745,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,37-2012,Maids and Housekeeping Cleaners,Housecleaner,15,8.51,Hour,8.51,Hour
2843,H-400-13022-467357,2013-02-20 00:00:00,2013-01-23 00:00:00,Withdrawn,H-2B,VA,2013-04-01 00:00:00,2013-12-01 00:00:00,HIGH SIERRA POOLS INC,2704 COLUMBIA PIKE,,ARLINGTON,VA,22204,,,,37-2011,"Janitors and Cleaners, Except Maids and",Swimming Pool Cleaner,0,10.21,Hour,10.21,Hour
2844,H-400-13022-395250,2013-02-20 00:00:00,2013-02-05 00:00:00,Partial Certified,H-2B,PA,2013-04-24 00:00:00,2013-11-11 00:00:00,"A of R Services, Inc.","Foster Plaza 5, 651 Holiday Drive, Suite 300",,Pittsburgh,PA,15220,ROBERT PIERCE,ANNAPOLIS,MD,39-3091,Amusement and Recreation Attendants,Carnival Worker,46,7.930000000000001,Hour,7.930000000000001,Hour
2845,H-400-13022-077402,2013-02-20 00:00:00,2013-01-22 00:00:00,Partial Certified,H-2B,LA,2013-03-20 00:00:00,2013-10-15 00:00:00,Quality Construction & Production,425 Griffin Rd,Post Office Box 1139,Youngsville,LA,70592,E. Gaither,Lake Park,GA,51-4121,"Welders, Cutters, Solderers, and Brazers",Flux Core Arc Welder,43,15.32,Hour,15.32,Hour
2846,H-400-13023-550229,2013-02-20 00:00:00,2013-01-23 00:00:00,Partial Certified,H-2B,VA,2013-02-20 00:00:00,2013-11-01 00:00:00,ValleyCrest Companies,24151 Ventura Road,,Calabasas,CA,91302,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper,27,8.99,Hour,8.99,Hour
2847,H-400-13023-584342,2013-02-20 00:00:00,2013-01-23 00:00:00,Partial Certified,H-2B,MD,2013-02-20 00:00:00,2013-11-01 00:00:00,ValleyCrest Companies,24151 Ventura Road,,Calabasas,CA,91302,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper,37,9.49,Hour,9.49,Hour
2848,H-400-13023-895525,2013-02-20 00:00:00,2013-01-23 00:00:00,Partial Certified,H-2B,VA,2013-02-20 00:00:00,2013-11-01 00:00:00,ValleyCrest Companies,24151 Ventura Road,,Calabasas,CA,91302,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper,21,8.99,Hour,8.99,Hour
2849,H-400-13023-453547,2013-02-20 00:00:00,2013-01-23 00:00:00,Partial Certified,H-2B,VA,2013-02-20 00:00:00,2013-11-01 00:00:00,ValleyCrest Companies,24151 Ventura Road,,Calabasas,CA,81302,Kevin Lashus,Austin,TX,37-3011,Landscaping and Groundskeeping Workers,Groundskeeper,30,8.99,Hour,8.99,Hour
2850,H-400-13024-247043,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MI,2013-05-01 00:00:00,2013-11-01 00:00:00,"MACKINAC ISLAND CARRIAGE TOURS, INC.",100 MARKET STREET,,MACKINAC ISLAND,MI,49757,LOAN HUYNH,MINNEAPOLIS,MN,37-2012,Maids and Housekeeping Cleaners,Housekeepers,20,8.16,Hour,8.16,Hour
2851,H-400-13024-305320,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MI,2013-05-01 00:00:00,2013-11-01 00:00:00,"MACKINAC ISLAND CARRIAGE TOURS, INC.",100 MARKET STREET,,MACKINAC ISLAND,MI,49757,LOAN HUYNH,MINNEAPOLIS,MN,35-2012,"Cooks, Institution and Cafeteria",COOKS,6,8.790000000000001,Hour,8.790000000000001,Hour
2852,H-400-13028-136017,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,PA,2013-05-06 00:00:00,2013-10-12 00:00:00,"Swank's Steel City Shows, Inc.",2293 Chapparal Drive,,Pittsburgh,PA,15239,ROBERT PIERCE,ANNAPOLIS,MD,39-3091,Amusement and Recreation Attendants,Carnival Workers,30,8.25,Hour,8.25,Hour
2853,H-400-13029-620835,2013-02-20 00:00:00,2013-02-05 00:00:00,Partial Certified,H-2B,PA,2013-04-01 00:00:00,2013-12-21 00:00:00,"CHRIS ORSER LANDSCAPING, INC.",P.O. BOX 1175,,DOYLESTOWN,PA,18901,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,13,9.22,Hour,9.22,Hour
2854,H-400-13030-217611,2013-02-20 00:00:00,2013-02-06 00:00:00,Certified,H-2B,MA,2013-04-01 00:00:00,2013-11-03 00:00:00,Sealor Corporation,8825 Man of War Drive,,Waxhaw,NC,28173,MARK CARCHIDI,YARMOUTH PORT,MA,37-2012,Maids and Housekeeping Cleaners,Housekeepers,5,9.24,Hour,9.24,Hour
2855,H-400-13031-576207,2013-02-20 00:00:00,2013-02-06 00:00:00,Certified,H-2B,,2013-04-01 00:00:00,2013-10-31 00:00:00,"Property Maintenance Services, Inc.",54440 National Road,,Bridgeport,OH,43912,Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,7,8.28,Hour,8.28,Hour
2856,H-400-13031-346403,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,NY,2013-04-10 00:00:00,2013-11-30 00:00:00,"Amersi Enterprises, Inc.",400 Canada St.,,Lake George,NY,12845,Evelyn Wright,Amherst,VA,37-2012,Maids and Housekeeping Cleaners,Maids and Housekeepers,20,8.1,Hour,8.1,Hour
2857,H-400-13033-033141,2013-02-20 00:00:00,2013-02-06 00:00:00,Certified,H-2B,MA,2013-04-01 00:00:00,2013-11-15 00:00:00,"Backstreet Hotel, Inc.",9 Carver Street,,Provincetown,MA,02657,MARK CARCHIDI,YARMOUTH PORT,MA,37-2012,Maids and Housekeeping Cleaners,Maids & Housekeeping Cleaners,1,9.91,Hour,9.91,Hour
2858,H-400-13033-354929,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MA,2013-05-01 00:00:00,2013-10-31 00:00:00,Straight Wharf Restaurant,P.O. Box 1520,,Nantucket,MA,02554,MARK CARCHIDI,YARMOUTH PORT,MA,35-2021,Food Preparation Workers,Food Preparation Workers,8,10.33,Hour,10.33,Hour
2859,H-400-13035-217001,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MD,2013-04-15 00:00:00,2013-12-15 00:00:00,"Country Club Land & Lawn, Inc.",10320 Old Frederick Road,"Mailing: P.O. Box 271, Monrovia, MD 21770",Woodstock,MD,21163,PATRICIA HALL,LAKE PARK,GA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,5,12.72,Hour,12.72,Hour
2860,H-400-13035-294318,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,PA,2013-04-01 00:00:00,2013-12-15 00:00:00,"SATIRO LANDSCAPE DESIGNS, LLC",3267 PHOENIXVILLE PIKE,,MALVERN,PA,19355,SHARON ALEXANDER,KENNETT SQUARE,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,10,9.5,Hour,9.5,Hour
2861,H-400-13036-297367,2013-02-20 00:00:00,2013-02-05 00:00:00,Partial Certified,H-2B,AR,2013-03-21 00:00:00,2013-08-10 00:00:00,"Superior Forestry Service, Inc.",36462 Highway 27,Mailing: P.O. Box 25,Tilly,AR,72679,PATRICIA HALL,LAKE PARK,GA,45-4011,Forest and Conservation Workers,Forest & Conservation Workers,115,7.96,Hour,7.96,Hour
2862,H-400-13036-133069,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,ME,2013-05-15 00:00:00,2013-11-15 00:00:00,WEST STREET HOTEL LLC,50 WEST STREET,,BAR HARBOR,ME,04609,,,,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPER,10,9.15,Hour,9.15,Hour
2863,H-400-13036-380502,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,ME,2013-05-15 00:00:00,2013-11-15 00:00:00,WEST STREET HOTEL LLC,50 WEST STREET,,BAR HARBOR,ME,04609,,,,35-2014,"Cooks, Restaurant",COOK,5,10.0,Hour,10.0,Hour
2864,H-400-13036-749963,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,ME,2013-05-15 00:00:00,2013-11-15 00:00:00,WEST STREET HOTEL LLC,50 WEST STREET,,BAR HARBOR,ME,04609,,,,35-9021,Dishwashers,DISHWASHER,5,9.0,Hour,9.0,Hour
2865,H-400-13036-716503,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MA,2013-04-15 00:00:00,2013-11-01 00:00:00,P&M REIS TRUCKING,P.O. BOX 113,57 SURFSIDE ROAD,NANTUCKET,MA,02554,JANE BISHOP,MASHPEE,MA,53-7081,Refuse and Recyclable Material Collectors,REFUSE AND RECYCLABLE MATERIAL COLLECTORS,12,15.88,Hour,15.88,Hour
2866,H-400-13036-718898,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MA,2013-05-03 00:00:00,2013-10-24 00:00:00,WOODS HOLE INN,28 WATER STREET,P.O. BOX 4,WOODS HOLE,MA,02543,JANE BISHOP,MASHPEE,MA,37-2012,Maids and Housekeeping Cleaners,FOOD PREP WORKERS,7,10.65,Hour,10.65,Hour
2867,H-400-13036-517393,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MA,2013-05-16 00:00:00,2013-11-01 00:00:00,BARTLETT'S OCEAN VIEW FARM,33 BARTLETT FARM ROAD,,NANTUCKET,MA,02554,JANE BISHOP,MASHPEE,MA,35-2015,"Cooks, Short Order",SHORT ORDER COOK,5,10.0,Hour,10.0,Hour
2868,H-400-13036-166927,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MA,2013-05-15 00:00:00,2013-10-15 00:00:00,"SANKATY HEAD GOLF CLUB, INC.",P.O. BOX 293,100 SANKATY ROAD,NANTUCKET,MA,02554,JANE BISHOP,MASHPEE,MA,35-2014,"Cooks, Restaurant",COOKS,13,11.97,Hour,11.97,Hour
2869,H-400-13036-190770,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,MA,2013-04-01 00:00:00,2013-12-01 00:00:00,"SIMMONS IRRIGATION, INC.",104 MEADOWBROOK ROAD,,NORTH CHATHAM,MA,02650,PETYA FEENEY,CHATHAM,MA,37-3011,Landscaping and Groundskeeping Workers,INSTALLERS OF IRRIGATION SYSTEMS,3,11.26,Hour,11.26,Hour
2870,H-400-13036-188495,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,TX,2013-04-15 00:00:00,2014-02-15 00:00:00,"LIBERTAD FISHERIES, INC.",3805 Dry Dock Court,,Brownsville,TX,78521,Israel Linarte,Laguna Vista,TX,45-3011,Fishers and Related Fishing Workers,SHRIMP BOAT DECKHAND/HEADER,14,12.46,Hour,12.46,Hour
2871,H-400-13036-354541,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,TX,2013-04-15 00:00:00,2014-02-15 00:00:00,Castellanos Corp.,2380 Everglades Road,,Brownsville,TX,78521,Israel Linarte,Laguna Vista,TX,45-3011,Fishers and Related Fishing Workers,SHRIMP BOAT DECKHAND/HEADER,12,12.46,Hour,12.46,Hour
2872,H-400-13036-037504,2013-02-20 00:00:00,2013-02-05 00:00:00,Partial Certified,H-2B,OH,2013-03-01 00:00:00,2013-12-15 00:00:00,"Hyde Park Landscaping, Inc.",5055 Wooster Rd.,,Cincinnati,OH,45226,Robert Wingfield,Dallas,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,13,8.44,Hour,8.44,Hour
2873,H-400-13036-599885,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,TX,2013-04-15 00:00:00,2014-02-15 00:00:00,"Texas Gulf Trawling, Inc.",1430 Everglades Road,,Brownsville,TX,78521,Israel Linarte,Laguna Vista,TX,45-3011,Fishers and Related Fishing Workers,SHRIMP BOAT DECKHAND/HEADER,40,12.46,Hour,12.46,Hour
2874,H-400-13036-163688,2013-02-20 00:00:00,2013-02-06 00:00:00,Partial Certified,H-2B,,2013-04-01 00:00:00,2013-11-01 00:00:00,"Bear Lake Landscape, Inc.",60 South 300 West,PO Box 244,Garden City,UT,84028,Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscaping and Groundskeeping Workers,14,8.17,Hour,8.17,Hour
2875,H-400-13036-003247,2013-02-20 00:00:00,2013-02-05 00:00:00,Certified,H-2B,TX,2013-04-15 00:00:00,2014-02-15 00:00:00,"Twin City Shrimp Co., Inc.",901 South Shore Drive,,Port Isabel,TX,78578,Israel Linarte,Laguna Vista,TX,45-3011,Fishers and Related Fishing Workers,SHRIMP BOAT DECKHAND/HEADER,8,12.46,Hour,12.46,Hour
2876,H-400-13037-702015,2013-02-20 00:00:00,2013-02-06 00:00:00,Certified,H-2B,CA,2013-04-01 00:00:00,2013-11-15 00:00:00,CHUCKWAGON,5019 SOLITUDE COURT,"[MAIL: 8780 19TH ST. STE 299, ALTA LOMA, CA 91701]",ALTA LOMA,CA,91737-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,19,8.63,Hour,8.63,Hour
