,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
1641,C-10298-51333,2010-11-16,2010-10-25,DENIED,H-2B,NC,2010-12-01,2011-12-31,SPORTS CONSTRUCTION MANAGEMENT INC.,412 WILL SNIDER ROAD,,LINWOOD,NC,27299,,,,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",2.0,0,10.0,HR,10.0,HR
1642,C-10287-51204,2010-10-28,2010-10-14,CERTIFIED,H-2B,NC,2010-12-15,2011-04-20,"MIKE KELLY FORESTRY SERVICE, INC.",1258 NC HIGHWAY 109 N,,TROY,NC,27371,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,17.0,17,7.25,HR,7.25,HR
1643,C-11234-55451,2011-08-26,2011-08-22,CERTIFIED,H-2B,NC,2011-11-15,2012-04-20,"MIKE KELLY FORESTRY SERVICE, INC.",1258 NC HWY 109 N,,TROY,NC,27371,DANIEL W. BREMER,LAKE PARK,GA,452.687-010,Forest Worker,454011.0,Forest and Conservation Workers,FOREST WORKER,22.0,22,7.36,HR,7.36,HR
1644,C-10314-51652,2010-12-06,2010-11-10,PARTIAL CERTIFIED,H-2B,NC,2011-02-15,2011-12-15,"MUTCH LANDSCAPING, INC",2528 SCHIEFFELIN ROAD,,APEX,NC,27502,TAMMY ALECIO,CARY,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10.0,9,8.12,HR,8.12,HR
1645,C-10344-52219,2010-12-15,2010-12-10,PARTIAL CERTIFIED,H-2B,NC,2011-03-15,2011-12-15,SCOTTIE'S BUILDING SERVICES INC,811 CENTER STREET,,APEX,NC,27502,APRIL MCKINNEY,BAY CITY,TX,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",35.0,32,7.89,HR,7.89,HR
1646,C-10356-52589,2010-12-28,2010-12-22,PARTIAL CERTIFIED,H-2B,NC,2011-04-01,2011-12-15,"BLAND LANDSCAPING COMPANY, INC",1200 PERRY ROAD P.O. BOX 727,,APEX,NC,27502,EVELYN AMANDA WRIGHT,ROSELAND,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",40.0,37,8.5,HR,8.5,HR
1647,C-10316-51668,2010-11-30,2010-11-12,CERTIFIED,H-2B,NC,2011-02-15,2011-12-15,"KIRKMAN LANDSCAPING, INC",2525 SCHIEFFELIN ROAD,,APEX,NC,27502,TAMMY ALECIO,CARY,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",5.0,5,8.12,HR,8.12,HR
1648,C-11108-54742,2011-05-10,2011-04-18,DENIED,H-2B,NC,,2011-08-30,THE SKIN INSTITUTE,2046 CREEKSIDE LANDING DR.,,APEX,NC,27502,,,,137.267-018,Translator,273091.0,Interpreters and Translators,TRANSLATOR,1.0,0,10.75,HR,10.75,HR
1649,C-11105-54736,2011-04-21,2011-04-15,CERTIFIED,H-2B,NC,2011-04-04,2011-12-16,T&T CONTRACTORS,4181 TOWNSVILLE ROAD,,BULLOCK,NC,27507,SAM HADDAD,AUSTIN,TX,862.684-014,"Laborer, Construction or Leak Gang",519198.0,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",10.0,10,9.97,HR,9.97,HR
1650,C-11103-54721,2011-04-22,2011-04-13,CERTIFIED,H-2B,NC,2011-04-01,2012-03-31,ALEXIS MAKLAKOFF,800 PINEHURST DR.,,CHAPEL HILL,NC,27517,RISHI PRATAP OZA,CLEVELAND,OH,079.374-014,"Nurse, Licensed Practical",292061.0,Licensed Practical and Licensed Vocational Nurses,"NURSE, LICENSED PRACTICAL",1.0,1,22.0,HR,22.0,HR
1651,C-11171-55051,2011-07-25,2011-06-20,DENIED,H-2B,NC,2011-06-01,2011-12-15,TEXTILE/CLOTHING TECHNOLOGY CORPORATION DBA [TC]2,5651 DILLARD DRIVE,,CARY,NC,27518,,,,012.167-030,Industrial Engineer,172112.0,Industrial Engineers,INDUSTRIAL ENGINEER,1.0,0,2000.0,WK,2000.0,WK
1652,C-11207-55300,2011-08-11,2011-07-26,CERTIFIED,H-2B,NC,2011-10-01,2012-07-31,"CAROLINA CONDUIT SYSTEMS, INC.",128 AIRPORT INDUSTRIAL DR.,,CLAYTON,NC,27520,,,,869.664-014,Construction Worker I,473012.0,Helpers--Carpenters,CONSTRUCTION WORKER I,25.0,25,9.8,HR,9.8,HR
1653,C-11200-55256,2011-08-10,2011-07-19,PARTIAL CERTIFIED,H-2B,NC,2011-10-01,2012-06-01,"BURNS & SCALO NORTH CAROLINA, INC.",151 SIGMA DRIVE,"22 RUTGERS ROAD-, PITTSPURG, PA 15205",GARNER,NC,27529,"ELIZABETH D. WHITLEY / MASLABOR H2B, LLC",LOVINGSTON,VA,866.381-010,Roofer,472181.0,Roofers,ROOFER,25.0,24,,,,
1654,C-11006-53108,2011-01-26,2011-01-06,CERTIFIED,H-2B,NC,2011-04-04,2011-12-20,GREENSCAPE INC.,2416 BROAD STREET,P.O. BOX 97,HOLLY SPRINGS,NC,27540,,,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",29.0,29,8.12,HR,8.12,HR
1655,C-10316-51698,2010-11-30,2010-11-12,CERTIFIED,H-2B,NC,2011-02-15,2011-12-15,"FRED ADAMS PAVING CO., INC.",118 INTERNATIONAL DRIVE,SUITE 101,MORRISVILLE,NC,27560,TAMMY ALECIO,CARY,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25.0,25,8.12,HR,8.12,HR
1656,C-10314-51656,2010-11-29,2010-11-10,CERTIFIED,H-2B,NC,2011-02-15,2011-12-15,"MARTINEZ LAWN CARE ASSOCIATES, INC.",3755 OLD US HWY 1,,NEW HILL,NC,27562,TAMMY ALECIO/BILINGUAL HUMAN RESOURCES CONSULTANTS,CARY,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25.0,25,8.32,HR,8.32,HR
1657,C-10363-52871,2011-01-05,2010-12-29,PARTIAL CERTIFIED,H-2B,NC,2011-04-01,2011-12-31,"DAVIS LANDSCAPE, LTD",146 RUPERT ROAD,,RALEIGH,NC,27603,EVELYN AMANDA WRIGHT,ROSELAND,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",40.0,36,8.71,HR,8.71,HR
1658,C-11200-55264,2011-08-02,2011-07-19,PARTIAL CERTIFIED,H-2B,NC,2011-10-01,2012-06-30,"CAROLINA LANDSCAPES OF RALEIGH, LLC",4926 WINDY HILL DRIVE,,RALEIGH,NC,27609,R. HUNTER BRADLEY,CHAPEL HILL,NC,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",11.0,9,8.12,HR,8.2,HR
1659,C-10321-51831,2010-11-23,2010-11-17,CERTIFIED,H-2B,NC,2011-02-15,2011-12-15,"SOUTHERNSCAPES, INC.",309 ROGERS LAND,,RALEIGH,NC,27610,TAMMY ALECIO,CARY,NC,408.161-010,Landscape Gardener,373011.0,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,15.0,15,8.12,HR,8.12,HR
1660,C-10323-51913,2010-12-10,2010-11-19,CERTIFIED,H-2B,NC,2011-02-15,2011-12-15,LICHTIN CORPORATION,3110 EDWARDS MILL ROAD,SUITE 200,RALEIGH,NC,27612,TAMMY ALECIO,CARY,NC,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",5.0,5,8.12,HR,8.12,HR
1661,C-10320-51762,2010-12-16,2010-11-16,DENIED,H-2B,NC,2011-02-15,2011-12-15,"GRESS LANDSCAPING, INC.","8951 HARVEST OAKS DR., SUITE 105",,RALEIGH,NC,27615,TAMMY ALECIO,CARY,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",15.0,0,8.12,HR,8.12,HR
1662,C-10340-52168,2010-12-29,2010-12-06,DENIED,H-2B,NC,2011-01-01,2011-12-31,ADEDOYIN FALOYE,9116 FALK WOOD RD,,RALEIGH,NC,27617,,,,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",1.0,0,11.31,HR,11.31,HR
1663,C-11040-53939,2011-02-15,2011-02-09,PARTIAL CERTIFIED,H-2B,NC,2011-04-20,2012-01-20,TRUCKIN' MOVERS CORPORATION,1031 HARVEST ST,,DURHAM,NC,27704,,,,869.261-010,House Mover,474099.0,"Construction and Related Workers, All Other",HOUSE MOVER,15.0,13,8.38,HR,8.38,HR
1664,C-11047-54071,2011-03-04,2011-02-09,PARTIAL CERTIFIED,H-2B,NC,2011-04-20,2012-01-20,TRUCKIN' MOVERS CORPORATION,1031 HARVEST ST.,,DURHAM,NC,27704,,,,869.261-010,House Mover,474099.0,"Construction and Related Workers, All Other",HOUSE MOVER,15.0,13,8.38,HR,8.38,HR
1665,C-10320-51771,2010-12-02,2010-11-16,CERTIFIED,H-2B,NC,2011-02-15,2011-12-15,"NEW LEAF LANDSCAPING, INC.",3200 SANDY CREEK DRIVE,,DURHAM,NC,27705,TAMMY ALECIO,CARY,NC,408.161-010,Landscape Gardener,373011.0,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,15.0,15,8.12,HR,8.12,HR
1666,C-10281-51163,2010-10-26,2010-10-08,PARTIAL CERTIFIED,H-2B,NC,2010-10-01,2011-02-19,STANGA LLC DBA ALL THAT'S NATURAL,"5850 FAYETTEVILLE ROAD, SUITE 206",,DURHAM,NC,27713,R HUNTER BRADLEY,CHAPEL HILL,NC,261.357-066,"Salesperson, Women's Apparel and Accessories",412031.0,Retail Salespersons,"SALESPERSON, WOMEN'S APPAREL AND ACCESSORIES",12.0,11,7.5,HR,7.5,HR
1667,C-10266-51075,2010-10-13,2010-09-23,CERTIFIED,H-2B,NC,2010-10-01,2011-02-19,STANGA LLC D/B/A ALL THAT'S NATURAL,"5850 FAYETTEVILLE ROAD, SUITE 206",,DURHAM,NC,27713,R. HUNTER BRADLEY,CHAPEL HILL,NC,262.357-018,"Salesperson, Cosmetics and Toiletries",412031.0,Retail Salespersons,"SALESPERSON, COSMETICS AND TOILETRIES",8.0,8,7.75,HR,7.75,HR
1668,C-10266-51078,2010-10-14,2010-09-23,DENIED,H-2B,VA,2010-10-01,2011-02-19,STANGA LLC DBA ALL THAT'S NATURAL,"5850 FAYETTEVILLE ROAD, SUITE 206",,DURHAM,NC,27713,R HUNTER BRADLEY,CHAPEL HILL,NC,262.357-018,"Salesperson, Cosmetics and Toiletries",412031.0,Retail Salespersons,"SALESPERSON, COSMETICS AND TOILETRIES",6.0,0,7.75,HR,7.75,HR
1669,C-10293-51270,2010-10-25,2010-10-20,CERTIFIED,H-2B,PA,2010-10-01,2011-02-19,STANGA LLC DBA ALLTHAT'S NATURAL,"58580 FAYETTEVILLE ROAD, SUITE 206",,DURHAM,NC,27713,R. HUNTER BRADLEY,CHAPEL HILL,NC,261.357-066,"Salesperson, Women's Apparel and Accessories",412031.0,Retail Salespersons,"SALESPERSON, WOMEN'S APPAREL AND ACCESSORIES",10.0,10,8.25,HR,8.25,HR
1670,C-10285-51172,2010-10-26,2010-10-12,CERTIFIED,H-2B,VA,2010-10-01,2011-02-19,STANGA LLC DBA ALL THAT'S NATURAL,"5850 FAYETTEVILLE ROAD, SUITE 206",,DURHAM,NC,27713,R HUNTER BRADLEY,CHAPEL HILL,NC,262.357-018,"Salesperson, Cosmetics and Toiletries",412031.0,Retail Salespersons,"SALESPERSON, COSMETICS AND TOILETRIES",6.0,6,7.5,HR,7.5,HR
1671,C-10280-51156,2010-10-26,2010-10-07,CERTIFIED,H-2B,NC,2010-10-01,2011-02-19,STANGA LLC DBA ALL THAT'S NATURAL,"5850 FAYETTEVILLE ROAD, SUITE 206",,DURHAM,NC,27713,R HUNTER BRADLEY,CHAPEL HILL,NC,261.357-066,"Salesperson, Women's Apparel and Accessories",412031.0,Retail Salespersons,"SALESPERSON, WOMEN'S APPAREL AND ACCESSORIES",11.0,11,7.5,HR,7.5,HR
1672,C-11035-53807,2011-02-22,2011-02-04,PARTIAL CERTIFIED,H-2B,NC,2011-04-01,2011-12-15,"AURORA PACKING COMPANY, INCORPORATED",655 SECOND STREET PO BOX 354,,AURORA,NC,27806,,,,525.684-054,"Trimmer, Meat",513022.0,"Meat, Poultry, and Fish Cutters and Trimmers","TRIMMER, MEAT",25.0,24,,,,
1673,C-11010-53219,2011-01-13,2011-01-10,CERTIFIED,H-2B,NC,2011-04-01,2011-12-31,BAY CITY CRAB INC.,1131 MAIN STREET EXTENSION,PO BOX 608,AUDORA,NC,27806,EVELYN AMANDA WRIGHT,ROSELAND,VA,525.684-054,"Trimmer, Meat",513022.0,"Meat, Poultry, and Fish Cutters and Trimmers","TRIMMER, MEAT",80.0,80,7.43,HR,7.43,HR
1674,C-11004-53012,2011-01-25,2011-01-04,CERTIFIED,H-2B,NC,2011-04-01,2011-11-30,"F & P LAWNS, LLC DBA U.S. LAWNS OF GREENVILLE",2210 MAY STREET,,GREENVILLE,NC,27834,EVELYN AMANDA WRIGHT,ROSELAND,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",15.0,15,8.05,HR,8.05,HR
1675,C-11045-54035,2011-02-18,2011-02-14,PARTIAL CERTIFIED,H-2B,NC,2011-04-15,2011-12-01,MATTAMUSKEET CRAB CO. DBA MATTAMUSKEET SEAFOOD,24694 US 264,,SWAN QUARTER,NC,27885,,,,521.687-106,Sausage-Meat Trimmer,513022.0,"Meat, Poultry, and Fish Cutters and Trimmers",SAUSAGE MEAT TRIMMER,80.0,79,7.43,HR,7.43,HR
1676,C-10335-52092,2010-12-10,2010-12-01,DENIED,H-2B,NC,2011-03-01,2011-12-01,MATTAMUSKEET CRAB CO. DBA MATTAMUSKEET SEAFOOD,24694 US 264,,SWAN QUARTER,NC,27885,,,,525.687-126,Crab Meat Processor,513022.0,"Meat, Poultry, and Fish Cutters and Trimmers",CRAB MEAT PROCESSOR,80.0,0,7.43,HR,7.43,HR
1677,C-11004-53046,2011-02-11,2011-01-04,DENIED,H-2B,NC,2011-04-15,2011-12-01,MATTAMUSKEET CRAB CO. DBA MATTAMUSKEET SEAFOOD,24694 US 264,,SWAN QUARTER,NC,27885,SHARON D CARAWAN,SWAN QUARTER,NC,525.687-126,Crab Meat Processor,513022.0,"Meat, Poultry, and Fish Cutters and Trimmers",CRAB MEAT PROCESSOR,80.0,0,7.43,HR,7.43,HR
1678,C-10337-52132,2010-12-14,2010-12-03,PARTIAL CERTIFIED,H-2B,NC,2011-02-01,2011-11-30,RALPH HODGE CONSTRUCTION CO,2016 BEELER RD.,,WILSON,NC,27893,BRANDI COWAN /FEDERATION OF EMPLOYERS AND WORKERS,BAY CITY,TX,862.684-014,"Laborer, Construction or Leak Gang",519198.0,Helpers--Production Workers,"LABORER, CONSTRUCTION OR LEAK GANG",40.0,40,8.76,HR,8.76,HR
1679,C-11098-54684,2011-05-05,2011-04-08,DENIED,H-2B,NY,2011-05-15,2011-12-15,AZTEC CONSTRUCTION SERVICES UNLIMITED LLC,906 GOLDSBORO ST. SW,,WILSON,NC,27893,PATRICK JAMES HATCH,DURHAM,NC,215.362-018,Flight-Crew-Time Clerk,433051.0,Payroll and Timekeeping Clerks,FLIGHT CREW TIME CLERK,30.0,0,14.2,HR,14.2,HR
1680,C-11024-53565,2011-02-08,2011-01-24,PARTIAL CERTIFIED,H-2B,NC,2011-04-01,2011-11-30,FROG ISLAND SEAFOOD INC,434 ESCLIP ROAD,,ELIZABETH CITY,NC,27909,SARAH E FARRELL,VASS,NC,222.684-010,Meat Clerk,435081.0,Stock Clerks and Order Fillers,MEAT CLERK,40.0,38,7.77,HR,7.77,HR
1681,C-11208-55308,2011-08-12,2011-07-27,PARTIAL CERTIFIED,H-2B,NC,2011-10-01,2012-07-31,"QUALITY CRAB CO., INC. DBA QUALITY SEAFOOD CO.",177 KNOBBS CREEK DRIVE,,ELIZABETH CITY,NC,27909,,,,525.684-054,"Trimmer, Meat",513022.0,"Meat, Poultry, and Fish Cutters and Trimmers","TRIMMER, MEAT",88.0,38,7.43,HR,7.43,HR
1682,C-10350-52301,2010-12-21,2010-12-16,CERTIFIED,H-2B,NC,2011-03-01,2011-12-31,"QUALITY CRAB CO., INC DBA QUALITY SEAFOOD CO.",177 KNOBBS CREEK DRIVE,,ELIZABETH CITY,NC,27909,,,,521.687-106,Sausage-Meat Trimmer,513022.0,"Meat, Poultry, and Fish Cutters and Trimmers",SAUSAGE MEAT TRIMMER,83.0,83,7.43,HR,7.43,HR
1683,C-10319-51742,2010-12-01,2010-11-15,PARTIAL CERTIFIED,H-2B,NC,2010-12-01,2011-05-01,"HATTERAS REALTY, INC.",41156 HIGHWAY 12,,AVON,NC,27915,DIEGO NUNEZ ASTORGA,HOUSTON,TX,382.664-010,Janitor,372011.0,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",JANITOR,14.0,11,8.71,HR,8.71,HR
1684,C-11095-54660,2011-04-21,2011-04-05,CERTIFIED,H-2B,NC,2011-04-01,2011-12-01,"HATTERAS REALTY, INC.",41156 HIGHWAY 12,,AVON,NC,27915,SARAH D. MONTY,HOUSTON,TX,321.137-010,Housekeeper,371011.0,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,HOUSEKEEPER,14.0,14,7.4,HR,7.4,HR
1685,C-10340-52169,2011-01-07,2010-12-06,CERTIFIED,H-2B,NC,2010-10-01,2011-05-31,CAPT CHARLIES SEAFOOD INC.,PO BOX 169,508 N. ROAD ST,COLUMBIA,NC,27925,,,,525.687-126,Crab Meat Processor,513022.0,"Meat, Poultry, and Fish Cutters and Trimmers",CRAB MEAT PROCESSOR,99.0,99,7.43,HR,7.43,HR
1686,C-11048-54105,2011-03-08,2011-02-17,CERTIFIED,H-2B,NC,2011-04-01,2011-12-31,CAPT CHARLIES SEAFOOD INC.,508 NORTH ROAD STREET,PO BOX 169,COLUMBIA,NC,27925,,,,525.687-126,Crab Meat Processor,513022.0,"Meat, Poultry, and Fish Cutters and Trimmers",CRAB MEAT PROCESSOR,150.0,150,7.43,HR,7.43,HR
1687,C-11047-54072,2011-03-08,2011-02-16,CERTIFIED,H-2B,NC,2011-04-01,2011-12-31,CAPT NEILL'S SEAFOOD INC,508 NORTH ROAD STREET,PO BOX 164,COLUMBIA,NC,27925,,,,525.684-054,"Trimmer, Meat",513022.0,"Meat, Poultry, and Fish Cutters and Trimmers","TRIMMER, MEAT",147.0,147,7.43,HR,7.43,HR
1688,C-11207-55298,2011-08-11,2011-07-26,DENIED,H-2B,NC,2011-10-01,2012-05-31,CAPT NEILLS SEAFOOD INC.,PO BOX 164,,COLUMBIA,NC,27925,,,,521.687-106,Sausage-Meat Trimmer,513022.0,"Meat, Poultry, and Fish Cutters and Trimmers",SAUSAGE MEAT TRIMMER,146.0,0,7.43,HR,7.43,HR
1689,C-11010-53208,2011-01-13,2011-01-10,CERTIFIED,H-2B,NC,2011-04-01,2011-11-30,GRANDY FARM MARKET,6264 CARATOKE HWY.,P.O. BOX 673,GRANDY,NC,27939,EVELYN AMANDA WRIGHT,ROSELAND,VA,222.387-058,Stock Clerk,435081.0,Stock Clerks and Order Fillers,STOCK CLERK,20.0,20,,,,
1690,C-11005-53077,2011-01-11,2011-01-05,CERTIFIED,H-2B,NC,2011-04-01,2011-11-30,MILLER'S RESTAURANT DBA MILLER¿S SEAFOOD AND STEAK,1520 SOUTH VA DARE TRAIL,PO BOX 7339,KILL DEVIL HILLS,NC,27948,EVELYN AMANDA WRIGHT,ROSELAND,VA,319.484-010,"Food Assembler, Kitchen",352021.0,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",15.0,15,8.09,HR,8.09,HR
1691,C-10300-51366,2010-11-02,2010-10-27,PARTIAL CERTIFIED,H-2B,NC,2011-02-01,2011-11-30,"JULIE'S OUTDOOR ENHANCEMENT & DESIGN, LLC",101 E. HELGA,,KILL DEVIL HILLS,NC,27949,EVELYN AMANDA WRIGHT,ROSELAND,VA,408.161-010,Landscape Gardener,373011.0,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,25.0,24,8.28,HR,8.28,HR
1692,C-11013-53361,2011-01-31,2011-01-13,PARTIAL CERTIFIED,H-2B,NC,2011-04-01,2011-11-15,THE SANDERLING RESORT & SPA,1461 DUCK ROAD,,DUCK,NC,27949,JANICE MCKENZIE COLE,HERTFORD,NC,311.477-018,"Waiter/Waitress, Bar",353031.0,Waiters and Waitresses,"WAITER/WAITRESS, BAR",11.0,10,7.34,HR,7.34,HR
1693,C-11013-53362,2011-01-31,2011-01-13,PARTIAL CERTIFIED,H-2B,NC,2011-04-01,2011-11-15,THE SANDERLING RESORT & SPA,1461 DUCK ROAD,,DUCK,NC,27949,JANICE MCKENZIE COLE/COLE IMMIGRATION LAW CENTER,HERTFORD,NC,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",25.0,24,7.4,HR,7.4,HR
1694,C-11013-53369,2011-01-31,2011-01-13,PARTIAL CERTIFIED,H-2B,NC,2011-04-01,2011-11-15,THE SANDERLING RESORT & SPA,1461 DUCK ROAD,,DUCK,NC,27949,JANICE MCKENZIE COLE,HERTFORD,NC,318.687-010,Kitchen Helper,359021.0,Dishwashers,KITCHEN HELPER,11.0,10,8.09,HR,8.09,HR
1695,C-11013-53358,2011-01-31,2011-01-13,CERTIFIED,H-2B,NC,2011-04-01,2011-11-15,THE SANDERLING RESORT & SPA,1461 DUCK ROAD,,DUCK,NC,27949,JANICE MCKENZIE COLE,HERTFORD,NC,324.677-010,Bellhop,396011.0,Baggage Porters and Bellhops,BELLHOP,6.0,6,7.43,HR,7.43,HR
1696,C-11013-53366,2011-01-31,2011-01-13,CERTIFIED,H-2B,NC,2011-04-01,2011-11-15,THE SANDERLING RESORT & SPA,1461 DUCK ROAD,,DUCK,NC,27949,JANICE MCKENZIE COLE,HERTFORD,NC,238.367-038,Hotel Clerk,434081.0,"Hotel, Motel, and Resort Desk Clerks",HOTEL CLERK,5.0,5,9.52,HR,9.52,HR
1697,C-10301-51391,2010-11-03,2010-10-28,CERTIFIED,H-2B,NC,2011-02-01,2011-11-30,"SILVERWATER TRADERS, LLC DBA OCRACOKE ISLAND REALT",1075 IRVIN GARRISH HIGHWAY,P.O. BOX 238,OCRACOKE,NC,27960,EVELYN AMANDA WRIGHT,ROSELAND,VA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",25.0,25,7.4,HR,7.4,HR
1698,C-10328-52016,2010-11-30,2010-11-24,CERTIFIED,H-2B,NC,2011-03-01,2011-11-30,"ANCHORAGE INN, INC.",205 IRVIN GARRISH HIGHWAY,P.O. BOX 880,OCRACOKE,NC,27960,EVELYN AMANDA WRIGHT,ROSELAND,VA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",10.0,10,7.4,HR,7.4,HR
1699,C-10363-52866,2011-01-05,2010-12-29,CERTIFIED,H-2B,NC,2011-04-01,2011-12-15,"THE HARBORSIDE MOTEL & GIFT SHOP, INC.",244 IRVIN GARRISH HWY,P. O. BOX 116,OCRACOKE,NC,27960,EVELYN AMANDA WRIGHT,ROSELAND,VA,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",6.0,6,8.0,HR,8.0,HR
1700,C-11038-53838,2011-02-10,2011-02-07,CERTIFIED,H-2B,NC,2011-04-01,2011-11-15,"SANDSCAPES, INC.",123 DR. NEW BERN ROAD,,POWELLS POINT,NC,27966,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",6.0,6,8.28,HR,8.28,HR
1701,C-10274-51119,2010-10-22,2010-10-01,DENIED,H-2B,NC,2011-03-01,2012-03-01,ROSA Z RODRIGUEZ,28618 FLINT RIDGE ROAD,,ALBEMARLE,NC,28001,ROSA A RODRIGUEZ,ALBEMARLE,NC,355.674-010,"Child-Care Attendant, School",399011.0,Child Care Workers,"CHILD CARE ATTENDANT, SCHOOL",1.0,0,125.0,WK,125.0,WK
1702,C-10274-51121,2010-10-22,2010-10-01,DENIED,H-2B,NC,2011-03-01,2012-03-01,ROSA  Z. RODRIGUEZ,28618 FLINT RIDGE RD,,ALBEMARLE,NC,28001,ROSA  Z. RODRIGUEZ,ALBEMARLE,NC,637.664-010,Heating-and-Air-Conditioning Installer-Servicer Helper,499098.0,"Helpers--Installation, Maintenance, and Repair Workers",ENVIRONMENTAL CONTROL SYSTEM INSTALLER SERVICER HE,1.0,0,,,,
1703,C-10363-52855,2011-01-21,2010-12-29,PARTIAL CERTIFIED,H-2B,NC,2011-03-01,2011-11-15,"ECOSCAPE SOLUTIONS GROUP OF RALEIGH, LLC",P.O. BOX 3328,,HUNTERSVILLE,NC,28070,MEREDITH W. BARNETTE/GARFINKEL IMMIGRATION LAW FIR,CHARLOTTE,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10.0,8,8.12,HR,8.12,HR
1704,C-10363-52859,2011-01-20,2010-12-29,PARTIAL CERTIFIED,H-2B,SC,2011-03-01,2011-11-15,"ECOSCAPE SOLUTIONS GROUP OF SOUTH CAROLINA, LLC",P.O. BOX 3328,,HUNTERSVILLE,NC,28070,MEREDITH W. BARNETTE/GARFINKEL IMMIGRATION LAW FIR,CHARLOTTE,NC,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",8.0,5,8.56,HR,8.56,HR
