AGENT_ATTORNEY_ADDRESS1,AGENT_ATTORNEY_ADDRESS2,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_POSTAL_CODE,AGENT_ATTORNEY_STATE,AGENT_POC_EMPLOYER_REP_BY_AGENT,ALIEN_WORK_CITY,ALIEN_WORK_STATE,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NO,CASE_RECEIVED_DATE,CASE_STATUS,STATUS_STANDARDIZED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,EDUCATION_LEVEL,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_COUNTRY,EMPLOYER_NAME,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,EMPLOYER_POSTAL_CODE,EMPLOYER_PROVINCE,EMPLOYER_REP_BY_AGENT,EMPLOYER_STATE,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,FULL_TIME_POSITION,FY,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,JOB_END_DATE,JOB_IDNUMBER,JOB_START_DATE,JOB_TITLE,LAWFIRM_NAME,MAJOR,NAICS_CODE,NAME_REQD_TRAINING,NATURE_OF_TEMPORARY_NEED,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NUM_MONTHS_TRAINING,ORGANIZATION_FLAG,OTHER_EDU,OTHER_WORKSITE_LOCATION,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PRIMARY/SUB,PRIMARY_CROP,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,SOC_CODE,SOC_TITLE,SUPERVISE_HOW_MANY,SUPERVISE_OTHER_EMP,SWA_NAME,TRADE_NAME,TRAINING_REQ,VISA_CLASS,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_POSTAL_CODE,WORKSITE_LOCATION_STATE
,,Casper,SANDRA STUNTEBECK,,WY,Y,,,60,1206.31,Month,H-300-16299-803279,10/25/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/1/17,10/31/17,11/18/16,None,"3000 West County Road 70, Fort Collins CO 80524","3000 West County Road 70, Fort Collins CO 80524",Fort Collins,UNITED STATES OF AMERICA,"Weaver Ranch, Inc",970-568-3898,,80524,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,6/1/17,CO6733164,10/27/16,Range Livestock Worker,MPAS,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Fort Collins,Larimer,80524,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16323-396547,11/18/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/17,11/30/17,12/12/16,None,"69116 Hwy 64, Meeker CO 81641 (Physical Address)","P.O.Box 804, Meeker CO 81641 (Mailing Address)",Meeker,UNITED STATES OF AMERICA,Etchart Ranches,970-878-4640,,81641,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/1/17,CO6764177,11/21/16,Range Livestock Worker,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,Meeker,Rio Blanco,81641,CO
,,CASPER,Sandra Stuntebeck,,WY,Y,,,60,1389.67,Month,H-300-16358-676282,12/23/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,3/1/17,11/30/17,1/23/17,None,"20215 F. Road, Delta CO 81416","20215 F. Road, Delta CO 81416",Delta,UNITED STATES OF AMERICA,SPERRY LIVESTOCK CORP.,970-250-5859,,81416,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/16/17,CO6797794,12/27/16,Range Livestock Worker,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,3,3,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Delta,Dleta,81416,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16323-427418,11/18/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/17,11/30/17,12/23/16,None,"10775 RCR 29, Hayden CO 81639 (Physical Address)","PO Box 897, Craig CO 81626 (Mailing Address)",Hayden,UNITED STATES OF AMERICA,CROSS MOUNTAIN RANCH,970-824-2803,,81639,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,9/1/17,CO6769021,11/18/16,Range Livestock Worker,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,6,6,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,Hayden,Routte,81639,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16347-898030,12/12/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,3/1/17,12/31/17,1/9/17,None,"15488 County Road 77, Somerset CO 81434","22562 Oatman Rd, Eckert CO 81418",Somerset,UNITED STATES OF AMERICA,Volk Ranch LLLP,970-835-3944,,81434,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,8/2/17,CO6790599,12/13/16,Range Livestock Worker,MOUNTAIN PLAINS AG. SERVICE,,112410,,Seasonal,3,3,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,Somerset,Gunnison,81434,CO
,,Casper,SANDRA STUNTEBECK,,WY,Y,,,60,1206.31,Month,H-300-16326-199122,11/21/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/17,11/30/17,12/12/16,None,"531 4th Avenue West, Craig CO 81625","531 4th Avenue West, Craig CO 81625",Craig,UNITED STATES OF AMERICA,LRH Inc.,970-824-5535,,81625,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/1/17,CO6764165,11/22/16,Range Livestock Worker,MPAS,,112410,,Seasonal,4,4,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Craig,Moffat,81625,CO
,,Casper,SANDRA STUNTEBECK,,WY,Y,,,60,1206.31,Month,H-300-16327-043053,11/22/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/17,11/30/17,12/12/16,None,"351 School Street # 1, Craig CO 81625","351 School Street # 1, Craig CO 81625",Craig,UNITED STATES OF AMERICA,Diamond Peak Cattle Company,970-824-5750,,81625,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/1/17,CO6767091,11/23/16,Range Livestock Worker,MPAS,,112410,,Seasonal,24,24,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Craig,Moffat,81625,CO
,,Casper,SANDRA STUNTEBECK,,WY,Y,,,60,1389.67,Month,H-300-17052-091835,2/21/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/10/17,11/30/17,3/10/17,None,"351 School Street # 1, Craig CO 81625","351 School Street # 1, Craig CO 81625",Craig,UNITED STATES OF AMERICA,Diamond Peak Cattle Company,970-824-5750,,81625,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,8/5/17,CO6863933,2/22/17,Range Livestock Worker,MPAS,,112410,,Seasonal,8,8,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Craig,Moffat,81625,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16293-354385,10/19/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/1/17,10/31/17,11/23/16,None,"21729 State Hwy 285, La Jara CO 81140 (Physical Address)","21729 State Hwy 285, La Jara CO 81140 (Mailing Address)",La Jara,UNITED STATES OF AMERICA,Veronic Gallegos,719-580-9633,,81140,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,6/1/17,CO6725372,10/20/16,Range Livestock Worker,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,1,1,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,LaJara,Conejos,81140,CO
,,Casper,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16293-575650,10/19/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/1/17,10/31/17,12/6/16,None,"1655 County Road 247, Newcastle CO 81647 (Physical Address)","1655 County Road 247, Newcastle CO 81647 (Mailing Address)",Newcastle,UNITED STATES OF AMERICA,CALVIN ROBERTS RANCH,970-984-2466,,81647,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,6/1/17,CO6727461,10/24/16,Range Livestock Worker,Mountain Plains Ag Service,,112410,,Seasonal,3,3,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,New Castle,Garfield,81647,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16322-624920,11/17/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/30/17,1/29/18,12/22/16,None,"2949 Pinon Circle, Craig CO 81625","PO Box 789 , Craig CO 81626",Craig,UNITED STATES OF AMERICA,LR Smith Investments LLC,970-826-0632,,81626,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/31/17,2619906,11/23/16,Sheepherder,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,8,8,,Individual Employer,,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Department of Workforce Services,,N,H-2A,Baggs,Carbon,82321,WY
,,Casper,SANDRA STUNTEBECK,,WY,Y,,,60,1206,Month,H-300-16327-096582,11/22/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/17,11/30/17,12/23/16,None,"22990 RCR 54, Steamboat Springs CO 80487","22990 RCR 54, Steamboat Springs CO 80487",Steamboat Springs,UNITED STATES OF AMERICA,HARVEY RANCH,970-870-9665,,80487,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/1/17,CO6767093,11/23/16,Range Livestock Worker,MPAS,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Steamboat Spings,Routt,80487,CO
,,Casper,SANDRA STUNTEBECK,,WY,Y,,,60,1206.31,Month,H-300-16327-928647,11/22/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/17,10/31/17,12/19/16,None,"5174 County Road 237, Rifle CO 81650","4450 County Road 245, Newcastle CO 81647",Rifle,UNITED STATES OF AMERICA,Warren Roberts,970-984-2617,,81650,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,6/17/17,6767092,11/23/17,Range Livestock Worker,MPAS,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Rifle,Garfield,81650,CO
,,Casper,Lisa Meyer,,WY,Y,,,60,1389.67,Month,H-300-17020-114546,1/20/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/1/17,10/31/17,2/7/17,None,"21490 US Hwy 40, Milner CO 80487","HC 66, Box 45, Steamboat Springs CO 80487",Milner,UNITED STATES OF AMERICA,"Camilletti and Sons, Inc",970-879-5260,,80487,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/16/17,CO6824614,1/20/17,Range Livestock Worker,Mountain Plains Ag Service,,112410,,Seasonal,6,6,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Milner,Routt,80487,CO
,,CASPER,SANDRA STUNTEBECK,,WY,Y,,,60,1389.67,Month,H-300-16358-714973,12/23/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/28/17,2/27/18,1/13/17,None,"20215 F. Road, Delta CO 81416","20215 F. Road, Delta CO 81416",Delta,UNITED STATES OF AMERICA,Sperry Livestock Corp.,970-250-5889,,81416,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,8/15/17,CO6796801,12/27/16,Sheepherder,MPAS,,112410,,Seasonal,1,1,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Delta,Delta,81416,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1389.67,Month,H-300-17016-763462,1/20/17,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,4/15/17,10/1/17,2/7/17,None,"679 Haughey Road, Craig CO 81625","679 Haughey Road, Craig CO 81625",Craig,UNITED STATES OF AMERICA,Villard Ranch LLC,970-326-7592,,81625,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/8/17,CO 6830300,1/25/17,Sheepherder,MOUNTAIN PLAINS AG. SERVICE,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,Craig,Moffat,81625,CO
,,Casper,Lisa Meyer,,WY,Y,,,60,1389.67,Month,H-300-17125-439677,5/5/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,8/30/17,8/29/18,5/16/17,None,"6909 County Rd 49, Meeker CO 81641","PO Box 282, Meeker CO 81641",Meeker,UNITED STATES OF AMERICA,Nick Theos Family Ranch LP,970-878-5369,,81641,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,2/28/18,CO6956308,5/8/17,Sheepherder,MPAS,,112410,,Seasonal,4,4,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Meeker,Rio Blanco,81641,UT
,,CASPER,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16293-579361,10/19/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/1/17,12/31/17,11/18/16,None,"10775 RCR 29, Hayden CO 81639 (Physical Address)","PO Box 897, Craig CO 81626 (Mailing Address)",Craig,UNITED STATES OF AMERICA,Cross Mountain Ranch,970-824-2803,,81625,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/1/17,CO6723309,10/19/16,Sheepherder,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,1,1,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,Hayden,Moffat County,81639,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16322-372848,11/17/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/30/17,1/29/18,12/21/16,None,"578 Barclay Street, Craig CO 81625 (Physical Address)","PO Box 215, Craig CO 81626 (Mailing Address)",Craig,UNITED STATES OF AMERICA,Smith Rancho Land and Livestock LLC,970-824-2631,,81626,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/30/17,CO6762089,11/18/16,Sheep Herder,MOUNTAIN PLAINS AG. SERVICE,,112410,,Seasonal,12,12,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Craig,Moffat,81625,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16323-544491,11/18/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/17,1/29/18,12/20/16,None,"425 Riverview Drive, Craig CO 81626 (Physical Address)","PO Box 1046, Craig CO 81626 (Mailing Address)",Craig,UNITED STATES OF AMERICA,Tuttle Land & Livestock Company LLC,970-824-3785,,81626,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,8/1/17,CO6764179,11/18/16,Sheep Herder,MOUNTAIN PLAINS AG. SERVICE,,112410,,Seasonal,6,6,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Craig,Moffat,81625,CO
,,Casper,LISA MEYER,,WY,Y,,,60,1389.67,Month,H-300-17061-203989,3/2/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/16/17,10/31/17,3/15/17,None,"1040 Stock Drive, Craig CO 81625","1040 Stock Drive, Craig CO 81625",Craig,UNITED STATES OF AMERICA,Two Bar Sheep Co. LLC,970-326-8614,,81625,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/24/17,CO6882076,3/9/17,Sheepherder,MPAS,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado Department of Labor & Employment,,N,H-2A,Maybell,Moffat,81640,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1389.67,Month,H-300-17166-199748,6/15/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,9/30/17,9/29/18,7/10/17,None,"29662 Highway 92, Hotchkiss CO 81419","29662 Highway 92, Hotchkiss CO 81419",Hotchkiss,UNITED STATES OF AMERICA,ALLEN RANCHES LLC,970-872-3044,,81419,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,3/30/18,CO7001865,6/16/17,Sheepherder,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,4,4,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,Hotchkiss,Delta,81419,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1389.67,Month,H-300-17170-582870,6/19/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,9/30/17,9/29/18,6/30/17,None,"4517 E. CR 10 So. , Monte Vista CO 81144","4517 E. CR 10 So. , Monte Vista CO 81144",Monte Vista,UNITED STATES OF AMERICA,Louis J Schmidt,719-852-2236,,81144,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,3/30/18,CO7012512,6/22/17,Sheepherder,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,5,5,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO Workforce,,N,H-2A,Monte Vista,Rio Grande,81144,CO
,,Casper,Lisa Meyer,,WY,Y,,,60,1389.67,Month,H-300-17199-053658,7/18/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,10/31/17,10/30/18,8/15/17,None,"1040 Stock Drive, Craig CO 81625","1040 Stock Drive, Craig CO 81625",Craig,UNITED STATES OF AMERICA,TWO BAR SHEEP CO. LLC,970-326-8614,,81625,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,4/30/18,CO7046563,7/22/17,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,12,12,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado Department of Labor & Employment,,N,H-2A,Maybell,Moffat,81640,CO
,,Casper,Lisa Meyer,,WY,Y,,,60,1389.67,Month,H-300-17212-653124,7/31/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,10/31/17,10/30/18,8/29/17,None,"37078 Highway 92, Hotchkiss CO 81419","PO Box 25, Hotchkiss CO 81419",Hotchkiss,UNITED STATES OF AMERICA,Allen Livestock,970-708-8901,,81419,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,4/30/18,CO7063000,8/2/17,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,6,6,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State workforce,,N,H-2A,Hotchkiss,Delta,81419,CO
,,Casper,SANDRA STUNTEBECK,,WY,Y,,,60,1389.67,Month,H-300-17213-329297,8/1/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,10/31/17,10/30/18,8/17/17,None,"619 Shepherds Lane, Hotchkiss CO 81419","PO Box 479, Hotchkiss CO 81419",Hotchkiss,UNITED STATES OF AMERICA,"Hotchkiss Ranches, Inc.",970-234-4852,,81419,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,4/30/18,CO7063009,8/2/17,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,10,10,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Hotchkiss,Delta,81419,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1389.67,Month,H-300-17178-610120,6/27/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,10/31/17,10/30/18,8/9/17,None,"35513 N Hwy 13, Craig CO 81625","35513 N Hwy 13, Craig CO 81625",Craig,UNITED STATES OF AMERICA,"20 MILE SHEEP, LLC",970-326-5889,,81625,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,4/30/18,CO7018166,6/29/17,Sheepherder,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,5,5,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,Craig,Moffett,81625,CO
,,Casper,Lisa Meyer,,WY,Y,,,60,1389.67,Month,H-300-17187-302284,7/6/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,10/31/17,10/30/18,8/1/17,None,"13609 County Road Z, La Jara CO 81140","13609 County Road Z, La Jara CO 81140",La Jara,UNITED STATES OF AMERICA,BAR TWO BAR RANCH LLC,719-580-3946,,81140,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,4/30/18,CO7037678,7/10/17,Sheepherder,MPAS,,112410,,Seasonal,3,3,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,La Jara,Conejos,81140,CO
,,Capser,Lisa Meyer,,WY,Y,,,60,1389.67,Month,H-300-17128-580376,5/8/17,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,7/30/17,7/29/18,5/16/17,None,"8712 RBC Road 5, Meeker CO 81641","8712 County Rd. 5, Rifle CO 81650",Meeker,UNITED STATES OF AMERICA,Sam Robinson,970-878-4605,,81641,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/29/18,CO6956309,7/30/17,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Meeker,Rio Blanco,81641,CO
,,Casper,SANDRA STUNTEBECK,,WY,Y,,,60,1206.31,Month,H-300-16242-098968,8/29/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,11/1/16,10/30/17,10/4/16,None,"619 Shepherds Lane, Hotchkiss CO 81419","PO Box 479, Hotchkiss CO 81419",Hotchkiss,UNITED STATES OF AMERICA,"HOTCHKISS RANCHES, INC.",(970) 234-4852,,81419,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,5/1/17,CO6667757,9/1/16,Sheepherder,MPAS,,112410,,Seasonal,9,9,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Hotchkiss,Delta,81419,CO
,,Casper,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16293-519708,10/19/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/1/17,12/31/17,11/18/16,None,"7105 County Road 5, Rifle CO 81650 (Physical Address)","7105 County Road 5, Rifle CO 81650 (Mailing Address)",Rifle,UNITED STATES OF AMERICA,Larry H Robinson,970-878-4834,,81650,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/1/17,CO 6727460,10/20/16,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,1,1,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado Department of Labor & Employment,,N,H-2A,Rifle,Rio Blanco,81650,CO
,,CASPER,Lisa Meyer,,WY,Y,,,60,1206.31,Month,H-300-16293-828761,10/19/16,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/1/17,12/31/17,11/30/16,None,"1775 12 Road, Loma CO 81524 (Physical Address)","1775 12 Road, Loma CO 81524 (Mailing Address)",Loma,UNITED STATES OF AMERICA,"Chacon Sheep Company, LLC",970-462-6361,,81524,,,CO,Y,6,Y,2017,12:00 AM,12:00 PM,7/1/17,CO6729068,10/20/16,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,7,7,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Colorado State Workforce,,N,H-2A,Loma,Mesa,81524,CO
