AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_STATE,AGENT_POC_EMPLOYER_REP_BY_AGENT,AGENT_POC_EMP_REP_BY_AGENT,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NUMBER,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,EDUCATION_LEVEL,EMPLOYEE_POSTAL_CODE,EMPLOYEE_WORKSITE_CITY,EMPLOYEE_WORKSITE_COUNTY,EMPLOYEE_WORK_STATE,EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_COUNTRY,EMPLOYER_NAME,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,EMPLOYER_POSTAL_CODE,EMPLOYER_PROVINCE,EMPLOYER_STATE,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,FEIN,FULL_TIME_POSITION,FY,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,JOB_END_DATE,JOB_IDNUMBER,JOB_START_DATE,JOB_TITLE,LAWFIRM_NAME,MAJOR,NAICS_CODE,NAME_REQUIRED_TRAINING,NATURE_OF_TEMPORARY_NEED,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NPC_SUBMITTED_DATE,NUMBER_OF_HOURS,NUM_MONTHS_TRAINING,OTHER_EDUCATION,OTHER_WORKSITE_LOCATION,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PAY_RANGE_UNIT,PREVAILING_WAGE,PW_UNIT_OF_PAY,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,SOC_CODE,SOC_TITLE,SUBMITTED_DATE,SUPERVISE_HOW_MANY,SUPERVISE_OTHER_EMP,SWA_NAME,TRADE_NAME_DBA,TRAINING_REQUIRED,VISA_TYPE,WORKSITE_ADDRESS_1,WORKSITE_ADDRESS_2,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_POSTAL_CODE,WORKSITE_STATE,
DENVER,Ceridwen Koski,CO,,,,$16.00 ,Hour,H-400-15251-360636,Withdrawn,11/23/15,4/17/16,10/2/15,None,,,,,117 Aspen Airport Business Ctr,,Aspen,UNITED STATES OF AMERICA,Aspen Skiing Company,970-920-4600,,81611,,CO,Y,3,,Y,2016,,,,,,Housekeeper,OGLETREE DEAKINS,,72111,,Peakload,,15,,,,,N,24,,,,,N,,37-2012,Maids and Housekeeping Cleaners,9/8/15,,N,,,N,H-2B,,,Aspen,,81611,CO,
,,,,,,$18.38 ,Hour,H-400-15257-112342,Certification Expired,11/29/15,4/3/16,11/10/15,None,,,,,565 MOUNTAIN VILLAGE BLVD.,,TELLURIDE,UNITED STATES OF AMERICA,"TSG SKI AND GOLF, LLC",970-728-7501,,81435,,CO,N,,,Y,2016,,,,,,"Ski/Snowboard Instructor, Level III Certified",,,61162,,Seasonal,8,8,,,,,Y,,,,,,N,,25-3021,Self-Enrichment Education Teachers,9/14/15,,N,,,N,H-2B,,,Telluride,,81435,CO,
Lovingston,Elizabeth Whitley,VA,,,,$13.64 ,Hour,H-400-15258-084194,Certification Expired,11/30/15,3/31/16,10/29/15,None,,,,,17418 E. Davies Pl,mailing: P.O. Box 110871  Aurora CO 80042,Aurora,UNITED STATES OF AMERICA,"GL, Inc.",303-576-6368,,80016,,CO,N,,,Y,2016,,,,,,Snow Removal Laborer,"MAS Labor H-2B, LLC",,561730,,Seasonal,20,20,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,9/15/15,,N,,,N,H-2B,,,Aurora,,80042,CO,
NORTH PORT,JON CLARK,FL,,,,$12.57 ,Hour,H-400-15259-211852,Withdrawn,11/1/15,5/15/16,10/13/15,High School/GED,,,,,"4736 W. Napoleon Avenue, Suite 201",,Metairie,UNITED STATES OF AMERICA,Regal Hospitality Solutions LLC,504-342-4300,,70001,,LA,N,,,Y,2016,,,,,,Housekeeper,EDUCATIONAL WORLD INC,,721110,,Peakload,,95,,,,,Y,0,0,,,,N,,37-2012,Maids and Housekeeping Cleaners,9/16/15,,N,,,N,H-2B,,,Breckenridge,,80424,CO,
COEUR D ALENE,KELLEY HAMMEREN,ID,,,,$14.58 ,Hour,H-400-15260-052089,Certification Expired,12/9/15,3/25/16,10/15/15,None,,,,,795 County Road 45X,,Norwood,UNITED STATES OF AMERICA,Telluride Garden & Maintenance,970-728-5065,,81435,,CO,N,,,Y,2016,,,,,,Snow Shoveler,LABOR CONSULTANTS INTERNATIONAL,,561730,,Seasonal,18,18,,,,,Y,21.87,28.5,,,,N,,37-3011,Landscaping and Groundskeeping Workers,9/17/15,,N,,,N,H-2B,,,Telluride,,81435,CO,
,,,,,,$16.95 ,Hour,H-400-15260-999498,Partial Certification Expired,12/2/15,5/31/16,11/9/15,None,,,,,10233 SOUTH PARKER ROAD,,PARKER,UNITED STATES OF AMERICA,COMMERCE CITY CONCRETE,307-680-7000,,80134,,CO,Y,3,,Y,2016,,,,,,FRAMING LABORER,,,238130,,Peakload,29,30,,,,,Y,25.43,25.43,,,,N,,47-2061,Construction Laborers,9/18/15,,N,,,N,H-2B,,,CLARKSTON,,99403,WA,
CHARLOTTE,STEPHEN HADER,NC,,,,$11.75 ,Hour,H-400-15261-010045,Certification Expired,12/14/15,5/1/16,11/5/15,High School/GED,,,,,965 N. Ten Mile Drive,"PO BOX 8797, Breckenridge, CO 80424",FRISCO,UNITED STATES OF AMERICA,SKIWORLD LTD (US),540-336-9601,,80443,,CO,Y,3,,Y,2016,,,,,,SHORT ORDER COOK,MOORE & VAN ALLEN PLLC,,56152,,Seasonal,3,3,,,,,Y,,,,,,N,,35-2015,"Cooks, Short Order",9/19/15,,N,,,N,H-2B,,,BRECKENRIDGE,,80424,CO,
AVON,CHRISTOPHER POOLEY,CO,,,,$15.35 ,Hour,H-400-15261-320994,Denied,11/15/15,4/30/16,10/19/15,None,,,,,140 G.H. Daniels Boulevard,,Gypsum,UNITED STATES OF AMERICA,Handy Andy Snow Removal,970-524-5012,,81637,,CO,N,,,Y,2016,,,,,,Snow Removal Laborer,"LAW OFFICE OF CHRIS POOLEY, ESQ.",,561730,,Seasonal,,10,,,,,Y,23.03,25.5,,,,N,,37-3011,Landscaping and Groundskeeping Workers,9/18/15,,N,,,N,H-2B,,,Gypsum,,81637,CO,
DENVER,SHERRY LIN,CO,,,,$12.56 ,Hour,H-400-15261-561120,Denied,12/2/15,8/31/16,11/16/15,None,,,,,5 Murray Road (P.O.Box 2000),Ste. A-5,Edward,UNITED STATES OF AMERICA,"O'Bos Enterprises, LLC",970-926-9300,,81632,,CO,Y,3,,Y,2016,,,,,,Sales Associate - Retail Clothing Store,"MOUNTAIN STATES EMPLOYERS COUNCIL, INC.",,448150,,Peakload,,10,,,,,Y,18.84,,,,,N,,41-2011,Cashiers,9/18/15,,N,,,N,H-2B,,,,,,CO,
VAIL,AMY NOVAK,CO,,,,$15.38 ,Hour,H-400-15261-723906,Certification Expired,1/21/16,4/10/16,1/21/16,None,,,,,PO Box 2796 (mailing),278 Hanson Ranch Road (phys),Vail,UNITED STATES OF AMERICA,Colorado Ski Service,970-476-2566,,81658,,CO,N,,,Y,2016,,,,,,Ski/Boot Technician,NOVAK LAW OFFICE,,451110,,Peakload,2,2,,,,,N,23.07,23.07,,,,N,,41-2021,Counter and Rental Clerks,11/2/15,,N,,,N,H-2B,,,Vail,,81658,CO,
COEUR D ALENE,KELLEY HAMMEREN,ID,,,,$11.32 ,Hour,H-400-15264-519139,Certification Expired,12/15/15,4/7/16,10/30/15,None,,,,,209 E. Colorado Ave,,Telluride,UNITED STATES OF AMERICA,Telluride Rentals,970-708-7632,,81435,,CO,Y,3,,Y,2016,,,,,,Housekeepers,LABOR CONSULTANTS INTERNATIONAL,,721199,,Seasonal,5,5,,,,,N,16.98,19.5,,,,N,,37-2012,Maids and Housekeeping Cleaners,9/21/15,,N,,,N,H-2B,,,Mountain Village,,81435,CO,
BAY CITY,ROBIN SVEC,TX,,,,$13.64 ,Hour,H-400-15274-457061,Certification,4/1/16,11/30/16,2/26/16,None,,,,,1101 East 64th ave,,Denver,UNITED STATES OF AMERICA,Environmental Logistics,303-275-0661,,80229,,CO,N,,,Y,2016,,,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Peakload,20,20,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Denver,,80229,CO,
,,,,,,$16.95 ,Hour,H-400-15277-604374,Certification Expired,12/21/15,5/31/16,11/23/15,None,,,,,10233 SOUTH PARKER ROAD,,PARKER,UNITED STATES OF AMERICA,COMMERCE CITY CONCRETE,307-680-7000,,80134,,CO,Y,3,,Y,2016,,,,,,FRAMING LABORER,,,238130,,Peakload,30,30,,,,,Y,25.43,25.43,,,,N,,47-2061,Construction Laborers,10/4/15,,N,,,N,H-2B,,,,,,WA,
,,,,,,$15.00 ,Hour,H-400-15278-949785,Denied,4/1/16,11/30/16,2/1/16,None,,,,,1053 SNOW LILY COURT,,CASTLE PINES,UNITED STATES OF AMERICA,DANIEL'S LANDSCAPE AND DESIGN LLC,702-394-9003,,80108,,CO,Y,12,,Y,2016,,,,,,Skilled Stonemason,,,54132,,Seasonal,,20,,,,,Y,,,,,,N,,47-2022,Stonemasons,12/2/15,,N,,,N,H-2B,,,,,,CO,
AVON,CHRISTOPHER POOLEY,CO,,,,$15.00 ,Hour,H-400-15279-568679,Denied,11/15/15,4/30/16,11/23/15,None,,,,,11543 West Tulane Place,,Littleton,UNITED STATES OF AMERICA,Riverdale Nurseries,303-972-2637,,80127,,CO,N,,,Y,2016,,,,,,Snow Removal Laborers,"LAW OFFICE OF CHRIS POOLEY, ESQ.",,561730,,Seasonal,,15,,,,,Y,22.5,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,10/6/15,,N,,,N,H-2B,,,Thornton,,80233,CO,
BAY CITY,ROBIN SVEC,TX,,,,$13.64 ,Hour,H-400-15287-299520,Certification,3/15/16,11/15/16,2/11/16,None,,,,,2200 Rifle St.,,Aurora,UNITED STATES OF AMERICA,"Metco Landscape, Inc.",303-421-3100,,80011,,CO,N,,,Y,2016,,,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Peakload,250,250,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/17/15,,N,,,N,H-2B,,,Aurora,,80011,CO,
BOULDER,Lisa Battan,CO,,,,$13.43 ,Hour,H-400-15287-300223,Certification,4/1/16,11/30/16,3/29/16,None,,,,,15002 Singletree Drive,,Mead,UNITED STATES OF AMERICA,Jose G. Martinez Landscaping,720-938-3493,,80542,,CO,N,,,Y,2016,,,,,,Landscape Laborer,"LISA E. BATTAN, P.C.",,561730,,Seasonal,16,16,,,,,Y,20.15,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/5/16,,N,,,N,H-2B,,,Mead,,80542,CO,
BAY CITY,ROBIN SVEC,TX,,,,$12.34 ,Hour,H-400-15287-760288,Certification,4/1/16,11/15/16,2/18/16,None,,,,,1925 Aeroplaza Dr,,Colorado Springs,UNITED STATES OF AMERICA,All American Maintenance Inc.,719-637-0313,,80916,,CO,N,,,Y,2016,,,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Peakload,35,35,,,,,Y,18.51,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Colorado Springs,,80916,CO,
AUSTIN,ROBERT KERSHAW,TX,,,,$14.18 ,Hour,H-400-15288-387466,Certification,3/1/16,12/1/16,2/8/16,None,,,,,570 S. Commercial Dr.,,Grand Junction,UNITED STATES OF AMERICA,"Liqui Green, Inc.",970-256-1928,,81505,,CO,Y,1,,Y,2016,,,,,,Landscaping Laborer,"THE KERSHAW LAW FIRM, PC",,561730,,Peakload,13,13,,,,,Y,21.27,22.5,,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/2/15,,N,,,N,H-2B,,,Grand Junction,,81505,CO,
DENVER,Ceridwen Koski,CO,,,,$16.00 ,Hour,H-400-15289-274501,Certification Expired,12/30/15,4/17/16,12/3/15,None,,,,,117 Aspen Airport Business Ctr,,Aspen,UNITED STATES OF AMERICA,Aspen Skiing Company,970-920-4600,,81611,,CO,Y,3,,Y,2016,,,,,,Housekeeper,OGLETREE DEAKINS NASH SMOAK STEWART P.C.,,72111,,Peakload,15,15,,,,,N,24,,,,,N,,37-2012,Maids and Housekeeping Cleaners,10/16/15,,N,,,N,H-2B,,,Aspen,,81611,CO,
AVON,CHRISTOPHER POOLEY,CO,,,,$15.35 ,Hour,H-400-15294-744315,Certification Expired,1/4/16,4/30/16,12/10/15,None,,,,,140 G.H. Daniels Boulevard,,Gypsum,UNITED STATES OF AMERICA,Handy Andy Snow Removal,970-524-5012,,81637,,CO,N,,,Y,2016,,,,,,Snow Removal Laborer,"LAW OFFICE OF CHRIS POOLEY, ESQ.",,561730,,Seasonal,10,10,,,,,Y,23.03,25.5,,,,N,,37-3011,Landscaping and Groundskeeping Workers,10/21/15,,N,,,N,H-2B,,,Gypsum,,81637,CO,
LAFAYETTE,CATHERINE BROWN,CO,,,,$15.59 ,Hour,H-400-15295-060155,Certification,3/1/16,11/30/16,1/15/16,None,,,,,4301 N. County Rd 27,,Loveland,UNITED STATES OF AMERICA,Colorado Flagstone Inc.,970-203-1072,,80538,,CO,N,,,Y,2016,,,,,,Stone Cutter,LAW OFFICE OF CATHERINE BROWN LLC,,238140,,Seasonal,11,11,,,,,N,23.39,23.39,,,,N,,47-5051,"Rock Splitters, Quarry",12/2/15,,N,,,N,H-2B,,,Loveland,,80538,CO,
BAY CITY,RITA ROMERO,TX,,,,$13.64 ,Hour,H-400-15296-751993,Certification,3/1/16,11/30/16,1/13/16,None,,,,,3355 S. Umatilla St.,,Englewood,UNITED STATES OF AMERICA,Keesen Landscape Management Inc,303-761-0444,,80110,,CO,N,,,Y,2016,,,,,,Landscape Laborer,Federation of Employers& Workers of America,,561730,,Peakload,160,160,,,,,Y,20.46,22.13,,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/2/15,,N,,,N,H-2B,,,Englewood,,80110,CO,
BAY CITY,BRANDI COWAN,TX,,,,$13.64 ,Hour,H-400-15299-151251,Certification,3/1/16,11/30/16,2/8/16,None,,,,,5253 E. 38th Avenue,,Denver,UNITED STATES OF AMERICA,Lawntech Enterprises Inc.,303-322-6272,,80207,,CO,N,,,Y,2016,,,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Seasonal,18,18,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/7/15,,N,,,N,H-2B,,,Denver,,80207,CO,
BAY CITY,ROBIN SVEC,TX,,,,$13.64 ,Hour,H-400-15299-407423,Certification,2/23/16,11/1/16,2/5/16,None,,,,,3128 Industrial Way,,Castle Rock,UNITED STATES OF AMERICA,Colorado Property Care,303-814-6070,,80109,,CO,N,,,Y,2016,,,,,,Landscape Maintenance Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Peakload,15,15,,,,,Y,20.46,20.72,,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/1/15,,N,,,N,H-2B,,,Castle Rock,,80109,CO,
BAY CITY,BRANDI COWAN,TX,,,,$13.64 ,Hour,H-400-15300-210699,Certification,3/1/16,11/30/16,1/12/16,None,,,,,3333 S. Wadsworth Blvd #216,,Lakewood,UNITED STATES OF AMERICA,Creativexteriors,303-422-9747,,80227,,CO,N,,,Y,2016,,,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Peakload,55,55,,,,,Y,20.46,33,,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/2/15,,N,,,N,H-2B,,,Sheridan,,80110,CO,
Frisco,VERONICA STRICKLAND-BIRKENSTOCK,TX,,,,$14.00 ,Hour,H-400-15301-214021,Certification,1/12/16,10/2/16,1/4/16,None,,,,,900 Pine Grove Circle,,Steamboat Springs,UNITED STATES OF AMERICA,Wyndham Vacation Ownership,973-753-6900,,80487,,CO,Y,2,,Y,2016,,,,,,Housekeeper,PRACTICAL EMPLOYEE SOLUTIONS,,721110,,Peakload,10,10,,,,,N,21,21,,,,N,,37-2012,Maids and Housekeeping Cleaners,10/29/15,,N,,,N,H-2B,,,Steamboat Springs,,80487,CO,
,,,,,,$13.64 ,Hour,H-400-15301-238477,Certification,4/18/16,10/31/16,4/18/16,None,,,,,932 Salida Way,,Aurora,UNITED STATES OF AMERICA,OUTSIDE DREAMS LLC,303-359-9533,,80011,,CO,N,,,Y,2016,,,,,,Landscape Laborer,,,561730,,Seasonal,10,10,,,,,Y,20.46,20.46,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/8/16,,N,,,N,H-2B,,,Aurora,,80011,CO,
WINDSOR,SUE BOWEN,CO,,,,$16.07 ,Hour,H-400-15301-460135,Certification Expired,1/18/16,9/17/16,1/7/16,None,,,,,1018 RACINE STREET,,AURORA,UNITED STATES OF AMERICA,LINO'S TILE COMPANY,720-301-7385,,80011,,CO,N,,,Y,2016,,,,,,"Helpers--Brickmasons, Blockmasons, Stonemasons,","LABOR SOLUTIONS, INC.",,238340,,Peakload,15,15,,,,,Y,24.11,,,,,N,,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons,",11/2/15,,N,,,N,H-2B,,,Aurora,,80011,CO,
AUSTIN,ROBERT KERSHAW,TX,,,,$13.64 ,Hour,H-400-15306-780533,Certification,4/1/16,10/31/16,2/29/16,None,,,,,1060 East County Road 6C,,Berthoud,UNITED STATES OF AMERICA,Rocky Mountain Environmental Construction Inc.,970-532-1717,,80513,,CO,N,,,Y,2016,,,,,,Laborer,"THE KERSHAW LAW FIRM, PC",,561730,,Peakload,10,10,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Berthoud,,80513,CO,
AURORA,JEFF JOSEPH,CO,,,,$13.64 ,Hour,H-400-15308-219787,Certification,3/1/16,11/30/16,2/8/16,None,,,,,5895 W. 56th Ave.,,Arvada,UNITED STATES OF AMERICA,"Highlands Landscaping & Fencing, LLC",720-884-6378,,80002,,CO,N,,,Y,2016,,,,,,Landscape Laborer,"JOSEPH LAW FIRM, PC",,561730,,Seasonal,20,20,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/2/15,,N,,,N,H-2B,,,Arvada,,80002,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15308-515838,Certification,3/1/16,11/30/16,1/13/16,None,,,,,5160 WEST MAPLEWOOD AVENUE,,LITTLETON,UNITED STATES OF AMERICA,PARKSIDE LANDSCAPING INC.,303-321-5886,,80123,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,40,40,,,,,Y,20.46,0,,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/2/15,,N,,,N,H-2B,,,Denver,,80231,CO,
AUSTIN,ROBERT KERSHAW,TX,,,,$13.64 ,Hour,H-400-15308-910927,Certification,4/1/16,11/30/16,3/3/16,None,,,,,"3300 S. Quivas St., Unit B",,Englewood,UNITED STATES OF AMERICA,Mitch's Green Thumb Landscaping Colorado Corporation,303-781-2331,2,80110,,CO,N,,,Y,2016,,,,,,Laborer,"THE KERSHAW LAW FIRM, PC",,561730,,Peakload,20,20,,,,,Y,20.46,22.5,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Englewood,,80110,CO,
BAY CITY,ROBIN SVEC,TX,,,,$13.64 ,Hour,H-400-15309-189138,Certification,4/1/16,10/15/16,3/22/16,None,,,,,13195 N. Highland Circle,,Littleton,UNITED STATES OF AMERICA,Jim's Pride Landscaping And Maintenance Inc.,303-948-6488,,80125,,CO,N,,,Y,2016,,,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,561730,,Peakload,35,35,,,,,Y,20.46,26.25,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/11/16,,N,,,N,H-2B,,,Littleton,,80125,CO,
VAIL,AMY NOVAK,CO,,,,$15.00 ,Hour,H-400-15309-269299,Withdrawn,2/15/16,11/15/16,12/3/15,Bachelor's,,,,,349 Shavano Street (physical),P.O. Box 2525 (mailing),Crested Buttle,UNITED STATES OF AMERICA,West Elk Soccer Association,970-948-0837,,81224,,CO,Y,24,,Y,2016,,,,,,Director of Coaching and Programs,NOVAK LAW OFFICE,Sports related field,711211,,Peakload,,1,,,,,Y,22.5,22.5,,,,N,,27-2022,Coaches and Scouts,12/3/15,5,Y,,,N,H-2B,,,Crested Butte,,81224,CO,
MECHANICSVILLE,FERNANDO SAENZ,VA,,,,$13.64 ,Hour,H-400-15309-372702,Partial Certification,2/15/16,11/15/16,1/12/16,None,,,,,8585 EAST WARREN AVENUE,,DENVER,UNITED STATES OF AMERICA,SWINGLE INC,303-369-1512,,80231,,CO,Y,3,,Y,2016,,,,,,Landscape Laborer,WORKFORCE ADVANTAGE,,561730,,Peakload,53,55,,,,,Y,20.46,22.5,,,,N,,37-3011,Landscaping and Groundskeeping Workers,11/18/15,,N,,,N,H-2B,,,DENVER,,80231,CO,
VAIL,AMY NOVAK,CO,,,,$13.48 ,Hour,H-400-15309-449519,Certification,4/1/16,12/31/16,3/29/16,None,,,,,P.O. Box 2123 (mailing),775 Chambers Avenue,Eagle,UNITED STATES OF AMERICA,TCC Contractors Inc.,970-328-2340,,81631,,CO,N,,,Y,2016,,,,,,Roofing Laborer,NOVAK LAW OFFICE,None,238160,,Peakload,20,20,,,,,Y,20.22,20.22,,,,N,,47-3016,Helpers--Roofers,1/5/16,,N,,,N,H-2B,,,Eagle,,81631,CO,
VAIL,AMY NOVAK,CO,,,,$15.11 ,Hour,H-400-15309-615915,Certification,4/1/16,11/30/16,3/24/16,None,,,,,PO Box 2049 (mailing),916 B Chambers Avenue (physical),Eagle,UNITED STATES OF AMERICA,Mountain Top Ventures,970-328-4129,,81631,,CO,N,,,Y,2016,,,,,,Landscaper,NOVAK LAW OFFICE,None,561730,,Peakload,23,23,,,,,Y,22.66,27,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/5/16,,N,,,N,H-2B,,,Eagle,,81631,CO,
VAIL,AMY NOVAK,CO,,,,$13.64 ,Hour,H-400-15309-942470,Certification,3/1/16,11/30/16,2/23/16,None,,,,,"12650 West 64th Avenue, Unit E, #430",,Arvada,UNITED STATES OF AMERICA,"Landscape Consultants and Contractors, Inc.",303-980-0360,,80004,,CO,N,,,Y,2016,,,,,,Landscaper,NOVAK LAW OFFICE,None,56173,,Peakload,22,22,,,,,Y,20.46,20.46,,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/3/15,,N,,,N,H-2B,,,Arvada,,80004,CO,
BAY CITY,BRANDI COWAN,TX,,,,$15.11 ,Hour,H-400-15312-035216,Certification,4/1/16,10/31/16,2/24/16,None,,,,,36707 Hwy 6 & 24,"Mailing: PO Box 481, Edwards, CO 81632",Edwards,UNITED STATES OF AMERICA,Country Club of the Rockies,970-926-3485,,81632,,CO,N,,,Y,2016,,,,,,Landscape Laborer,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,,713910,,Seasonal,21,21,,,,,N,22.67,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Edwards,,81632,CO,
VAIL,AMY NOVAK,CO,,,,$15.11 ,Hour,H-400-15313-112777,Certification,4/1/16,11/15/16,3/18/16,None,,,,,33601 Highway 6,,Edwards,UNITED STATES OF AMERICA,"Colorado Alpines, Inc.",970-926-5504,,81632,,CO,N,,,Y,2016,,,,,,Landscaper,NOVAK LAW OFFICE,None,561730,,Peakload,10,10,,,,,Y,22.66,22.66,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/5/16,,N,,,N,H-2B,,,Edwards,,81631,CO,
WINDSOR,SUE BOWEN,CO,,,,$15.80 ,Hour,H-400-15313-249489,Certification,4/5/16,12/1/16,4/5/16,None,,,,,4740 SOUTH WYANDOT STREET,,ENGLEWOOD,UNITED STATES OF AMERICA,"ALL PHASE CONCRETE CONSTRUCTION, INC. (CL)",303-783-9788,,80110,,CO,N,,,Y,2016,,,,,,Construction Laborers,"LABOR SOLUTIONS, INC.",,238110,,Peakload,15,15,,,,,Y,23.7,,,,,N,,47-2061,Construction Laborers,1/2/16,,N,,,N,H-2B,,,Englewood,,80110,CO,
WINDSOR,SUE BOWEN,CO,,,,$12.34 ,Hour,H-400-15313-263410,Certification,4/1/16,11/15/16,3/9/16,None,,,,,777 CONRAD STREET,,COLORADO SPRINGS,UNITED STATES OF AMERICA,"ASPEN LEAF LANDSCAPE MAINTENANCE, INC.",719-591-9972,,80915,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,8,8,,,,,Y,18.51,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Colorado Springs,,80915,CO,
VAIL,AMY NOVAK,CO,,,,$16.59 ,Hour,H-400-15313-413728,Certification,4/26/16,11/30/16,4/26/16,None,,,,,P.O. Box 1956 (mailing),1019 Edwards Village Road B-5,Edwards,UNITED STATES OF AMERICA,"Double M Asphalt and  Coatings, Inc.",970-926-3343,,81632,,CO,N,,,Y,2016,,,,,,Construction Laborer,NOVAK LAW OFFICE,None,488490,,Seasonal,7,7,,,,,Y,24.89,24.89,,,,N,,47-2061,Construction Laborers,1/18/16,,N,,,N,H-2B,,,Edwards,,81632,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15313-741688,Certification,4/1/16,11/30/16,2/24/16,None,,,,,16080 SMITH ROAD,,AURORA,UNITED STATES OF AMERICA,"ALL PHASE LANDSCAPE CONSTRUCTION, INC.",303-360-0606,,80011,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,35,35,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Aurora,,80011,CO,
WINDSOR,SUE BOWEN,CO,,,,$13.64 ,Hour,H-400-15313-902249,Certification,4/1/16,10/27/16,2/22/16,None,,,,,9432 NORTH MOTSENBOCKER ROAD,,PARKER,UNITED STATES OF AMERICA,AMERICAN LANDSCAPE MAINTENANCE CO.,303-841-2820,,80134,,CO,N,,,Y,2016,,,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Peakload,15,15,,,,,Y,20.46,,,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/2/16,,N,,,N,H-2B,,,Parker,,80134,CO,
WINDSOR,SUE BOWEN,CO,,,,$18.14 ,Hour,H-400-15313-921919,Certification,4/1/16,12/1/16,3/1/16,None,,,,,4740 SOUTH WYANDOT STREET,,ENGLEWOOD,UNITED STATES OF AMERICA,"ALL PHASE CONCRETE CONSTRUCTION, INC. (F)",303-783-9788,,80110,,CO,N,,,Y,2016,,,,,,Cement Masons and Concrete Finishers,"LABOR SOLUTIONS, INC.",,238110,,Peakload,15,15,,,,,Y,27.21,,,,,N,,47-2051,Cement Masons and Concrete Finishers,1/2/16,,N,,,N,H-2B,,,Englewood,,80110,CO,
