,FY,CASE_NUMBER,DECISION_DATE,VISA_CLASS,SUBMITTED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,TRADE_NAME_DBA,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_POC_EMPLOYER_REP_BY_AGENT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PAY_RANGE_UNIT,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUM_MONTHS_TRAINING,NAME_REQUIRED_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
4477,2017,H-400-16364-830951,2017-02-06,H-2B,2017-01-01,Certification,2017-04-01,2017-11-01,"CAPE COD LOBSTER CLAW, INC.",,42 ROUTE 6A,,ORLEANS,MA,02653,UNITED STATES OF AMERICA,,508-255-1800,,Y,LAW OFC EDW R WHITE PC,EDWARD WHITE,BOSTON,MA,DISHWASHERS,35-9021,Dishwashers,722110.0,15.0,15.0,Y,Seasonal,40,11:00 AM,07:00 PM,$11.,,,Hour,N,,None,,,N,,N,,,N,,Orleans,Barnstable,MA,02653,N,,,,
4478,2017,H-400-16364-845725,2017-03-07,H-2B,2017-01-05,Certification,2017-04-01,2017-12-16,Blue Chip Farms. LLC,,807 Hoagerburgh Road,,Wallkill,NY,12589,UNITED STATES OF AMERICA,,845-895-3930,,Y,"Friestad Law Firm, APC",Shawn Friestad,Bellingham,WA,Horse Show Groom,39-2021,Nonfarm Animal Caretakers,115210.0,5.0,5.0,Y,Peakload,40,07:00 AM,04:00 PM,$11.42,,,Hour,N,,None,,,N,,N,,,Y,1.0,Wallkill,Ulster,NY,12589,N,,,,
4479,2017,H-400-16364-855854,2017-02-21,H-2B,2017-01-02,Certification Expired,2017-04-01,2017-07-31,JB Vine Company,,448 Carroll Ave.,,Wake Village,TX,75501,UNITED STATES OF AMERICA,,903-701-3181,,Y,MASLABOR H2B,Elizabeth Whitley,LOVINGSTON,VA,Vine Harvester,45-4011,Forest and Conservation Workers,321999.0,7.0,7.0,Y,Seasonal,40,08:00 AM,05:00 PM,$15.89,23.84,,Hour,N,,None,,,N,,N,,,N,,Sikes,Winn,LA,71473,Y,,,,
4480,2017,H-400-16364-856676,2017-02-06,H-2B,2017-01-01,Certification,2017-04-01,2017-10-31,THE BEACHWOOD,,29 W. GRAND AVE.,P.O. BOX 245,OLD ORCHARD BEACH,ME,04064,UNITED STATES OF AMERICA,,207-934-2291,,Y,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,HOUSEKEEPER,37-2012,Maids and Housekeeping Cleaners,72111.0,7.0,7.0,Y,Peakload,40,08:00 AM,05:00 PM,$10.07,15.11,15.11,Hour,N,,None,,,N,,N,,,Y,3.0,OLD ORCHARD BEACH,YORK,ME,04064,N,,,,
4481,2017,H-400-16364-860164,2017-02-14,H-2B,2017-01-02,Certification,2017-04-01,2017-12-15,"Surecut Lawncare, LLC",,610 Babler Park Dr,,Wildwood,MO,63005,UNITED STATES OF AMERICA,,314-919-6402,,Y,"WILLIAM VELIE, ATTORNEY AT LAW, PLLC",Craig McDougal,NORMAN,OK,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,10.0,10.0,Y,Seasonal,45,07:00 AM,05:00 PM,$13.2,19.8,19.8,Hour,N,,None,,,N,,N,,,Y,1.0,Wildwood,St Louis,MO,63005,N,,,,
4482,2017,H-400-16364-860277,2017-02-01,H-2B,2017-01-01,Certification,2017-04-01,2017-10-31,TWO PARS INC,UNION BLUFF HOTEL,PO BOX 1860,8 BEACH STREET,YORK BEACH,ME,03910,UNITED STATES OF AMERICA,,207-363-1381,,Y,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,"COOKS, SHORT ORDER",35-2015,"Cooks, Short Order",721110.0,5.0,5.0,Y,Seasonal,35,07:00 AM,02:00 PM,$10.75,16.31,16.31,Hour,N,,None,,,N,,N,,,Y,1.0,YORK BEACH,YORK,ME,03910,N,,,,
4483,2017,H-400-16364-879572,2017-02-09,H-2B,2017-01-01,Certification,2017-04-01,2017-12-15,"Celtic Roots, Inc.",,120 Biddle Drive,,Exton,PA,19341,UNITED STATES OF AMERICA,,610-524-1114,0.0,Y,LAW OFFICE OF STEVEN P. BARSAMIAN,STEVEN BARSAMIAN,PHILADELPHIA,PA,Landscape Laborers,37-3011,Landscaping and Groundskeeping Workers,561730.0,5.0,5.0,Y,Seasonal,40,06:30 AM,03:30 PM,$14.39,21.59,21.59,Hour,N,,None,none,none,N,,N,,,N,,Exton,Chester,PA,19341,Y,,,,
4484,2017,H-400-16364-890764,2017-01-27,H-2B,2017-01-01,Certification,2017-04-01,2017-12-05,"Wasco Nursery, Inc.",,41W781 Route 64,,Saint Charles,IL,60175,UNITED STATES OF AMERICA,,630-584-4424,,Y,LABOR CONSULTANTS INTERNATIONAL,NICOLE WARD,COEUR D'ALENE,ID,Landscape and Groundskeep Worker,37-3011,Landscaping and Groundskeeping Workers,561730.0,10.0,10.0,Y,Seasonal,35,07:30 AM,05:00 PM,$14.34,21.51,,Hour,N,,None,,,N,,N,,,N,,Saint Charles,Kane,IL,60175,Y,,,,
4485,2017,H-400-16364-893849,2017-02-23,H-2B,2017-01-02,Certification,2017-04-01,2017-11-03,"BrightView Landscapes, LLC - Kansas City",,401 Plymouth Road #500,,Plymouth Meeting,PA,19462,UNITED STATES OF AMERICA,,913-593-8685,,Y,"MASLABOR H2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,30.0,30.0,Y,Seasonal,35,07:00 AM,03:30 PM,$13.19,19.79,,Hour,N,,None,,,N,,N,,,N,,Kansas Ciy,Wyandotte,KS,66105,Y,,,,
4486,2017,H-400-16364-918530,2017-02-06,H-2B,2017-01-01,Certification,2017-04-01,2017-12-01,"JORDAN MULCH SERVICES, INC.",,339 KELLINGS FARM RD,,EAST CARONDELET,IL,62240,UNITED STATES OF AMERICA,,314-575-4617,,Y,BUTZEL LONG,SCOTT PATTERSON,BLOOMFIELD HILLS,MI,Landscaper,37-3011,Landscaping and Groundskeeping Workers,56173.0,12.0,12.0,Y,Seasonal,40,08:00 AM,04:00 PM,$13.2,19.8,19.8,Hour,N,,None,,,N,,N,,,N,,East Carondelet,St Clair,IL,62240,Y,,,,
4487,2017,H-400-16364-931124,2017-01-30,H-2B,2017-01-01,Certification,2017-04-01,2017-12-17,Colonial Hospitality,dba Comfort Inn Historic Area,706 Bypass Road,,Williamsburg,VA,23185,UNITED STATES OF AMERICA,,757-229-9230,,Y,"MAS LABOR H2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Maids and Housekeeping Cleaners,37-2012,Maids and Housekeeping Cleaners,721110.0,35.0,35.0,Y,Peakload,35,08:00 AM,04:00 PM,$9.87,14.81,,Hour,N,,None,,,N,,N,,,N,,Williamsburg,York,VA,23185,Y,,,,
4488,2017,H-400-16364-938467,2017-02-27,H-2B,2017-01-03,Certification,2017-04-01,2017-10-16,Sparkle Cleaning & Painting,,8747 Co Rd A,P.O. Box 513  Ephraim WI 54211,Fish Creek,WI,54212,UNITED STATES OF AMERICA,,920-839-9358,,Y,"MAS Labor H-2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,House Cleaners,37-2012,Maids and Housekeeping Cleaners,561720.0,4.0,4.0,Y,Seasonal,40,08:00 AM,04:30 PM,$10.1,15.15,,Hour,N,,None,,,N,,N,,,N,,Fish Creek,Door,WI,54212,Y,,,,
4489,2017,H-400-16364-974204,2017-01-30,H-2B,2016-12-29,Denied,2017-02-15,2017-11-30,"Hernandez Demolitation & Remediation, LLC","HernandezDemolitation &Remediation, LLC",19 Minor Hill Rd.,,Hartselle,AL,35640,UNITED STATES OF AMERICA,,256-303-1509,,Y,"SLR LABOR WORKS, LLC",GLORIA RODRIGUEZ,EAGLE PASS,TX,Construction Laborers,47-2061,Construction Laborers,23622.0,120.0,,Y,Peakload,45,07:00 AM,05:00 PM,$15.49,22.5,22.5,Hour,N,,None,,,N,,N,,,Y,3.0,Hartselle,Alabama,AL,35640,Y,,,,
4490,2017,H-400-16364-994688,2017-02-17,H-2B,2017-01-01,Certification,2017-04-01,2017-11-15,"MILLER SPECTACULAR SHOWS, INC.",Miller Expo,79 MOUNTAIN DRIVE,,GREENBRIER,AR,72058,UNITED STATES OF AMERICA,,501-269-4780,,Y,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,HARLINGEN,TX,Amusement and Recreation Attendants - Traveling Ca,39-3091,Amusement and Recreation Attendants,713990.0,50.0,50.0,Y,Seasonal,40,01:00 PM,10:00 PM,$333.6,,,Week,N,,None,,,N,,N,,,N,,Greenbrier,Faulkner,AR,72058,Y,,,,
4491,2017,H-400-16365-000336,2017-02-07,H-2B,2017-01-03,Certification,2017-04-01,2017-10-31,Benchmark Hospitality of WY,dba Snow King Hotel,400 E. Snow King Ave.,"P.O. Box 3520   Jackson, WY  83002",Jackson,WY,83001,UNITED STATES OF AMERICA,,307-733-1290,,Y,"MAS LABOR H-2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Housekeeping,37-2012,Maids and Housekeeping Cleaners,721110.0,15.0,15.0,Y,Peakload,40,08:30 AM,05:00 PM,$11.18,16.77,,Hour,N,,None,,,N,,N,,,N,,Jackson,Teton,WY,83001,N,,,,
4492,2017,H-400-16365-014627,2017-02-08,H-2B,2017-01-04,Withdrawn,2017-03-27,2018-01-15,LAURYN JORDAN,,3607 MASSIMO CT,,STOCKTON,CA,95212,UNITED STATES OF AMERICA,,209-652-2113,,N,,,,,Childcare Worker,39-9011,Childcare Workers,814110.0,1.0,,Y,Seasonal,40,08:00 AM,05:00 PM,$13.33,19.99,19.99,Hour,N,,None,,,N,,N,,,N,,Stockton,San Joaquin County,CA,95212,N,,,,
4493,2017,H-400-16365-021680,2017-01-25,H-2B,2017-01-01,Certification,2017-04-01,2017-11-05,"ALL AROUND AMUSEMENT, INC.",,21342 W DIVISION STREET,,LOCKPORT,IL,60441,UNITED STATES OF AMERICA,,815-725-2323,,Y,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,HARLINGEN,TX,Amusement and Recreation Attendants - Traveling Ca,39-3091,Amusement and Recreation Attendants,713990.0,20.0,20.0,Y,Seasonal,40,01:00 PM,10:00 PM,$372.,,,Week,N,,None,,,N,,N,,,N,,Lockport,Will,IL,60441,Y,,,,
4494,2017,H-400-16365-024304,2017-03-16,H-2B,2017-01-04,Partial Certification,2017-04-01,2017-11-30,"SiteScape, Inc.",,6665 Auburn Road,,Utica,MI,48317,UNITED STATES OF AMERICA,,586-739-5044,,Y,"MAS Labor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,6.0,5.0,Y,Seasonal,40,07:00 AM,03:30 PM,$13.36,20.04,,Hour,N,,None,,,N,,N,,,N,,Utica,Macomb,MI,48317,Y,,,,
4495,2017,H-400-16365-032088,2017-02-22,H-2B,2017-01-02,Certification,2017-04-01,2017-11-30,"Lawrence Landscape, Inc.",,600 Lincoln Street,,Lawrence,KS,66044,UNITED STATES OF AMERICA,,785-843-4370,,Y,MAS LABOR H-2B,Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,22.0,22.0,Y,Peakload,40,07:00 AM,04:00 PM,$13.19,19.79,,Hour,N,,None,,,N,,N,,,Y,3.0,Lawrence,Douglas,KS,66044,Y,,,,
4496,2017,H-400-16365-035505,2017-02-24,H-2B,2017-01-01,Certification,2017-04-01,2017-11-30,"Berich Masonry Mountain Division, Inc",,PO Box 3207,0078 Haystacker Drive,Eagle,CO,81631,UNITED STATES OF AMERICA,,970-328-3711,,Y,"LAW OFFICE OF CHRIS POOLEY, ESQ.",CHRISTOPHER POOLEY,AVON,CO,Stonemason Helper,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons,",23814.0,6.0,6.0,Y,Seasonal,35,07:00 AM,03:30 PM,$15.77,23.66,27.0,Hour,N,,None,,,N,,N,,,N,,Wolcott,Eagle,CO,81655,Y,,,,
4497,2017,H-400-16365-067646,2017-02-22,H-2B,2017-01-02,Certification,2017-04-01,2017-12-01,Nature's Finest Landscaping Group,,4816 Brecksville Road,,Richfield,OH,44286,UNITED STATES OF AMERICA,,234-400-0370,,Y,MAS LABOR H-2B,Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,6.0,6.0,Y,Seasonal,40,07:00 AM,03:00 PM,$13.1,19.65,,Hour,N,,None,,,N,,N,,,Y,3.0,Richfield,Summit,OH,44286,Y,,,,
4498,2017,H-400-16365-068494,2017-02-08,H-2B,2017-01-01,Certification,2017-04-01,2017-12-15,TECTA AMERICA-DAKOTAS,,2315 7TH AVENUE NORTH,,FARGO,ND,58102,UNITED STATES OF AMERICA,,701-639-2079,,Y,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,ROOFING HELPER,47-3016,Helpers--Roofers,238160.0,11.0,11.0,Y,Peakload,40,08:00 AM,05:00 PM,$16.6,24.9,24.9,Hour,N,,None,,,N,,N,,,N,,FARGO,CASS,ND,58102,Y,,,,
4499,2017,H-400-16365-079715,2017-02-08,H-2B,2017-01-01,Certification,2017-04-01,2017-11-01,"POWDER HOUSE LODGE, LLC",POWDER HOUSE LODGE,24125 HIGHWAY 16A,P.O. BOX 714,KEYSTONE,SD,57751,UNITED STATES OF AMERICA,,605-666-4646,,Y,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,GROUNDSKEEPER,37-3011,Landscaping and Groundskeeping Workers,722110.0,2.0,2.0,Y,Seasonal,40,08:00 AM,05:00 PM,$11.7,17.55,17.55,Hour,N,,None,,,N,,N,,,N,,KEYSTONE,PENNINGTON,SD,57751,N,,,,
4500,2017,H-400-16365-083520,2017-01-11,H-2B,2017-01-01,Withdrawn,2017-04-01,2017-12-20,HUTCHISON LANDSCAPE SERVICES,,19 RED CREEK CIRCLE,,HAMPTON BAYS,NY,11946,UNITED STATES OF AMERICA,,631-728-0167,,Y,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,332212.0,3.0,,Y,Seasonal,40,08:00 AM,04:00 PM,$15.8,23.7,23.7,Hour,N,,None,,NONE,N,,N,,,Y,1.0,HAMPTON BAYS,SUFFOLK,NY,11946,Y,,,,
4501,2017,H-400-16365-103825,2017-02-06,H-2B,2017-01-01,Certification,2017-04-01,2017-12-30,US HOTEL ACS VENTURES LLP,AL'S OASIS,3211 WEST SENCORE,,SIOUX FALLS,SD,57107,UNITED STATES OF AMERICA,,605-255-4772,,Y,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,FOOD PREPARATION WORKER,35-2021,Food Preparation Workers,722110.0,10.0,10.0,Y,Peakload,40,08:00 AM,04:00 PM,$9.83,14.75,14.75,Hour,N,,None,,,N,,N,,,N,,OACOMA,LYMANN,SD,57365,N,,,,
4502,2017,H-400-16365-115014,2017-03-01,H-2B,2017-01-01,Certification,2017-04-01,2017-11-30,ST. ANTHONY'S MONASTERY ASSOCIATION INC,,PO BOX 273,26 BEACH AVENUE,KENNEBUNK,ME,04043,UNITED STATES OF AMERICA,,207-967-2011,,Y,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,SPECIALITY COOK,35-2014,"Cooks, Restaurant",722310.0,2.0,2.0,Y,Seasonal,40,07:00 AM,10:30 AM,$11.96,17.94,17.94,Hour,N,,None,,NONE,N,,N,,,Y,1.0,KENNEBUNK,YORK,ME,04043,N,,,,
4503,2017,H-400-16365-140373,2017-03-15,H-2B,2017-01-06,Partial Certification,2017-04-01,2017-10-28,"FRONTIER LANDSCAPING, INC.",,4518 VIRGO AVE.,,ANCHORAGE,AK,99516,UNITED STATES OF AMERICA,,907-345-4266,,Y,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,HARLINGEN,TX,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,8.0,7.0,Y,Seasonal,40,07:00 AM,03:30 PM,$15.6,23.4,,Hour,N,,None,,,N,,N,,,Y,3.0,Anchorage,Anchorage,AK,99516,Y,,,,
4504,2017,H-400-16365-152671,2017-02-08,H-2B,2017-01-01,Certification,2017-04-01,2017-12-01,"TOWN PUMP, INC.",TOWNHOUSE INN OF HAVRE,600 SOUTH MAIN STREET,,BUTTE,MT,59701,UNITED STATES OF AMERICA,,406-497-6891,,Y,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,ROOM ATTENDANT,37-2012,Maids and Housekeeping Cleaners,72111.0,6.0,6.0,Y,Peakload,40,08:00 AM,05:00 PM,$10.15,15.23,15.23,Hour,N,,None,,,N,,N,,,Y,3.0,HAVRE,HILL,MT,59501,N,,,,
4505,2017,H-400-16365-161336,2017-01-31,H-2B,2017-01-02,Certification,2017-04-01,2017-12-31,"Delacour Stable, LLC",,114 Jarman Road,PO Box 233,Lewisville,PA,19351,UNITED STATES OF AMERICA,,410-991-1434,,Y,"WILLIAM VELIE, ATTORNEY AT LAW, PLLC",Craig McDougal,NORMAN,OK,Thoroughbred Racehorse Groom,39-2021,Nonfarm Animal Caretakers,711212.0,10.0,10.0,Y,Seasonal,40,05:00 AM,05:00 PM,$11.43,17.15,17.15,Hour,N,,None,,,N,,N,,,Y,1.0,Elkton,Cecil,MD,21921,N,,,,
4506,2017,H-400-16365-173201,2017-02-13,H-2B,2017-01-02,Certification,2017-04-01,2017-11-08,Iron Point McDonald's,,100 S Canyon,1627 W. Main St. #284  Bozeman MT 59715,West Yellowstone,MT,59758,UNITED STATES OF AMERICA,,406-522-0750,,Y,MAS LABOR H-2B,Elizabeth Whitley,LOVINGSTON,VA,Food Prepartation Workers,35-3021,"Combined Food Preparation and Serving Workers,",722211.0,10.0,10.0,Y,Peakload,40,05:00 AM,01:00 AM,$9.55,14.33,,Hour,N,,None,,,N,,N,,,N,,West Yellowstone,Gallatin,MT,59758,N,,,,
4507,2017,H-400-16365-185182,2017-02-23,H-2B,2017-01-01,Certification,2017-04-01,2017-11-13,"MARK FANELLI'S TRAVELING AMUSEMENT PARK, INC",,"223 NH, ROUTE 119","[MAIL: PO BOX 249, RINDGE, NH 03461]",RINDGE,NH,03461-0000,UNITED STATES OF AMERICA,,603-899-9900,,Y,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,HARLINGEN,TX,Amusement and Recreation Attendants - Traveling Ca,39-3091,Amusement and Recreation Attendants,713990.0,20.0,20.0,Y,Seasonal,40,01:00 PM,10:00 PM,$377.6,,,Week,N,,None,,,N,,N,,,N,,Rindge,Cheshire(Rindge),NH,03461,Y,,,,
4508,2017,H-400-16365-212172,2017-03-07,H-2B,2017-01-06,Certification,2017-04-01,2017-10-15,"Landscapes Unlimited, LLC",,1201 Aries Drive,,Lincoln,NE,68512,UNITED STATES OF AMERICA,,402-423-6653,,Y,"KAN LAW, PC",GRACE KAN,FARMERS BRANCH,TX,Landscape Laborer II,37-3011,Landscaping and Groundskeeping Workers,237990.0,22.0,22.0,Y,Seasonal,40,06:00 AM,02:30 PM,$13.95,20.93,0.0,Hour,N,,None,,,N,,N,,,Y,6.0,Thornton,Adams,CO,80241,Y,,,,
4509,2017,H-400-16365-213640,2017-01-01,H-2B,2017-01-01,Withdrawn,2017-04-01,2017-11-15,GURNEY'S INN RESORT and SPA LTD,,290 OLD MONTAUK HIGHWAY,,MONTAUK,NY,11954,UNITED STATES OF AMERICA,,631-668-2345,,Y,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,HOUSEKEEPING,37-2012,Maids and Housekeeping Cleaners,721110.0,22.0,,Y,Peakload,35,08:00 AM,03:00 PM,$13.74,20.61,20.61,Hour,N,,None,,,N,,N,,,N,,MONTAUK,SUFFOLK,NY,11954,N,,,,
4510,2017,H-400-16365-225402,2017-02-13,H-2B,2017-01-01,Certification,2017-04-01,2017-11-10,"BAQUE BROS CONCESSIONS, INC.",,19848 CAMINO DE ROSA,"[MAIL: PO BOX 2417, RANCHO CUCAMONGA, CA 91729",WALNUT,CA,91789-0000,UNITED STATES OF AMERICA,,909-758-1952,,Y,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,HARLINGEN,TX,Amusement and Recreation Attendants - Traveling Ca,39-3091,Amusement and Recreation Attendants,713990.0,20.0,20.0,Y,Seasonal,35,01:00 PM,09:00 PM,$10.5,,,Hour,N,,None,,,N,,N,,,N,,Ventura,Ventura,CA,93001,Y,,,,
4511,2017,H-400-16365-228104,2017-03-08,H-2B,2017-01-01,Denied,2017-04-01,2017-11-17,MG Construction,,1876 CR 3502,,Sulphur Springs,TX,75482,UNITED STATES OF AMERICA,,903-243-4969,,Y,ACTION VISA ASSISTANCE,LORI WHITTEN,WYLIE,TX,Concrete workers,47-2061,Construction Laborers,238110.0,5.0,,Y,Seasonal,40,07:00 AM,04:00 PM,$13.97,20.96,,Hour,N,,None,,,N,,N,,,N,,Sulphur Springs,Hopkins,TX,75482,Y,,,,
4512,2017,H-400-16365-229089,2017-02-07,H-2B,2017-01-01,Certification,2017-04-01,2017-11-30,"FLAT RATE, INC.",,14515 485TH AVENUE,,BIG STONE CITY,SD,57216,UNITED STATES OF AMERICA,,605-862-6085,,Y,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,CONCRETE PUMP TRUCK OPERATOR,53-3032,Heavy and Tractor-Trailer Truck Drivers,238110.0,2.0,2.0,Y,Peakload,40,08:00 AM,05:00 PM,$19.89,29.84,29.84,Hour,N,,None,,,N,,N,,,Y,3.0,SIOUX FALLS,MINNEHAHA,SD,57104,Y,,,,
4513,2017,H-400-16365-239591,2017-02-23,H-2B,2017-01-02,Certification,2017-04-01,2017-11-24,"BrightView Landscapes, LLC - St. Louis",,401 Plymouth Road #500,,Plymouth Meeting,PA,19462,UNITED STATES OF AMERICA,,484-567-7221,,Y,"MAS LABOR H-2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,12.0,12.0,Y,Seasonal,35,07:00 AM,03:30 PM,$13.2,19.8,,Hour,N,,None,,,N,,N,,,N,,O'Fallon,St. Charles,MO,63366,Y,,,,
4514,2017,H-400-16365-243673,2017-02-14,H-2B,2017-01-01,Certification,2017-04-01,2017-11-01,"POWDER HOUSE LODGE, LLC",POWDER HOUSE LODGE,24125 HIGHWAY 16A,P.O. BOX 714,KEYSTONE,SD,57751,UNITED STATES OF AMERICA,,605-666-4646,,Y,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,COOK,35-2015,"Cooks, Short Order",722110.0,8.0,8.0,Y,Seasonal,40,08:00 AM,05:00 PM,$10.34,15.51,15.51,Hour,N,,None,,,N,,N,,,N,,KEYSTONE,PENNINGTON,SD,57751,N,,,,
4515,2017,H-400-16365-248685,2017-02-09,H-2B,2017-01-01,Certification,2017-04-01,2017-12-30,US HOTEL ACS VENTURES LLP,AL'S OASIS,3211 WEST SENCORE,,SIOUX FALLS,SD,57107,UNITED STATES OF AMERICA,,605-255-4772,,Y,"H2 VISA CONSULTANTS, LLC",ROBERT MCCUBBIN,MISSOULA,MT,SERVER,35-3031,Waiters and Waitresses,722110.0,10.0,10.0,Y,Peakload,40,08:00 AM,04:00 PM,$9.46,14.19,14.19,Hour,N,,None,,,N,,N,,,N,,OACOMA,LYMANN,SD,57365,N,,,,
4516,2017,H-400-16365-255777,2017-02-23,H-2B,2017-01-01,Certification,2017-04-01,2017-12-22,"NexGen -  US LBM, LLC",Precision Wall Systems Inc.,21901 Industrial Blvd,,Rogers,MN,55374,UNITED STATES OF AMERICA,,800-658-5594,,Y,THE BERNARD FIRM P.L.C.,AARON BERNARD,AMES,IA,Production Worker Helper,51-9198,Helpers--Production Workers,321214.0,7.0,7.0,Y,Seasonal,40,06:00 AM,03:30 PM,$11.64,17.46,,Hour,N,,None,,,N,,N,,,N,,ROGERS,HENNEPIN,MN,55374,N,,,,
4517,2017,H-400-16365-256049,2017-02-13,H-2B,2017-01-01,Certification Expired,2017-04-01,2017-09-15,"Chesnut Forestry Services, Inc.",,78 Cheryl Drive,,Rome,GA,30165,UNITED STATES OF AMERICA,,706-936-0699,,Y,LABOR CONSULTANTS INTERNATIONAL,AMBER HELLER,COEUR D'ALENE,ID,Forestry Worker,45-4011,Forest and Conservation Workers,115310.0,30.0,30.0,Y,Seasonal,35,08:00 AM,05:00 PM,$12.45,18.68,20.6,Hour,N,,None,,,N,,N,,,N,,Missoula,Missoula,MT,30165,Y,,,,
4518,2017,H-400-16365-260601,2017-01-27,H-2B,2017-01-01,Certification,2017-04-01,2018-01-05,GURNEY'S INN RESORT AND SPA LTD,,290 OLD MONTAUK HIGHWAY,,MONTAUK,NY,11954,UNITED STATES OF AMERICA,,631-668-2345,,Y,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,DESK CLERKS,43-4081,"Hotel, Motel, and Resort Desk Clerks",721110.0,5.0,5.0,Y,Seasonal,35,08:00 AM,03:00 PM,$17.,25.5,25.5,Hour,N,,None,,,N,,N,,,Y,1.0,MONTAUK,SUFFOLK,NY,11954,N,,,,
4519,2017,H-400-16365-261922,2017-02-07,H-2B,2017-01-02,Certification,2017-04-01,2017-11-30,"Lowe's Greenhouses & Gift Shop, Inc.",,16540 Chillicothe Rd.,,Chagrin Falls,OH,44023,UNITED STATES OF AMERICA,,440-543-5123,,Y,MAS LABOR H-2B,Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,10.0,10.0,Y,Seasonal,40,08:00 AM,04:30 PM,$13.1,19.65,,Hour,N,,None,,,N,,N,,,N,,Chagrin Falls,Geauga,OH,44023,Y,,,,
4520,2017,H-400-16365-261948,2017-02-16,H-2B,2017-01-01,Certification,2017-04-01,2017-12-01,"Bay Landscape and Palm Service, LLC",,104 Estes Place,,Panama City Beach,FL,32413,UNITED STATES OF AMERICA,,850-233-0809,,Y,"LAW OFFICE OF MICHELE CONTRERAS, LLC",MICHELE CONTRERAS,Cherry Hill,NJ,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,9.0,9.0,Y,Peakload,40,07:00 AM,04:00 PM,$12.75,19.13,,Hour,N,,None,,,N,,N,,,N,,Panama City Beach,Bay,FL,32413,Y,,,,
