,FY,CASE_NUMBER,DECISION_DATE,VISA_CLASS,SUBMITTED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUM_MONTHS_TRAINING,NAME_REQUIRED_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
2807,2016,H-400-15348-858520,2016-03-08,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-10-28,Clearwater Summit Group Inc.,4228 East Wellesley Ave.,mailing: PO Box 6470  Spokane WA 99217,Spokane,WA,99217,UNITED STATES OF AMERICA,,509-482-2722,,"MAS Labor H-2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,12.0,12.0,Y,Seasonal,$13.46,Hour,20.19,,N,,None,,,N,,N,,,N,,Spokane,WA,99217,Y,,,,
2808,2016,H-400-15348-871821,2016-02-29,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,"S.A.M. Landscaping, Inc.",12255 Ravenna Road,,Chardon,OH,44024,UNITED STATES OF AMERICA,,440-286-7697,,"BRANISLAV HRUZ, CO, LPA",BRANISLAV HRUZ,MENTOR,OH,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,8.0,8.0,Y,Seasonal,$12.9,Hour,19.35,19.35,N,,None,,,N,,N,,,N,,Chardon,OH,44024,Y,,,,
2809,2016,H-400-15348-874919,2016-01-13,H-2B,2015-12-23,Withdrawn,2016-03-21 00:00:00,2016-11-07,Challenger Sports Corp.,8263 Flint Street,,Lenexa,KS,66214,UNITED STATES OF AMERICA,,913-599-4884,232.0,"HIATT,LLC",ROGER HIATT,KANSAS CITY,MO,Soccer Instructor,39-9032,Recreation Workers,61162.0,21.0,,Y,Seasonal,$11.6,Hour,,,N,,Associate's,,"Phys.Ed., Sports &amp; Leisure, or related area of study",N,,N,,,N,,Warwick,RI,02888,Y,,,,
2810,2016,H-400-15348-878033,2016-03-04,H-2B,2016-01-03,Certification,2016-04-01 00:00:00,2016-12-01,Quinn's Landscape,8050 E. Country Road 700 N.,,Brownsburg,IN,46112,UNITED STATES OF AMERICA,,317-852-8050,,"MAS Labor H-2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,10.0,10.0,Y,Seasonal,$11.68,Hour,17.52,,N,,None,,,N,,N,,,N,,Brownsburg,IN,46112,Y,,,,
2811,2016,H-400-15348-894586,2016-03-18,H-2B,2016-01-02,Partial Certification,2016-04-01 00:00:00,2016-12-05,Piscataqua Landscaping and Tree Service,26 MacLellan Lane,,Eliot,ME,03903,UNITED STATES OF AMERICA,,207-439-2241,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,ROBIN SVEC,BAY CITY,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,20.0,18.0,Y,Peakload,$14.32,Hour,21.48,23.73,N,,None,,,N,,N,,,N,,Eliot,ME,03903,Y,,,,
2812,2016,H-400-15348-934563,2016-01-06,H-2B,2015-12-14,Withdrawn,2016-03-14 00:00:00,2016-12-14,"Lassiter & Son, LLC",6015 Collins Road,,Mentor,OH,44060,UNITED STATES OF AMERICA,,440-257-8181,,THE LAW OFFICE OF RUXANDRA IRINA DRAGAN LLC,RUXANDRA DRAGAN,Issaquah,WA,Landscaper,37-3011,Landscaping and Groundskeeping Workers,561730.0,8.0,,Y,Seasonal,$12.9,Hour,19.35,,N,,None,,,N,,N,,,N,,Mentor,OH,44060,Y,,,,
2813,2016,H-400-15348-934943,2016-03-21,H-2B,2016-01-12,Certification,2016-04-01 00:00:00,2016-10-28,ISLAND HOLDINGS LLC,"321 COMMONWEALTH ROAD, SUITE 201",,WAYLAND,MA,01778,UNITED STATES OF AMERICA,,508-627-4007,,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA STRICKLAND-BIRKENSTOCK,FRISCO,TX,Cook,35-2014,"Cooks, Restaurant",72111.0,8.0,8.0,Y,Seasonal,$15.24,Hour,22.86,22.86,N,,None,,,N,,N,,,Y,2.0,Edgartown,MA,02539,Y,,,,
2814,2016,H-400-15348-955348,2016-03-04,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,"Oakleaf Treeworks, Inc.",2379 Shady Lane,,Highland Park,IL,60035,UNITED STATES OF AMERICA,,847-774-0387,,"BRANISLAV HRUZ, CO, LPA",BRANISLAV HRUZ,MENTOR,OH,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,7.0,7.0,Y,Seasonal,$13.49,Hour,20.24,20.24,N,,None,,,N,,N,,,N,,Highland Park,IL,60035,Y,,,,
2815,2016,H-400-15348-977641,2016-02-08,H-2B,2015-12-15,Certification,2016-03-13 00:00:00,2016-12-11,"Wequassett Inn, LLP",2173 Route 28,On Pleasant Bay,East Harwich,MA,02645,UNITED STATES OF AMERICA,,508-430-6865,,"TOCCI & LEE, LLC",MATTHEW LEE,CENTERVILLE,MA,Housekeepers,37-2012,Maids and Housekeeping Cleaners,721110.0,10.0,10.0,Y,Seasonal,$13.,Hour,19.5,,N,,None,,,N,,N,,,N,,Chatham,MA,02633,Y,,,,
2816,2016,H-400-15348-979415,2016-03-29,H-2B,2016-01-15,Certification,2016-04-01 00:00:00,2016-10-31,"Mainscape, Inc.",13418 Britton Park Rd.,,Fishers,IN,46038,UNITED STATES OF AMERICA,,800-481-0096,,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA STRICKLAND-BIRKENSTOCK,FRISCO,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,15.0,15.0,Y,Peakload,$11.25,Hour,16.88,16.88,N,,None,,,N,,N,,,Y,1.0,North Port,FL,34286,Y,,,,
2817,2016,H-400-15349-008638,2016-03-25,H-2B,2016-01-13,Certification,2016-04-01 00:00:00,2016-11-15,Backyard Lawn LLC,"P. O. Box 562, Hernando, MS  38632 (mailing)",5863 Scott Blvd.,Horn Lake,MS,38637,UNITED STATES OF AMERICA,,662-470-5660,,The Labor Company LLC (TLC),Evelyn Wright,Amherst,VA,landscape laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,15.0,15.0,Y,Seasonal,$12.07,Hour,18.11,18.11,N,,None,none,,N,,N,,,N,,Horn Lake,MS,38637,Y,,,,
2818,2016,H-400-15349-012058,2016-03-08,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-12-10,Mike's Landscaping,102 Walnut Street,P.O. Box 146,Sewickley,PA,15143,UNITED STATES OF AMERICA,,412-741-9764,,MAS LABOR H-2B,Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,4.0,4.0,Y,Seasonal,$12.49,Hour,18.74,,N,,None,,,N,,N,,,Y,3.0,Sewickley,PA,15143,Y,,,,
2819,2016,H-400-15349-015382,2016-02-19,H-2B,2015-12-15,Certification,2016-03-01 00:00:00,2016-11-30,McGlade on the Pier,722 BEACH AVE,,CAPE MAY,NJ,08204,UNITED STATES OF AMERICA,,609-884-2614,,MARKET PLACE,DONNA MCLEAN,WESTBURY,NY,FOOD PREPARATION WORKERS,35-2021,Food Preparation Workers,445120.0,12.0,12.0,Y,Seasonal,$10.75,Hour,,,N,,None,,,N,,N,,,N,,CAPE MAY,NJ,08204,N,NJ State,,,
2820,2016,H-400-15349-080680,2016-03-17,H-2B,2016-01-04,Certification,2016-04-01 00:00:00,2016-12-30,"Environmental Safety Services, Inc.",14101 West Highway 290 400 C,,Austin,TX,78737,UNITED STATES OF AMERICA,,940-455-2660,,LaborQuest USA,Thomas Robinson,Wellington,FL,EROSION LABORER,37-3011,Landscaping and Groundskeeping Workers,56173.0,22.0,22.0,Y,Peakload,$13.,Hour,19.5,19.5,N,,None,,,N,,N,,,N,,Austin,TX,78737,Y,,,,
2821,2016,H-400-15349-081965,2016-03-08,H-2B,2016-01-02,Partial Certification,2016-04-01 00:00:00,2016-12-01,"Mow, Mulch and More, LLC.",450 Wherry Road,,Bentleyville,PA,15314,UNITED STATES OF AMERICA,,724-554-2241,,MAS LABOR H-2B,Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,20.0,19.0,Y,Seasonal,$12.49,Hour,18.74,,N,,None,,,N,,N,,,N,,Bentleyville,PA,15314,Y,,,,
2822,2016,H-400-15349-085597,2016-02-16,H-2B,2015-12-15,Certification,2016-02-28 00:00:00,2016-11-28,"#1 All Seasons Lawn Service, LLC",6665 Thompson Road,,Sulphur,LA,70665,UNITED STATES OF AMERICA,,337-313-3314,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,54132.0,12.0,12.0,Y,Seasonal,$11.32,Hour,16.98,,N,,None,,,N,,N,,,Y,1.0,Sulphur,LA,70665,Y,,,,
2823,2016,H-400-15349-093087,2016-03-25,H-2B,2016-01-16,Certification,2016-04-01 00:00:00,2016-10-31,Commres Financial LLC,2371 W Broadway,,Needles,CA,92363,UNITED STATES OF AMERICA,,760-326-4552,,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA STRICKLAND-BIRKENSTOCK,FRISCO,TX,Housekeeper,37-2012,Maids and Housekeeping Cleaners,72111.0,6.0,6.0,Y,Peakload,$11.02,Hour,16.53,16.53,N,,None,,,N,,N,,,Y,1.0,Needles,CA,92363,N,,,,
2824,2016,H-400-15349-103106,2016-04-08,H-2B,2016-01-27,Certification,2016-04-11 00:00:00,2016-12-30,Spring Landscape Corp.,16 Harrison Street,,West Harrison,NY,10604,UNITED STATES OF AMERICA,,914-682-1964,,"FRONTERA VISA SOLUTIONS, INC.",SARAH WYNGAARD,GREEN BAY,WI,Landscaping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,4.0,4.0,Y,Seasonal,$15.96,Hour,,,N,,None,,None,N,,N,,,N,,West Harrison,NY,10604,Y,,,,
2825,2016,H-400-15349-131558,2016-03-11,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-23,"Sylvan Gardens, LLC",2378 Oakview Drive,"mailing: P.O. Box 626  Ingomar, PA 15127",Pittsburgh,PA,15237,UNITED STATES OF AMERICA,,412-366-7945,,"MAS Labor H-2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,6.0,6.0,Y,Seasonal,$12.49,Hour,18.74,,N,,None,,,N,,N,,,N,,Pittsburgh,PA,15202,Y,,,,
2826,2016,H-400-15349-148087,2016-04-04,H-2B,2016-01-04,Withdrawn,2016-04-01 00:00:00,2016-11-24,"Litzenburger Landscape, Ltd.",7132 Hedrick Road,,Harbor Springs,MI,49740,UNITED STATES OF AMERICA,,231-526-2939,,MAS LABOR H-2B,Elizabeth Whitley,LOVINGSTON,VA,Landscape Nurseryman,37-3011,Landscaping and Groundskeeping Workers,111421.0,30.0,,Y,Seasonal,$12.64,Hour,18.96,,N,,None,,,N,,N,,,Y,3.0,Harbor Springs,MI,49740,Y,,,,
2827,2016,H-400-15349-157446,2016-02-19,H-2B,2015-12-21,Certification,2016-03-15 00:00:00,2016-12-01,Michele Andreoli Landscaping Inc.,19 East Park Avenue,,West Harrison,NY,10604,UNITED STATES OF AMERICA,,914-755-2998,,FRONTERA VISA SOLUTIONS INC.,SARAH WYNGAARD,GREEN BAY,WI,Landscaping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,5.0,5.0,Y,Seasonal,$15.96,Hour,,,N,,None,,None,N,,N,,,Y,2.0,White Plains,NY,10604,Y,,,,
2828,2016,H-400-15349-215786,2016-01-28,H-2B,2015-12-15,Certification,2016-03-10 00:00:00,2016-10-29,CULPEPPER ENTERTAINMENT LLC,2590 E. 2070 ROAD,"(MAIL: P.O.BOX 303. POWDERLY, TX. 75473)",HUGO,OK,74743,UNITED STATES OF AMERICA,,803-917-2102,,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,HARLINGEN,TX,Amusement and Recreation Attendants - Traveling Ci,39-3091,Amusement and Recreation Attendants,713990.0,15.0,15.0,Y,Seasonal,$326.4,Week,,,N,,None,,,N,,N,,,N,,Hugo,OK,74743,Y,,,,
2829,2016,H-400-15349-227961,2016-03-02,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,"Juan C. Alvarez, LLC.",9439 Mentor Avenue,,Mentor,OH,44060,UNITED STATES OF AMERICA,,440-205-1688,,"BRANISLAV HRUZ, CO, LPA",BRANISLAV HRUZ,MENTOR,OH,Cook,35-2014,"Cooks, Restaurant",722511.0,4.0,4.0,Y,Peakload,$10.55,Hour,15.83,15.83,N,,None,,,N,,N,,,N,,Mentor,OH,44060,N,,,,
2830,2016,H-400-15349-237449,2016-03-14,H-2B,2016-01-12,Certification,2016-04-01 00:00:00,2016-10-28,ISLAND HOLDINGS LLC,"321 COMMONWEALTH ROAD, SUITE 201",,WAYLAND,MA,01778,UNITED STATES OF AMERICA,,508-627-4007,,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA BIRKENSTOCK,FRISCO,TX,Housekeeper,37-2012,Maids and Housekeeping Cleaners,72111.0,20.0,20.0,Y,Seasonal,$13.6,Hour,20.4,20.4,N,,None,,,N,,N,,,N,,Edgartown,MA,02539,N,,,,
2831,2016,H-400-15349-241323,2016-02-23,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,"Pacheco Cement, Inc.",1029 Elm Street,,Painesville,OH,44077,UNITED STATES OF AMERICA,,440-413-9622,,"BRANISLAV HRUZ, CO, LPA",BRANISLAV HRUZ,MENTOR,OH,Helper Construction Trades,47-3019,"Helpers, Construction Trades, All Other",238110.0,11.0,11.0,Y,Seasonal,$19.24,Hour,28.86,28.86,N,,None,,,N,,N,,,N,,Painesville,OH,44077,Y,,,,
2832,2016,H-400-15349-248803,2016-02-23,H-2B,2015-12-15,Certification,2016-03-01 00:00:00,2016-11-25,"All Star Amusement Co., Inc.",2200 W. Higgins Road,Suite 135,Hoffman Estates,IL,60169,UNITED STATES OF AMERICA,,847-885-2100,,"LAW OFFICE OF JOE A. NICHOLS, PA.",Joe Nichols,DeLand,FL,Amusement and Recreation Attendants,39-3091,Amusement and Recreation Attendants,713990.0,80.0,80.0,Y,Seasonal,$8.53,Hour,,,N,,None,,,N,,N,,,N,,Gibsonton,FL,33534,Y,"STATE OF FLORIDA, www.employflorida.com",10126009,2015-12-14,2015-12-31
2833,2016,H-400-15349-277383,2016-03-08,H-2B,2016-01-04,Certification,2016-04-01 00:00:00,2016-11-01,Five Seasons Landscape Management,9886 Mink Street,,Etna,OH,43068,UNITED STATES OF AMERICA,,740-964-2915,,MAS LABOR H-2B,Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,40.0,40.0,Y,Seasonal,$12.19,Hour,18.29,,N,,None,,,N,,N,,,N,,Etna,OH,43068,Y,,,,
2834,2016,H-400-15349-341567,2016-04-05,H-2B,2016-01-29,Certification,2016-04-25 00:00:00,2016-12-23,Gallegos Masonry,0010 Yacht Club Drive(physical),"PO Box 821, Vail, CO 81658 (mailing)",Wolcott,CO,81655,UNITED STATES OF AMERICA,,970-926-3737,,NOVAK LAW OFFICE,AMY NOVAK,VAIL,CO,Stone Mason,47-2022,Stonemasons,238140.0,19.0,19.0,Y,Peakload,$18.28,Hour,27.42,27.42,N,,None,,,N,,N,,,N,,Wolcott,CO,81655,Y,,,,
2835,2016,H-400-15349-357888,2016-03-18,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,"Painesville Asphalt and Seal Coating, LLC.",339 North State St.,,Painesville,OH,44077,UNITED STATES OF AMERICA,,216-973-9430,,"BRANISLAV HRUZ, CO, LPA",BRANISLAV HRUZ,MENTOR,OH,Segmental Paver Laborer,47-4091,Segmental Pavers,238990.0,3.0,3.0,Y,Seasonal,$16.71,Hour,25.07,25.07,N,,None,,,N,,N,,,N,,Painesville,OH,44077,Y,,,,
2836,2016,H-400-15349-389683,2016-03-08,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,"Don Tequila Madison, LTD.",2593 Walter Green Commons,,Madison,OH,44057,UNITED STATES OF AMERICA,,440-417-0195,,"BRANISLAV HRUZ, CO, LPA",BRANISLAV HRUZ,MENTOR,OH,Cook,35-2014,"Cooks, Restaurant",722511.0,4.0,4.0,Y,Peakload,$10.55,Hour,15.83,15.83,N,,None,,,N,,N,,,N,,Madison,OH,44057,N,,,,
2837,2016,H-400-15349-400574,2016-03-16,H-2B,2016-01-07,Certification,2016-04-01 00:00:00,2016-11-30,"C. W. O'Bier And Sons, Inc.",2980 Mundy Point Road,,Callao,VA,22435,UNITED STATES OF AMERICA,,804-529-7350,,The Labor Company LLC (TLC),Evelyn Wright,Amherst,VA,fish packers,53-7064,"Packers and Packagers, Hand",424460.0,15.0,15.0,Y,Seasonal,$10.33,Hour,15.5,15.5,N,,None,,None,N,,N,,,N,,Callao,VA,22435,Y,,,,
2838,2016,H-400-15349-419561,2016-03-10,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,"Great Lakes Striping and Sealing, Inc.",855 Polaris Crescent Drive,,Traverse City,MI,49684,UNITED STATES OF AMERICA,,231-946-8269,,"BRANISLAV HRUZ, CO, LPA",BRANISLAV HRUZ,MENTOR,OH,Segmental Paver,47-4091,Segmental Pavers,238990.0,8.0,8.0,Y,Seasonal,$16.71,Hour,25.07,25.07,N,,None,,,N,,N,,,N,,Traverse City,MI,49684,Y,,,,
2839,2016,H-400-15349-473728,2016-03-01,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,Carlos Company LTD.,2269 Kresge Drive,,Amherst,OH,44001,UNITED STATES OF AMERICA,,440-282-1065,,"BRANISLAV HRUZ, CO, LPA",BRANISLAV HRUZ,MENTOR,OH,Cook,35-2014,"Cooks, Restaurant",722511.0,4.0,4.0,Y,Peakload,$10.55,Hour,15.83,15.83,N,,None,,,N,,N,,,N,,Amherst,OH,44001,N,,,,
2840,2016,H-400-15349-485028,2016-05-16,H-2B,2015-12-15,Denied,2016-03-01 00:00:00,2016-09-01,"KBR, INC.",601 JEFFERSON STREET,,HOUSTON,TX,77002,UNITED STATES OF AMERICA,,713-753-2000,,JACKSON LEWIS P.C.,KEVIN LASHUS,AUSTIN,TX,"Construction Technician, Instrument Systems",49-9071,"Maintenance and Repair Workers, General",54133.0,3.0,,Y,Peakload,$14.95,Hour,22.42,,N,,High School/GED,,,N,,N,,,Y,24.0,Borger,TX,79007,N,,,,
2841,2016,H-400-15349-486441,2016-03-30,H-2B,2016-01-16,Certification,2016-04-01 00:00:00,2017-01-15,Kohler CO-The American Club Resort,444 HIGHLAND DRIVE MS017,,KOHLER,WI,53044,UNITED STATES OF AMERICA,,920-457-8000,5510.0,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA BIRKENSTOCK,FRISCO,TX,Housekeeper,37-2012,Maids and Housekeeping Cleaners,72111.0,40.0,40.0,Y,Peakload,$9.25,Hour,13.88,13.88,N,,None,,,N,,N,,,Y,1.0,Kohler,WI,53044,N,,,,
2842,2016,H-400-15349-489912,2016-03-18,H-2B,2016-01-16,Certification Expired,2016-04-15 00:00:00,2016-09-30,"Seaside Farm Market, Inc.",347 Poplar Branch Road,"mailing: P.O. Box 650,  Grandy NC 27939",Poplar Branch,NC,27965,UNITED STATES OF AMERICA,,252-453-8285,,"MAS Labor H-2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Stock Clerks,43-5081,Stock Clerks and Order Fillers,445230.0,18.0,18.0,Y,Seasonal,$12.07,Hour,18.11,,N,,None,,,N,,N,,,N,,Corolla,NC,27927,N,,,,
2843,2016,H-400-15349-506508,2016-03-25,H-2B,2016-01-14,Certification,2016-04-01 00:00:00,2016-10-31,CABANA LATINA INC.,541 MONTAUK HIGHWAY,,SOUTHAMPTON,NY,11968,UNITED STATES OF AMERICA,,631-259-8844,,ZWAIK GILBERT AND ASSOCIATES,MELINDA RUBIN,Hampton Bays,NY,Kitchen Helper,35-2021,Food Preparation Workers,722110.0,2.0,2.0,Y,Peakload,$11.98,Hour,,,N,,None,,,N,,N,,,N,,Southampton,NY,11968,N,,,,
2844,2016,H-400-15349-524911,2016-03-08,H-2B,2016-01-04,Certification,2016-04-01 00:00:00,2016-11-23,"Rock Bottom Lawn Maintenance, Inc.",12565 Prospect Rd.,,Strongsville,OH,44149,UNITED STATES OF AMERICA,,440-238-3808,,"MAS Labor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,10.0,10.0,Y,Seasonal,$12.9,Hour,19.35,,N,,None,,,N,,N,,,N,,,OH,,Y,,,,
2845,2016,H-400-15349-548948,2016-02-16,H-2B,2015-12-15,Certification,2016-03-14 00:00:00,2016-11-30,"B and M Landscape Maintenance, Inc.",11 Austin Street,,Blackstone,MA,01504,UNITED STATES OF AMERICA,,508-883-0860,,"Amigos Labor Solutions, Inc.",Robert Wingfield,Dallas,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,6.0,6.0,Y,Seasonal,$14.21,Hour,21.32,,N,,None,,,N,,N,,,N,,Blackstone,MA,01504,Y,,,,
2846,2016,H-400-15349-553653,2016-03-17,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,"Universal Cleaners, LLC.",4530 Barnes Rd.,,Traverse City,MI,49684,UNITED STATES OF AMERICA,,231-633-8276,,"BRANISLAV HRUZ, CO, LPA",BRANISLAV HRUZ,MENTOR,OH,Janitor and Cleaner,37-2011,"Janitors and Cleaners, Except Maids and",561720.0,11.0,11.0,Y,Seasonal,$12.41,Hour,18.62,18.62,N,,None,,,N,,N,,,N,,Traverse City,MI,49684,Y,,,,
2847,2016,H-400-15349-558928,2016-03-01,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,Ornelas Landscaping,579 Williams Street,,Painesville,OH,44077,UNITED STATES OF AMERICA,,440-339-3039,,"BRANISLAV HRUZ, CO, LPA",BRANISLAV HRUZ,MENTOR,OH,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,4.0,4.0,Y,Seasonal,$12.9,Hour,19.35,19.35,N,,None,,,N,,N,,,N,,Painesville,OH,44077,Y,,,,
2848,2016,H-400-15349-574224,2016-03-16,H-2B,2016-01-12,Certification,2016-04-11 00:00:00,2016-11-23,"SC Lawnscape, LLC",49038 Dunhill Drive,,Macomb,MI,48044,UNITED STATES OF AMERICA,,586-263-0641,,"MAS Labor H-2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborers,37-3011,Landscaping and Groundskeeping Workers,561730.0,7.0,7.0,Y,Seasonal,$13.06,Hour,19.59,,N,,None,,,N,,N,,,N,,Clinton Township,MI,48036,Y,,,,
2849,2016,H-400-15349-581124,2016-03-31,H-2B,2016-01-20,Partial Certification Expired,2016-04-15 00:00:00,2016-09-15,"R AND M ROOFING, LLC",230 EAST 18TH STREET,,WAHOO,NE,68066,UNITED STATES OF AMERICA,,402-277-5042,,"KOLEY JESSEN P.C., L.L.O.",RYAN SEVCIK,OMAHA,NE,Roofer,47-2181,Roofers,238160.0,4.0,3.0,Y,Seasonal,$15.75,Hour,23.63,,N,,None,,,N,,N,,,N,,Wahoo,NE,68066,Y,,,,
2850,2016,H-400-15349-593031,2015-12-29,H-2B,2015-12-21,Withdrawn,2016-03-01 00:00:00,2016-11-30,Palotta Landscaping Inc.,132 Green Lane,Suite A,Bedford Hills,NY,10507,UNITED STATES OF AMERICA,,914-244-8851,,FRONTERA VISA SOLUTIONS INC.,SARAH WYNGAARD,GREEN BAY,WI,Landscaping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,5.0,,Y,Seasonal,$15.96,Hour,,,N,,None,,None,N,,N,,,Y,2.0,Bedford Hills,NY,10507,Y,,,,
2851,2016,H-400-15349-601074,2016-03-07,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-12-15,"Montvale Landscaping, Inc",21 Ladik Place,,Montvale,NJ,07645,UNITED STATES OF AMERICA,,201-573-1277,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,BRANDI COWAN,BAY CITY,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,15.0,15.0,Y,Seasonal,$15.96,Hour,0.0,,N,,None,,,N,,N,,,N,,Montvale,NJ,07645,Y,,,,
2852,2016,H-400-15349-609836,2016-02-25,H-2B,2015-12-15,Certification,2016-02-29 00:00:00,2016-11-29,"United Landscape Services, Inc","1260 Versailles, Rd",,Lexington,KY,40508,UNITED STATES OF AMERICA,,859-252-8444,,"ALS, INC",RAMON CERVANTES,LEXINGTON,KY,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,7.0,7.0,Y,Seasonal,$11.28,Hour,16.92,,N,,None,,,N,,N,,,N,,Lexington,KY,40508,Y,,,,
2853,2016,H-400-15349-613565,2016-03-18,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,"Las Bonitas, Inc.",6000 Enterprise Pkwy,,Solon,OH,44139,UNITED STATES OF AMERICA,,440-498-1067,,"BRANISLAV HRUZ, CO, LPA",BRANISLAV HRUZ,MENTOR,OH,"Las Bonitas, Inc.",35-3021,"Combined Food Preparation and Serving Workers,",722511.0,3.0,3.0,Y,Peakload,$9.2,Hour,13.8,13.8,N,,None,,,N,,N,,,N,,Solon,OH,44139,N,,,,
2854,2016,H-400-15349-634939,2016-03-17,H-2B,2016-01-08,Certification,2016-04-06 00:00:00,2016-10-07,OAK TREE GOLF CLUB LLC,1515 W. OAK TREE DR.,,EDMOND,OK,73025,UNITED STATES OF AMERICA,,405-348-2004,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,KRISTINE STAGGS,BAY CITY,TX,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,713910.0,10.0,10.0,Y,Seasonal,$12.31,Hour,18.47,,N,,None,,,N,,N,,,N,,Edmond,OK,73025,N,,,,
